index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
1,2,25.0,3,23.75,1.2100000000000002,20.0,25.0
2,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
3,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
4,1,25.0,4,23.75,1.1,20.0,25.0
5,2,25.0,4,23.75,1.2100000000000002,20.0,25.0
6,1,25.0,0,22.5,1.1,20.0,50.0
7,1,25.0,2,22.5,1.1,20.0,25.0
8,1,25.0,1,21.25,1.1,20.0,50.0
9,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
10,1,25.0,3,23.75,1.1,20.0,25.0
11,1,25.0,3,23.75,1.1,20.0,25.0
12,1,25.0,3,23.75,1.1,20.0,25.0
13,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
14,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
15,1,25.0,2,22.5,1.1,20.0,25.0
16,2,25.0,3,23.75,1.2100000000000002,20.0,25.0
17,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
18,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
19,1,25.0,3,23.75,1.1,20.0,25.0
20,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
21,1,25.0,0,22.5,1.1,20.0,50.0
22,1,25.0,0,22.5,1.1,20.0,50.0
23,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
24,1,25.0,1,21.25,1.1,20.0,50.0
25,1,25.0,1,21.25,1.1,20.0,50.0
26,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
27,1,25.0,2,22.5,1.1,20.0,25.0
28,1,25.0,2,22.5,1.1,20.0,25.0
29,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
30,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
31,1,25.0,4,23.75,1.1,20.0,25.0
32,2,25.0,4,23.75,1.2100000000000002,20.0,25.0
33,1,25.0,3,23.75,1.1,20.0,25.0
34,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
35,2,25.0,3,23.75,1.2100000000000002,20.0,25.0
36,1,25.0,0,22.5,1.1,20.0,50.0
37,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
38,1,25.0,0,22.5,1.1,20.0,50.0
39,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
40,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
41,1,25.0,4,23.75,1.1,20.0,25.0
42,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
43,2,25.0,4,23.75,1.2100000000000002,20.0,25.0
44,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
45,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
46,1,25.0,1,21.25,1.1,20.0,50.0
47,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
48,1,25.0,3,23.75,1.1,20.0,25.0
49,2,25.0,0,22.5,1.2100000000000002,20.0,50.0
50,2,25.0,4,23.75,1.2100000000000002,20.0,25.0
51,1,25.0,0,22.5,1.1,20.0,50.0
52,1,25.0,2,22.5,1.1,20.0,25.0
53,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
54,1,25.0,1,21.25,1.1,20.0,50.0
55,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
56,2,25.0,1,21.25,1.2100000000000002,20.0,50.0
57,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
58,2,25.0,3,23.75,1.2100000000000002,20.0,25.0
59,2,25.0,2,22.5,1.2100000000000002,20.0,25.0
60,1,25.0,2,22.5,1.1,20.0,25.0
61,1,25.0,0,22.5,1.1,20.0,50.0
62,1,25.0,2,22.5,1.1,20.0,25.0
