index,x,y
0,47.258,80.039
1,28.879,8.577
2,41.612,44.009
3,58.894,85.713
4,67.13,0.191
5,12.042,18.249
6,85.723,72.798
7,32.358,88.621
8,30.08,73.619
9,63.221,35.804
10,8.738,58.666
11,64.77,67.194
12,75.935,69.966
13,7.565,48.247
14,43.749,31.376
15,60.86,26.452
16,34.071,2.708
17,21.278,63.975
18,7.893,51.879
19,74.351,84.035
20,91.386,2.091
21,36.993,11.446
22,98.399,15.677
23,58.773,43.048
24,0.947,5.449
25,57.49,54.172
26,26.052,32.76
27,45.639,20.05
28,1.754,92.436
29,93.393,9.389
30,16.555,11.592
31,97.741,49.146
32,6.903,93.072
33,5.458,63.193
