index,weight,type,clientId
0,7.34,1,0
1,14.16,1,0
2,12.46,1,0
3,11.19,1,1
4,10.73,1,2
5,10.03,1,2
6,9.18,1,2
7,6.64,1,2
8,13.71,1,2
9,5.32,1,3
10,10.1,1,3
11,7.29,1,3
12,12.31,1,3
13,4.1,1,4
14,13.93,1,5
15,5.04,1,5
16,11.05,1,5
17,7.3,1,5
18,7.22,1,5
19,6.23,1,6
20,12.79,1,6
21,4.02,1,7
22,9.18,1,7
23,6.52,1,7
24,8.59,1,7
25,2.55,1,8
26,11.52,1,8
27,9.79,1,9
28,8.94,1,9
29,9.82,1,9
30,12.35,1,10
31,5.64,1,11
32,3.34,1,11
33,2.19,1,12
34,3.41,1,12
35,14.23,1,13
36,9.57,1,13
37,2.43,1,13
38,5.09,1,14
39,4.61,1,14
40,8.94,1,14
41,8.68,1,15
42,14.29,1,15
43,7.36,1,16
44,8.81,1,16
45,10.12,1,16
46,12.08,1,17
47,9.33,1,17
48,3.33,1,17
49,5.51,1,17
50,13.45,1,18
51,9.33,1,19
52,2.61,1,20
53,6.31,1,21
54,13.12,1,21
55,14.64,1,22
56,9.11,1,22
57,7.39,1,23
58,11.9,1,24
59,2.33,1,25
60,11.54,1,25
61,3.35,1,25
62,12.05,1,26
63,3.93,1,26
64,3.81,1,26
65,3.39,1,26
66,14.06,1,27
67,2.59,1,27
68,7.61,1,27
69,8.95,1,28
70,5.13,1,29
71,4.87,1,29
72,3.44,1,30
73,3.0,1,31
74,14.46,1,32
75,10.5,1,32
76,14.78,1,32
77,5.2,1,32
78,3.94,1,33
79,3.72,1,33
80,13.81,1,34
81,12.47,1,34
82,14.88,1,35
83,2.35,1,35
84,13.73,1,35
85,10.31,1,36
86,3.91,1,36
87,12.95,1,36
88,6.73,1,36
89,14.49,1,37
90,14.44,1,38
91,12.74,1,38
92,8.64,1,38
93,13.93,1,39
94,3.45,1,39
95,10.88,1,39
96,3.31,1,39
97,2.66,1,40
98,6.77,1,40
99,4.08,1,41
