carrier_id,client_id
0,9
0,11
0,15
0,25
0,26
0,28
0,30
0,0
0,1
0,2
0,4
0,8
0,12
0,13
0,17
0,18
0,20
0,21
0,23
0,29
0,31
0,3
0,5
0,6
0,7
0,19
0,10
0,14
0,16
0,22
0,24
0,27
0,32
1,9
1,11
1,15
1,25
1,26
1,28
1,30
1,0
1,1
1,2
1,4
1,8
1,12
1,13
1,17
1,18
1,20
1,21
1,23
1,29
1,31
2,0
2,1
2,2
2,4
2,8
2,12
2,13
2,17
2,18
2,20
2,21
2,23
2,29
2,31
2,3
2,5
2,6
2,7
2,19
3,3
3,5
3,6
3,7
3,19
3,10
3,14
3,16
3,22
3,24
3,27
3,32
4,9
4,11
4,15
4,25
4,26
4,28
4,30
4,10
4,14
4,16
4,22
4,24
4,27
4,32
