index,weight,type,clientId
0,6.244813682835697,1,0
1,14.036374913404133,1,0
2,12.518302493570136,1,0
3,20.78281245698756,1,0
4,1.2486986323095284,1,0
5,23.10279393780469,1,1
6,1.3231066614267286,1,1
7,17.313307906510605,1,2
8,2.074476525658798,1,2
9,7.062429877786217,1,3
10,22.283862807349056,1,3
11,15.898148047519626,1,3
12,5.895544655848644,1,3
13,16.930328381904214,1,3
14,13.08192106360549,1,4
15,16.958819727714523,1,4
16,1.9414235003167928,1,4
17,9.545489873176894,1,4
18,19.54905624832641,1,4
19,8.975303668847943,1,5
20,8.931505617151858,1,5
21,20.203313754284572,1,5
22,24.63410209985354,1,5
23,20.604320531895045,1,5
24,9.117782826351231,1,6
25,22.650757160899044,1,6
26,9.00251419272863,1,6
27,21.565674301442954,1,6
28,5.550875106553262,1,7
29,15.629590274077017,1,8
30,4.6475631835327444,1,8
31,23.945743433262898,1,9
32,23.189726096433304,1,9
33,15.882867375042547,1,9
34,6.671669814451363,1,9
35,1.5868456469854761,1,10
36,20.206969870798254,1,10
37,11.498426231020407,1,10
38,3.9382292659557763,1,10
39,14.288396131932103,1,10
40,4.831408327276565,1,11
41,2.3487363844873936,1,11
42,22.646920662860122,1,11
43,13.100356632481967,1,12
44,2.1057147336055237,1,12
45,14.419436880524703,1,12
46,11.526333813034523,1,13
47,4.86619843416153,1,13
48,22.537763676736994,1,13
49,7.133075430711264,1,14
50,20.39234803284406,1,14
51,16.596176266852446,1,14
52,20.084159239475085,1,14
53,7.82814401363952,1,14
54,24.95867073155103,1,15
55,11.788612318366054,1,15
56,20.034528049551962,1,16
57,9.020607650520187,1,16
58,1.5198297048184823,1,16
59,18.230888358730017,1,16
60,6.801765847487397,1,16
61,12.532026763418381,1,17
62,23.479815468720297,1,18
63,23.832877828642523,1,18
64,22.469381731529218,1,18
65,23.203474897679314,1,18
66,22.153115878387684,1,19
67,21.65607004847522,1,19
68,9.638403214344248,1,19
69,13.328270616232881,1,19
70,8.171512917980323,1,20
71,2.2832063334399484,1,21
72,1.2310383429868041,1,21
73,10.414716547417882,1,21
74,17.83825765355864,1,22
75,22.240167934776736,1,22
76,15.482480858880145,1,22
77,6.282669858296337,1,23
78,6.152611115323053,1,23
79,11.91459447607523,1,23
80,16.979341112909577,1,24
81,23.257571435157434,1,24
82,12.798809547721177,1,24
83,14.669003094662884,1,25
84,19.831730819681507,1,26
85,3.5060976674837816,1,26
86,4.018722991384788,1,26
87,5.805683381338816,1,26
88,4.984316510070708,1,27
89,10.859301773718238,1,28
90,23.307489452903106,1,29
91,21.253316840517442,1,29
92,20.851492718378115,1,30
93,13.389383426871923,1,31
94,19.438487030982056,1,31
95,5.0194776694012715,1,31
96,22.337589889359982,1,32
97,21.990857502485373,1,32
98,23.318840279625746,1,33
99,15.048170353577158,1,33
100,21.917035629255345,1,33
101,24.40102187279814,1,33
102,18.041772823193092,1,33
