carrier_id,client_id
0,0
0,5
0,8
0,9
0,16
0,20
0,24
0,25
0,26
0,29
0,31
0,32
0,34
0,35
0,36
0,40
0,41
0,42
0,43
0,53
0,1
0,6
0,11
0,14
0,15
0,17
0,21
0,23
0,28
0,38
0,39
0,44
0,49
0,51
0,2
0,3
0,4
0,7
0,10
0,12
0,13
0,18
0,19
0,22
0,27
0,30
0,33
0,37
0,45
0,46
0,47
0,48
0,50
0,52
1,0
1,5
1,8
1,9
1,16
1,20
1,24
1,25
1,26
1,29
1,31
1,32
1,34
1,35
1,36
1,40
1,41
1,42
1,43
1,53
2,1
2,6
2,11
2,14
2,15
2,17
2,21
2,23
2,28
2,38
2,39
2,44
2,49
2,51
3,1
3,6
3,11
3,14
3,15
3,17
3,21
3,23
3,28
3,38
3,39
3,44
3,49
3,51
3,2
3,3
3,4
3,7
3,10
3,12
3,13
3,18
3,19
3,22
3,27
3,30
3,33
3,37
3,45
3,46
3,47
3,48
3,50
3,52
4,0
4,5
4,8
4,9
4,16
4,20
4,24
4,25
4,26
4,29
4,31
4,32
4,34
4,35
4,36
4,40
4,41
4,42
4,43
4,53
4,2
4,3
4,4
4,7
4,10
4,12
4,13
4,18
4,19
4,22
4,27
4,30
4,33
4,37
4,45
4,46
4,47
4,48
4,50
4,52
