index,weight,type,clientId
0,2.23,1,0
1,13.89,1,0
2,10.75,1,0
3,7.6,1,0
4,14.11,1,1
5,7.3,1,1
6,14.14,1,1
7,2.81,1,2
8,9.01,1,2
9,13.79,1,2
10,7.8,1,3
11,8.71,1,3
12,13.09,1,3
13,12.73,1,4
14,4.58,1,4
15,2.24,1,4
16,2.28,1,4
17,10.03,1,4
18,12.42,1,5
19,2.65,1,6
20,10.84,1,7
21,8.41,1,7
22,4.64,1,7
23,10.78,1,8
24,9.35,1,9
25,5.82,1,10
26,14.85,1,11
27,11.37,1,11
28,14.44,1,11
29,9.64,1,12
30,14.73,1,13
31,3.32,1,13
32,11.52,1,13
33,2.72,1,13
34,12.88,1,14
35,8.74,1,14
36,12.2,1,14
37,5.03,1,14
38,6.24,1,14
39,9.51,1,15
40,13.82,1,16
41,7.14,1,16
42,13.27,1,16
43,10.02,1,17
44,11.57,1,18
45,12.77,1,19
46,11.13,1,19
47,7.58,1,19
48,9.83,1,19
49,14.45,1,19
50,7.34,1,20
51,14.45,1,21
52,3.12,1,21
53,9.42,1,22
54,5.53,1,22
55,10.04,1,23
56,13.11,1,24
57,5.34,1,24
58,10.87,1,24
59,2.56,1,24
60,6.08,1,25
61,9.25,1,25
62,14.56,1,25
63,11.17,1,26
64,2.69,1,26
65,4.05,1,26
66,11.54,1,26
67,5.63,1,27
68,14.82,1,27
69,6.37,1,27
70,12.03,1,27
71,9.63,1,27
72,5.38,1,28
73,6.15,1,28
74,13.18,1,28
75,5.27,1,29
76,10.4,1,29
77,13.24,1,29
78,4.44,1,29
79,5.29,1,29
80,5.14,1,30
81,14.2,1,30
82,10.86,1,30
83,10.31,1,30
84,2.96,1,31
85,11.27,1,32
86,3.13,1,32
87,11.64,1,32
88,2.52,1,32
89,7.67,1,32
90,11.82,1,33
91,8.85,1,33
92,4.52,1,34
93,5.07,1,34
94,9.15,1,34
95,6.93,1,34
96,3.78,1,35
97,2.69,1,35
98,5.36,1,35
99,11.94,1,35
100,6.58,1,36
101,7.55,1,37
102,11.87,1,37
103,2.3,1,37
104,12.9,1,37
105,2.46,1,37
106,8.85,1,38
107,2.57,1,39
108,4.68,1,39
109,8.8,1,39
110,4.28,1,39
111,13.69,1,40
112,3.35,1,40
113,5.09,1,40
114,2.41,1,41
115,14.81,1,41
116,8.43,1,41
117,7.78,1,41
118,14.83,1,42
119,8.06,1,42
120,4.75,1,43
121,4.95,1,44
122,5.7,1,45
123,14.13,1,45
124,5.78,1,46
125,3.42,1,46
126,2.82,1,46
127,14.07,1,47
128,8.56,1,47
129,3.77,1,47
130,14.74,1,47
131,3.37,1,47
132,3.36,1,48
133,13.56,1,48
134,14.55,1,48
135,14.24,1,48
136,10.45,1,49
137,10.51,1,49
138,9.94,1,49
139,13.74,1,49
140,10.82,1,50
141,4.0,1,50
142,12.68,1,50
143,3.98,1,50
144,11.5,1,51
145,4.54,1,51
146,2.72,1,52
147,10.73,1,52
148,13.72,1,53
149,10.98,1,53
