index,x,y
0,3.704,44.371
1,32.093,77.139
2,84.15,96.223
3,84.655,100.0
4,100.0,66.244
5,11.585,1.462
6,31.678,79.875
7,97.868,65.657
8,2.297,44.387
9,18.969,31.851
10,92.373,51.789
11,33.932,78.493
12,82.133,69.193
13,88.136,51.468
14,29.362,65.499
15,32.797,78.184
16,2.892,41.453
17,31.601,77.813
18,90.113,51.412
19,85.439,98.177
20,2.164,42.417
21,36.11,74.146
22,97.543,63.898
23,32.132,77.411
24,21.561,31.253
25,0.0,46.738
26,0.416,44.202
27,88.842,50.019
28,25.907,68.432
29,10.191,1.757
30,89.727,51.397
31,12.63,0.0
32,0.911,42.176
33,81.367,96.239
34,0.226,45.724
35,20.887,29.443
36,12.937,1.304
37,97.554,61.696
38,32.083,78.344
39,26.851,65.054
40,11.251,1.519
41,1.978,46.313
42,20.643,31.812
43,18.924,32.332
44,25.052,67.286
45,83.694,68.608
46,79.52,66.479
47,80.406,68.837
48,82.655,67.774
49,34.231,76.93
50,82.411,96.849
51,29.037,66.538
52,94.501,65.024
53,1.624,42.669
