index,weight,type,clientId
0,13.60752054461718,1,0
1,23.358433653658427,1,0
2,11.98964573412543,1,1
3,17.158722596515062,1,1
4,1.7611999168324726,1,1
5,6.191542085645558,1,1
6,20.745319916473413,1,2
7,6.852862053790738,1,2
8,17.036616600672755,1,2
9,17.487255460912934,1,3
10,19.07367378564909,1,3
11,8.858224225339683,1,3
12,13.799005359907312,1,3
13,24.785102727751905,1,3
14,15.337566909398543,1,4
15,15.918900851107146,1,4
16,13.086404327722187,1,4
17,5.814789156386534,1,4
18,6.6608319661778435,1,5
19,8.768956324182447,1,5
20,7.6532957371156085,1,6
21,4.683764373425094,1,6
22,6.145955000604079,1,6
23,12.876322481125587,1,6
24,7.736422949660741,1,7
25,2.2108643786780258,1,7
26,15.187538252198799,1,7
27,19.341304083391897,1,7
28,12.81655597470606,1,8
29,14.58109942694378,1,8
30,23.42172437739827,1,9
31,11.799689261511212,1,10
32,16.582142567681814,1,10
33,2.8764836467453447,1,10
34,1.9521117912643566,1,10
35,3.642014194341347,1,11
36,15.677060155352724,1,11
37,3.9089661615459486,1,12
38,16.708300194818804,1,12
39,9.34655363181573,1,12
40,15.91190400145836,1,13
41,17.943311946731825,1,13
42,23.994673841645284,1,13
43,6.3634288983378955,1,13
44,5.252558316773222,1,14
45,5.784552273567012,1,14
46,18.09769590018263,1,14
47,7.3669183403446326,1,14
48,9.307727049989003,1,15
49,15.257265483571716,1,16
