index,x,y
0,72.044,0.719
1,0.336,76.023
2,76.016,32.214
3,31.554,14.129
4,90.068,31.94
5,78.13,78.465
6,97.787,84.74
7,3.707,11.393
8,55.738,1.958
9,38.739,59.608
10,25.047,70.967
11,14.808,3.838
12,36.479,75.809
13,54.614,41.528
14,73.395,55.789
15,37.245,3.256
16,55.863,81.279
17,27.19,55.985
18,17.067,22.052
19,62.49,2.82
20,2.416,27.449
21,0.78,63.141
22,55.018,71.512
23,43.852,98.398
24,79.57,9.372
25,68.536,63.77
26,95.439,67.771
27,25.457,79.05
28,29.294,82.707
29,10.287,76.896
30,84.12,99.694
31,94.572,89.811
