index,x,y
0,89.826,5.492
1,73.139,40.808
2,94.933,96.184
3,3.934,37.541
4,5.253,42.578
5,46.774,76.503
6,74.596,42.916
7,2.568,43.083
8,93.41,95.621
9,48.898,78.252
10,88.447,3.118
11,71.521,40.225
12,3.55,44.11
13,88.039,57.656
14,75.127,43.078
15,52.043,77.663
16,49.47,79.759
17,70.037,38.019
18,92.422,8.541
19,96.255,93.151
20,71.999,42.215
21,4.879,40.799
22,49.5,81.152
23,89.474,2.65
24,50.023,77.478
25,5.987,39.779
26,90.273,1.602
27,3.766,41.452
28,93.428,96.542
29,95.79,98.097
30,4.684,43.922
31,4.893,44.018
32,84.692,57.966
33,6.402,42.202
34,69.013,43.456
35,46.527,77.239
36,92.623,5.329
37,73.481,42.346
38,49.369,77.567
39,5.969,41.143
40,4.552,41.239
41,94.359,97.53
42,54.539,80.162
43,82.071,57.801
44,71.695,41.403
45,95.938,96.005
46,48.695,78.342
47,98.2,97.501
48,89.477,60.593
49,97.071,93.765
50,95.384,3.762
51,83.223,60.824
52,73.4,39.003
53,50.895,78.955
54,73.023,39.854
55,71.849,42.582
56,88.45,60.882
57,5.96,43.473
58,87.024,60.072
59,76.237,41.213
60,92.018,3.365
61,92.791,3.681
62,92.73,9.062
63,93.079,5.868
64,95.903,92.809
65,94.863,91.037
66,72.133,37.89
67,5.704,40.15
68,70.825,45.223
69,91.631,8.697
70,92.205,7.681
71,71.023,44.825
72,85.661,60.451
73,51.963,81.786
74,50.193,74.53
75,88.239,2.729
76,90.781,3.734
77,81.145,58.375
78,71.819,40.922
79,73.604,42.893
80,94.022,1.674
81,90.774,3.418
82,92.484,96.52
83,92.797,3.766
84,48.943,80.646
85,87.304,62.405
86,72.69,42.675
87,70.61,42.812
88,44.792,79.244
89,49.562,80.972
90,0.0,40.045
91,91.385,5.474
92,90.034,3.317
93,49.205,74.562
94,50.734,78.653
95,73.104,41.543
96,6.367,40.531
97,48.266,77.313
98,97.117,95.74
99,96.776,97.715
100,73.667,42.894
101,94.01,94.472
102,96.047,93.888
103,49.741,76.121
104,72.027,40.392
105,50.442,80.977
106,49.787,79.824
107,70.571,43.493
108,91.12,94.501
109,94.952,96.678
110,96.378,5.221
111,93.058,3.673
112,75.406,43.245
113,51.035,83.414
114,5.597,39.29
115,72.341,43.936
116,7.077,42.713
117,70.349,39.161
118,85.749,59.339
119,70.007,42.159
120,95.807,95.203
121,5.406,38.09
122,99.408,92.834
123,95.255,94.87
124,73.345,41.275
125,3.882,45.454
126,95.861,0.664
127,84.184,61.817
128,95.644,96.306
129,47.437,74.199
130,93.421,94.972
131,72.337,41.135
132,6.569,42.326
133,96.166,93.847
134,87.578,58.475
135,70.905,42.337
136,49.223,78.833
137,7.072,40.319
138,72.023,39.796
139,71.079,42.144
140,71.55,46.267
141,88.408,60.56
142,72.871,39.491
143,6.807,42.818
144,88.162,53.843
145,47.504,80.571
146,71.243,44.65
147,45.449,80.055
148,90.349,2.361
149,91.82,3.907
150,5.441,42.096
151,93.801,95.516
152,70.946,40.739
153,73.071,39.263
154,73.85,44.1
155,70.56,41.924
156,85.397,61.32
