carrier_id,client_id
0,7
0,24
0,39
0,47
0,74
0,81
0,82
0,96
0,97
0,99
0,112
0,115
0,121
0,129
0,132
0,135
0,138
0,162
0,163
0,171
0,173
0,179
0,180
0,183
0,185
0,191
0,194
0,196
0,211
0,212
0,217
0,224
0,225
0,230
0,240
0,251
0,258
0,265
0,270
0,273
0,277
0,283
0,295
0,315
0,332
0,346
0,348
0,349
0,352
0,382
0,388
0,393
0,394
0,404
0,407
0,410
0,423
0,428
0,435
0,439
0,454
0,475
0,486
0,496
0,508
0,509
0,518
0,521
0,528
0,533
0,534
0,559
0,560
0,563
0,578
0,590
0,596
0,602
0,605
0,606
0,612
0,626
0,628
0,631
0,634
0,645
0,650
0,652
0,659
0,660
0,4
0,8
0,9
0,11
0,14
0,20
0,25
0,28
0,34
0,35
0,41
0,43
0,55
0,56
0,60
0,64
0,65
0,68
0,78
0,80
0,85
0,92
0,98
0,105
0,106
0,107
0,111
0,116
0,120
0,128
0,131
0,134
0,140
0,144
0,149
0,150
0,151
0,155
0,158
0,161
0,164
0,167
0,174
0,181
0,182
0,184
0,187
0,202
0,203
0,204
0,206
0,210
0,218
0,220
0,222
0,232
0,245
0,250
0,253
0,260
0,262
0,266
0,267
0,281
0,284
0,287
0,288
0,291
0,292
0,293
0,300
0,301
0,304
0,306
0,307
0,309
0,317
0,320
0,326
0,328
0,329
0,334
0,335
0,340
0,342
0,345
0,350
0,353
0,365
0,367
0,368
0,369
0,370
0,372
0,373
0,374
0,375
0,379
0,387
0,389
0,392
0,398
0,415
0,425
0,429
0,440
0,442
0,445
0,447
0,450
0,455
0,463
0,465
0,471
0,472
0,476
0,478
0,481
0,483
0,489
0,497
0,498
0,499
0,503
0,506
0,514
0,515
0,517
0,524
0,535
0,536
0,538
0,541
0,542
0,544
0,546
0,547
0,548
0,556
0,562
0,564
0,565
0,569
0,582
0,587
0,588
0,589
0,591
0,593
0,594
0,597
0,603
0,609
0,618
0,620
0,624
0,625
0,629
0,632
0,638
0,639
0,640
0,641
0,643
0,644
0,651
0,661
0,1
0,2
0,3
0,5
0,6
0,10
0,12
0,13
0,15
0,16
0,17
0,18
0,19
0,21
0,22
0,23
0,26
0,27
0,29
0,30
0,33
0,36
0,37
0,38
0,40
0,42
0,44
0,45
0,46
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,57
0,58
0,59
0,62
0,63
0,66
0,67
0,70
0,71
0,73
0,75
0,76
0,77
0,79
0,83
0,84
0,86
0,87
0,89
0,90
0,91
0,93
0,94
0,95
0,100
0,101
0,104
0,108
0,109
0,110
0,113
0,114
0,117
0,118
0,119
0,122
0,123
0,124
0,125
0,126
0,127
0,130
0,133
0,137
0,139
0,141
0,143
0,145
0,146
0,147
0,148
0,152
0,156
0,157
0,159
0,160
0,166
0,168
0,170
0,175
0,176
0,177
0,178
0,186
0,188
0,190
0,192
0,193
0,195
0,197
0,198
0,199
0,200
0,201
0,205
0,207
0,208
0,209
0,213
0,214
0,215
0,216
0,219
0,221
0,223
0,226
0,227
0,228
0,231
0,233
0,234
0,235
0,236
0,237
0,239
0,241
0,242
0,243
0,244
0,246
0,247
0,248
0,249
0,252
0,254
0,255
0,256
0,257
0,259
0,261
0,263
0,264
0,268
0,269
0,271
0,272
0,274
0,275
0,276
0,278
0,279
0,280
0,282
0,285
0,286
0,289
0,290
0,296
0,297
0,298
0,299
0,302
0,308
0,310
0,312
0,314
0,316
0,318
0,321
0,322
0,323
0,324
0,325
0,327
0,330
0,333
0,336
0,337
0,338
0,339
0,341
0,343
0,344
0,347
0,351
0,354
0,355
0,356
0,357
0,360
0,362
0,363
0,364
0,366
0,371
0,376
0,378
0,380
0,381
0,383
0,384
0,385
0,386
0,390
0,391
0,395
0,396
0,397
0,399
0,400
0,401
0,403
0,405
0,406
0,408
0,411
0,413
0,414
0,416
0,417
0,418
0,419
0,420
0,421
0,422
0,426
0,430
0,431
0,432
0,433
0,434
0,436
0,437
0,438
0,441
0,443
0,446
0,448
0,449
0,451
0,452
0,457
0,459
0,460
0,461
0,462
0,464
0,466
0,467
0,468
0,469
0,470
0,473
0,474
0,477
0,479
0,480
0,482
0,484
0,488
0,490
0,491
0,492
0,493
0,494
0,500
0,501
0,502
0,504
0,505
0,513
0,516
0,519
0,522
0,523
0,525
0,526
0,527
0,529
0,530
0,531
0,532
0,537
0,539
0,543
0,545
0,549
0,550
0,551
0,552
0,553
0,554
0,555
0,557
0,558
0,561
0,567
0,568
0,570
0,571
0,572
0,573
0,575
0,576
0,577
0,580
0,581
0,583
0,584
0,585
0,586
0,592
0,595
0,598
0,599
0,600
0,601
0,604
0,607
0,608
0,610
0,611
0,613
0,614
0,615
0,616
0,617
0,619
0,621
0,622
0,623
0,630
0,633
0,635
0,636
0,637
0,642
0,646
0,647
0,649
0,653
0,656
0,657
0,658
0,0
0,31
0,32
0,61
0,69
0,72
0,88
0,102
0,103
0,136
0,142
0,153
0,154
0,165
0,169
0,172
0,189
0,229
0,238
0,294
0,303
0,305
0,311
0,313
0,319
0,331
0,358
0,359
0,361
0,377
0,402
0,409
0,412
0,424
0,427
0,444
0,453
0,456
0,458
0,485
0,487
0,495
0,507
0,510
0,511
0,512
0,520
0,540
0,566
0,574
0,579
0,627
0,648
0,654
0,655
1,7
1,24
1,39
1,47
1,74
1,81
1,82
1,96
1,97
1,99
1,112
1,115
1,121
1,129
1,132
1,135
1,138
1,162
1,163
1,171
1,173
1,179
1,180
1,183
1,185
1,191
1,194
1,196
1,211
1,212
1,217
1,224
1,225
1,230
1,240
1,251
1,258
1,265
1,270
1,273
1,277
1,283
1,295
1,315
1,332
1,346
1,348
1,349
1,352
1,382
1,388
1,393
1,394
1,404
1,407
1,410
1,423
1,428
1,435
1,439
1,454
1,475
1,486
1,496
1,508
1,509
1,518
1,521
1,528
1,533
1,534
1,559
1,560
1,563
1,578
1,590
1,596
1,602
1,605
1,606
1,612
1,626
1,628
1,631
1,634
1,645
1,650
1,652
1,659
1,660
1,4
1,8
1,9
1,11
1,14
1,20
1,25
1,28
1,34
1,35
1,41
1,43
1,55
1,56
1,60
1,64
1,65
1,68
1,78
1,80
1,85
1,92
1,98
1,105
1,106
1,107
1,111
1,116
1,120
1,128
1,131
1,134
1,140
1,144
1,149
1,150
1,151
1,155
1,158
1,161
1,164
1,167
1,174
1,181
1,182
1,184
1,187
1,202
1,203
1,204
1,206
1,210
1,218
1,220
1,222
1,232
1,245
1,250
1,253
1,260
1,262
1,266
1,267
1,281
1,284
1,287
1,288
1,291
1,292
1,293
1,300
1,301
1,304
1,306
1,307
1,309
1,317
1,320
1,326
1,328
1,329
1,334
1,335
1,340
1,342
1,345
1,350
1,353
1,365
1,367
1,368
1,369
1,370
1,372
1,373
1,374
1,375
1,379
1,387
1,389
1,392
1,398
1,415
1,425
1,429
1,440
1,442
1,445
1,447
1,450
1,455
1,463
1,465
1,471
1,472
1,476
1,478
1,481
1,483
1,489
1,497
1,498
1,499
1,503
1,506
1,514
1,515
1,517
1,524
1,535
1,536
1,538
1,541
1,542
1,544
1,546
1,547
1,548
1,556
1,562
1,564
1,565
1,569
1,582
1,587
1,588
1,589
1,591
1,593
1,594
1,597
1,603
1,609
1,618
1,620
1,624
1,625
1,629
1,632
1,638
1,639
1,640
1,641
1,643
1,644
1,651
1,661
2,4
2,8
2,9
2,11
2,14
2,20
2,25
2,28
2,34
2,35
2,41
2,43
2,55
2,56
2,60
2,64
2,65
2,68
2,78
2,80
2,85
2,92
2,98
2,105
2,106
2,107
2,111
2,116
2,120
2,128
2,131
2,134
2,140
2,144
2,149
2,150
2,151
2,155
2,158
2,161
2,164
2,167
2,174
2,181
2,182
2,184
2,187
2,202
2,203
2,204
2,206
2,210
2,218
2,220
2,222
2,232
2,245
2,250
2,253
2,260
2,262
2,266
2,267
2,281
2,284
2,287
2,288
2,291
2,292
2,293
2,300
2,301
2,304
2,306
2,307
2,309
2,317
2,320
2,326
2,328
2,329
2,334
2,335
2,340
2,342
2,345
2,350
2,353
2,365
2,367
2,368
2,369
2,370
2,372
2,373
2,374
2,375
2,379
2,387
2,389
2,392
2,398
2,415
2,425
2,429
2,440
2,442
2,445
2,447
2,450
2,455
2,463
2,465
2,471
2,472
2,476
2,478
2,481
2,483
2,489
2,497
2,498
2,499
2,503
2,506
2,514
2,515
2,517
2,524
2,535
2,536
2,538
2,541
2,542
2,544
2,546
2,547
2,548
2,556
2,562
2,564
2,565
2,569
2,582
2,587
2,588
2,589
2,591
2,593
2,594
2,597
2,603
2,609
2,618
2,620
2,624
2,625
2,629
2,632
2,638
2,639
2,640
2,641
2,643
2,644
2,651
2,661
2,1
2,2
2,3
2,5
2,6
2,10
2,12
2,13
2,15
2,16
2,17
2,18
2,19
2,21
2,22
2,23
2,26
2,27
2,29
2,30
2,33
2,36
2,37
2,38
2,40
2,42
2,44
2,45
2,46
2,48
2,49
2,50
2,51
2,52
2,53
2,54
2,57
2,58
2,59
2,62
2,63
2,66
2,67
2,70
2,71
2,73
2,75
2,76
2,77
2,79
2,83
2,84
2,86
2,87
2,89
2,90
2,91
2,93
2,94
2,95
2,100
2,101
2,104
2,108
2,109
2,110
2,113
2,114
2,117
2,118
2,119
2,122
2,123
2,124
2,125
2,126
2,127
2,130
2,133
2,137
2,139
2,141
2,143
2,145
2,146
2,147
2,148
2,152
2,156
2,157
2,159
2,160
2,166
2,168
2,170
2,175
2,176
2,177
2,178
2,186
2,188
2,190
2,192
2,193
2,195
2,197
2,198
2,199
2,200
2,201
2,205
2,207
2,208
2,209
2,213
2,214
2,215
2,216
2,219
2,221
2,223
2,226
2,227
2,228
2,231
2,233
2,234
2,235
2,236
2,237
2,239
2,241
2,242
2,243
2,244
2,246
2,247
2,248
2,249
2,252
2,254
2,255
2,256
2,257
2,259
2,261
2,263
2,264
2,268
2,269
2,271
2,272
2,274
2,275
2,276
2,278
2,279
2,280
2,282
2,285
2,286
2,289
2,290
2,296
2,297
2,298
2,299
2,302
2,308
2,310
2,312
2,314
2,316
2,318
2,321
2,322
2,323
2,324
2,325
2,327
2,330
2,333
2,336
2,337
2,338
2,339
2,341
2,343
2,344
2,347
2,351
2,354
2,355
2,356
2,357
2,360
2,362
2,363
2,364
2,366
2,371
2,376
2,378
2,380
2,381
2,383
2,384
2,385
2,386
2,390
2,391
2,395
2,396
2,397
2,399
2,400
2,401
2,403
2,405
2,406
2,408
2,411
2,413
2,414
2,416
2,417
2,418
2,419
2,420
2,421
2,422
2,426
2,430
2,431
2,432
2,433
2,434
2,436
2,437
2,438
2,441
2,443
2,446
2,448
2,449
2,451
2,452
2,457
2,459
2,460
2,461
2,462
2,464
2,466
2,467
2,468
2,469
2,470
2,473
2,474
2,477
2,479
2,480
2,482
2,484
2,488
2,490
2,491
2,492
2,493
2,494
2,500
2,501
2,502
2,504
2,505
2,513
2,516
2,519
2,522
2,523
2,525
2,526
2,527
2,529
2,530
2,531
2,532
2,537
2,539
2,543
2,545
2,549
2,550
2,551
2,552
2,553
2,554
2,555
2,557
2,558
2,561
2,567
2,568
2,570
2,571
2,572
2,573
2,575
2,576
2,577
2,580
2,581
2,583
2,584
2,585
2,586
2,592
2,595
2,598
2,599
2,600
2,601
2,604
2,607
2,608
2,610
2,611
2,613
2,614
2,615
2,616
2,617
2,619
2,621
2,622
2,623
2,630
2,633
2,635
2,636
2,637
2,642
2,646
2,647
2,649
2,653
2,656
2,657
2,658
3,1
3,2
3,3
3,5
3,6
3,10
3,12
3,13
3,15
3,16
3,17
3,18
3,19
3,21
3,22
3,23
3,26
3,27
3,29
3,30
3,33
3,36
3,37
3,38
3,40
3,42
3,44
3,45
3,46
3,48
3,49
3,50
3,51
3,52
3,53
3,54
3,57
3,58
3,59
3,62
3,63
3,66
3,67
3,70
3,71
3,73
3,75
3,76
3,77
3,79
3,83
3,84
3,86
3,87
3,89
3,90
3,91
3,93
3,94
3,95
3,100
3,101
3,104
3,108
3,109
3,110
3,113
3,114
3,117
3,118
3,119
3,122
3,123
3,124
3,125
3,126
3,127
3,130
3,133
3,137
3,139
3,141
3,143
3,145
3,146
3,147
3,148
3,152
3,156
3,157
3,159
3,160
3,166
3,168
3,170
3,175
3,176
3,177
3,178
3,186
3,188
3,190
3,192
3,193
3,195
3,197
3,198
3,199
3,200
3,201
3,205
3,207
3,208
3,209
3,213
3,214
3,215
3,216
3,219
3,221
3,223
3,226
3,227
3,228
3,231
3,233
3,234
3,235
3,236
3,237
3,239
3,241
3,242
3,243
3,244
3,246
3,247
3,248
3,249
3,252
3,254
3,255
3,256
3,257
3,259
3,261
3,263
3,264
3,268
3,269
3,271
3,272
3,274
3,275
3,276
3,278
3,279
3,280
3,282
3,285
3,286
3,289
3,290
3,296
3,297
3,298
3,299
3,302
3,308
3,310
3,312
3,314
3,316
3,318
3,321
3,322
3,323
3,324
3,325
3,327
3,330
3,333
3,336
3,337
3,338
3,339
3,341
3,343
3,344
3,347
3,351
3,354
3,355
3,356
3,357
3,360
3,362
3,363
3,364
3,366
3,371
3,376
3,378
3,380
3,381
3,383
3,384
3,385
3,386
3,390
3,391
3,395
3,396
3,397
3,399
3,400
3,401
3,403
3,405
3,406
3,408
3,411
3,413
3,414
3,416
3,417
3,418
3,419
3,420
3,421
3,422
3,426
3,430
3,431
3,432
3,433
3,434
3,436
3,437
3,438
3,441
3,443
3,446
3,448
3,449
3,451
3,452
3,457
3,459
3,460
3,461
3,462
3,464
3,466
3,467
3,468
3,469
3,470
3,473
3,474
3,477
3,479
3,480
3,482
3,484
3,488
3,490
3,491
3,492
3,493
3,494
3,500
3,501
3,502
3,504
3,505
3,513
3,516
3,519
3,522
3,523
3,525
3,526
3,527
3,529
3,530
3,531
3,532
3,537
3,539
3,543
3,545
3,549
3,550
3,551
3,552
3,553
3,554
3,555
3,557
3,558
3,561
3,567
3,568
3,570
3,571
3,572
3,573
3,575
3,576
3,577
3,580
3,581
3,583
3,584
3,585
3,586
3,592
3,595
3,598
3,599
3,600
3,601
3,604
3,607
3,608
3,610
3,611
3,613
3,614
3,615
3,616
3,617
3,619
3,621
3,622
3,623
3,630
3,633
3,635
3,636
3,637
3,642
3,646
3,647
3,649
3,653
3,656
3,657
3,658
3,0
3,31
3,32
3,61
3,69
3,72
3,88
3,102
3,103
3,136
3,142
3,153
3,154
3,165
3,169
3,172
3,189
3,229
3,238
3,294
3,303
3,305
3,311
3,313
3,319
3,331
3,358
3,359
3,361
3,377
3,402
3,409
3,412
3,424
3,427
3,444
3,453
3,456
3,458
3,485
3,487
3,495
3,507
3,510
3,511
3,512
3,520
3,540
3,566
3,574
3,579
3,627
3,648
3,654
3,655
4,7
4,24
4,39
4,47
4,74
4,81
4,82
4,96
4,97
4,99
4,112
4,115
4,121
4,129
4,132
4,135
4,138
4,162
4,163
4,171
4,173
4,179
4,180
4,183
4,185
4,191
4,194
4,196
4,211
4,212
4,217
4,224
4,225
4,230
4,240
4,251
4,258
4,265
4,270
4,273
4,277
4,283
4,295
4,315
