index,x,y
0,32.595,87.836
1,69.44,44.17
2,55.843,78.8
3,60.724,53.575
4,66.07,38.837
5,63.018,81.326
6,3.689,96.012
7,57.072,58.252
8,58.928,56.933
9,94.143,32.992
10,33.28,86.966
11,63.914,42.978
12,55.944,76.725
13,32.378,91.671
14,59.751,1.621
15,3.244,97.338
16,70.152,43.499
17,32.05,89.735
18,62.193,79.71
19,9.175,7.138
20,56.78,79.004
21,97.839,35.908
22,64.881,41.468
23,63.108,3.457
24,94.949,34.641
25,69.106,42.299
26,59.263,53.878
27,58.073,55.505
28,65.881,43.456
29,60.957,56.141
30,58.744,57.167
31,68.41,43.096
32,96.588,32.736
33,64.243,3.649
34,98.815,32.937
35,11.615,2.264
36,100.0,34.966
37,66.131,43.285
38,34.155,88.381
39,56.928,76.786
40,4.703,98.306
41,66.108,39.568
42,61.646,80.165
43,59.02,73.022
44,99.207,34.844
45,5.854,98.574
46,12.067,6.025
47,66.11,7.621
48,60.871,0.843
49,59.168,39.085
50,2.273,100.0
51,61.355,2.851
52,98.544,35.941
53,65.674,77.567
54,59.013,79.806
55,66.404,42.967
56,66.857,37.914
57,63.108,2.655
58,65.662,39.226
59,31.905,86.956
60,63.278,79.941
61,5.796,97.309
62,63.929,40.262
63,66.792,41.182
64,62.549,81.128
65,33.261,88.717
66,31.527,90.065
67,59.769,56.404
68,62.625,78.359
69,3.798,97.307
70,57.834,53.943
71,61.495,78.246
72,59.861,3.954
73,58.476,56.87
74,31.579,89.724
75,66.931,45.222
76,9.222,4.865
77,12.317,6.908
78,64.008,2.523
79,35.662,90.509
80,62.347,75.703
81,2.836,97.953
82,67.492,41.427
83,10.279,5.617
84,97.018,35.177
85,31.386,88.502
86,3.009,96.685
87,9.787,2.171
88,55.493,78.894
89,98.526,34.76
90,2.478,96.611
91,97.517,31.735
92,64.768,42.4
93,64.352,0.0
94,55.789,78.555
95,99.463,31.981
96,3.164,97.847
97,8.355,5.076
98,31.093,88.737
99,68.896,43.715
100,62.083,79.896
101,65.208,44.338
102,60.781,3.004
103,58.418,78.003
104,9.856,7.926
105,65.685,40.473
106,59.514,57.455
107,11.044,5.441
108,61.915,81.857
109,57.529,58.391
110,67.589,44.634
111,61.144,0.306
112,56.307,76.462
113,57.957,56.586
114,8.656,4.953
115,2.7,95.532
116,67.167,41.832
117,2.808,94.135
118,67.767,40.335
119,0.0,95.611
120,58.05,77.487
121,97.433,32.935
122,61.369,1.46
123,9.327,4.647
124,4.725,94.354
125,64.291,80.916
126,35.32,86.861
127,4.191,97.726
128,63.755,38.233
129,55.987,77.566
130,5.091,95.791
131,3.766,96.478
132,53.034,79.423
133,62.161,74.657
134,12.167,2.1
