index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,2,21.25,1.1,20.0,20.0
1,2,25.0,1,22.5,1.21,20.0,20.0
2,2,25.0,2,21.25,1.21,20.0,20.0
3,1,25.0,0,21.25,1.1,20.0,10.0
4,1,25.0,0,21.25,1.1,20.0,10.0
5,1,25.0,4,23.75,1.1,20.0,10.0
6,1,25.0,4,23.75,1.1,20.0,10.0
7,2,25.0,4,23.75,1.21,20.0,10.0
8,2,25.0,4,23.75,1.21,20.0,10.0
9,1,25.0,0,21.25,1.1,20.0,10.0
10,1,25.0,0,21.25,1.1,20.0,10.0
11,1,25.0,0,21.25,1.1,20.0,10.0
12,1,25.0,4,23.75,1.1,20.0,10.0
13,1,25.0,1,22.5,1.1,20.0,20.0
14,1,25.0,4,23.75,1.1,20.0,10.0
15,1,25.0,0,21.25,1.1,20.0,10.0
16,2,25.0,3,22.5,1.21,20.0,20.0
17,2,25.0,2,21.25,1.21,20.0,20.0
18,2,25.0,2,21.25,1.21,20.0,20.0
19,2,25.0,3,22.5,1.21,20.0,20.0
20,1,25.0,0,21.25,1.1,20.0,10.0
21,1,25.0,3,22.5,1.1,20.0,20.0
22,2,25.0,3,22.5,1.21,20.0,20.0
23,1,25.0,0,21.25,1.1,20.0,10.0
24,1,25.0,0,21.25,1.1,20.0,10.0
25,2,25.0,2,21.25,1.21,20.0,20.0
26,2,25.0,1,22.5,1.21,20.0,20.0
27,1,25.0,2,21.25,1.1,20.0,20.0
28,1,25.0,0,21.25,1.1,20.0,10.0
29,2,25.0,3,22.5,1.21,20.0,20.0
30,1,25.0,1,22.5,1.1,20.0,20.0
31,1,25.0,4,23.75,1.1,20.0,10.0
32,1,25.0,3,22.5,1.1,20.0,20.0
33,1,25.0,4,23.75,1.1,20.0,10.0
34,2,25.0,3,22.5,1.21,20.0,20.0
35,1,25.0,0,21.25,1.1,20.0,10.0
36,1,25.0,2,21.25,1.1,20.0,20.0
37,1,25.0,0,21.25,1.1,20.0,10.0
38,1,25.0,1,22.5,1.1,20.0,20.0
39,2,25.0,0,21.25,1.21,20.0,10.0
40,2,25.0,2,21.25,1.21,20.0,20.0
41,2,25.0,2,21.25,1.21,20.0,20.0
42,2,25.0,3,22.5,1.21,20.0,20.0
43,1,25.0,1,22.5,1.1,20.0,20.0
44,2,25.0,3,22.5,1.21,20.0,20.0
45,2,25.0,0,21.25,1.21,20.0,10.0
46,2,25.0,2,21.25,1.21,20.0,20.0
47,2,25.0,3,22.5,1.21,20.0,20.0
48,1,25.0,3,22.5,1.1,20.0,20.0
49,2,25.0,0,21.25,1.21,20.0,10.0
50,2,25.0,0,21.25,1.21,20.0,10.0
51,2,25.0,4,23.75,1.21,20.0,10.0
