index,weight,type,clientId
0,24.41,1,0
1,10.47,1,1
2,6.95,1,1
3,14.6,1,1
4,13.8,1,1
5,24.53,1,1
6,17.88,1,2
7,18.7,1,2
8,11.02,1,2
9,15.23,1,2
10,20.3,1,2
11,16.57,1,3
12,16.75,1,3
13,22.53,1,3
14,14.16,1,4
15,5.69,1,4
16,16.64,1,5
17,6.1,1,5
18,21.8,1,5
19,17.93,1,5
20,7.88,1,6
21,9.33,1,6
22,11.25,1,6
23,7.07,1,6
24,18.2,1,7
25,15.73,1,7
26,13.56,1,7
27,19.75,1,8
28,7.97,1,8
29,5.52,1,8
30,22.53,1,8
31,11.89,1,9
32,19.74,1,9
33,17.65,1,9
34,17.59,1,10
35,19.36,1,10
36,14.52,1,10
37,17.9,1,11
38,7.05,1,11
39,14.88,1,12
40,6.22,1,12
41,22.22,1,12
42,6.44,1,12
43,14.87,1,12
44,20.95,1,13
45,19.38,1,13
46,22.09,1,14
47,20.04,1,14
48,14.11,1,14
49,17.36,1,14
50,24.17,1,14
51,23.23,1,15
52,23.76,1,15
53,7.24,1,16
54,20.15,1,16
55,6.38,1,16
56,5.77,1,17
57,12.8,1,17
58,19.07,1,17
59,24.46,1,17
60,18.33,1,18
61,23.33,1,18
62,17.59,1,19
63,7.72,1,19
64,5.35,1,19
65,5.93,1,20
66,23.39,1,20
67,16.68,1,20
68,20.41,1,21
69,16.14,1,22
70,18.21,1,22
71,17.1,1,22
72,19.02,1,23
73,7.0,1,23
74,22.27,1,24
75,19.02,1,25
76,11.66,1,25
77,12.76,1,25
78,11.93,1,25
79,17.99,1,25
80,22.78,1,26
81,9.1,1,26
82,20.59,1,26
83,18.32,1,26
84,11.7,1,27
85,12.55,1,27
86,8.85,1,28
87,9.44,1,28
88,7.08,1,28
89,6.2,1,28
90,7.89,1,28
91,10.63,1,29
92,10.85,1,29
93,24.77,1,29
94,18.21,1,29
95,11.25,1,29
96,12.79,1,30
97,17.14,1,30
98,9.98,1,31
99,21.29,1,31
100,15.0,1,31
101,15.82,1,31
102,7.61,1,31
103,10.9,1,32
104,7.44,1,32
105,21.48,1,32
106,24.2,1,33
107,14.86,1,34
108,12.82,1,35
109,14.38,1,35
110,10.16,1,35
111,8.2,1,35
112,15.1,1,36
113,15.15,1,36
114,8.81,1,36
115,16.91,1,36
116,19.32,1,37
117,18.97,1,38
118,12.56,1,38
119,7.17,1,38
120,23.03,1,38
121,8.57,1,38
122,19.65,1,39
123,8.95,1,39
124,6.77,1,39
125,13.96,1,39
126,15.55,1,39
127,15.96,1,40
128,19.52,1,40
129,10.91,1,41
130,11.79,1,41
131,19.28,1,41
132,7.07,1,42
133,10.8,1,42
134,8.32,1,42
135,12.7,1,42
136,11.0,1,43
137,23.58,1,43
138,13.5,1,43
139,8.71,1,43
140,11.56,1,43
141,22.59,1,44
142,19.93,1,44
143,19.93,1,44
144,21.94,1,44
145,7.57,1,45
146,15.8,1,46
147,18.9,1,46
148,16.75,1,46
149,23.93,1,47
150,21.08,1,48
151,6.26,1,48
152,14.28,1,49
153,10.03,1,49
154,6.83,1,49
155,23.05,1,50
156,9.06,1,50
