index,x,y
0,20.675,19.863
1,69.314,64.696
2,81.841,34.176
3,23.008,0.605
4,17.497,61.666
5,56.631,67.232
6,7.05,0.0
7,22.459,13.758
8,13.258,22.439
9,85.672,25.865
10,25.061,15.269
11,22.442,21.005
12,23.075,11.487
13,100.0,82.2
14,30.354,0.945
15,14.366,62.343
16,58.439,7.566
17,35.177,53.423
18,10.615,13.968
19,60.122,66.009
20,59.754,42.57
21,14.24,46.565
22,34.77,98.743
23,95.025,85.946
24,37.625,37.877
25,58.211,97.385
26,21.757,92.541
27,93.487,25.714
28,88.678,20.874
29,86.892,14.369
30,71.402,93.864
31,87.786,75.206
32,67.859,3.377
33,85.201,21.603
34,44.981,14.829
35,76.663,64.719
36,51.1,100.0
37,95.504,72.536
38,49.601,92.959
39,48.618,66.246
40,84.629,96.277
41,85.563,24.344
42,89.983,19.342
43,59.871,99.289
44,22.562,99.283
45,88.609,91.716
46,47.415,94.271
47,0.0,32.634
48,21.607,73.374
