index,weight,type,clientId
0,12.4,1,0
1,14.17,1,0
2,11.72,1,0
3,13.81,1,0
4,9.91,1,0
5,14.48,1,1
6,8.39,1,1
7,4.54,1,1
8,10.58,1,1
9,6.93,1,2
10,12.29,1,2
11,14.49,1,3
12,13.57,1,3
13,11.7,1,3
14,14.54,1,4
15,7.09,1,4
16,6.51,1,4
17,10.11,1,4
18,2.61,1,4
19,4.81,1,5
20,10.63,1,5
21,14.23,1,6
22,12.03,1,6
23,6.05,1,6
24,5.85,1,6
25,5.54,1,6
26,3.97,1,7
27,7.69,1,7
28,13.73,1,7
29,7.46,1,7
30,9.6,1,7
31,10.63,1,8
32,5.78,1,8
33,4.03,1,8
34,3.88,1,9
35,8.17,1,9
36,4.06,1,10
37,7.47,1,10
38,2.29,1,10
39,4.75,1,11
40,12.28,1,11
41,13.82,1,11
42,14.42,1,12
43,11.34,1,13
44,8.4,1,13
45,7.6,1,13
46,3.85,1,13
47,3.25,1,13
48,13.37,1,14
49,12.84,1,14
50,5.1,1,15
51,4.6,1,16
52,13.67,1,17
53,11.52,1,17
54,12.69,1,17
55,5.04,1,18
56,13.13,1,18
57,14.16,1,18
58,5.74,1,18
59,7.16,1,19
60,14.2,1,19
61,4.42,1,19
62,7.66,1,19
63,11.67,1,20
64,10.35,1,20
65,3.16,1,21
66,8.5,1,21
67,9.27,1,22
68,2.57,1,22
69,4.95,1,22
70,9.33,1,22
71,12.25,1,23
72,9.0,1,23
73,6.41,1,23
74,10.46,1,24
75,11.34,1,24
76,6.48,1,24
77,2.23,1,24
78,9.53,1,24
79,6.18,1,25
80,7.79,1,26
81,6.82,1,27
82,13.31,1,27
83,7.67,1,27
84,7.26,1,27
85,8.45,1,28
86,10.21,1,28
87,2.12,1,28
88,7.55,1,28
89,6.63,1,29
90,14.64,1,29
91,2.63,1,29
92,13.5,1,29
93,11.73,1,30
94,9.31,1,30
95,9.62,1,30
96,8.18,1,31
97,5.82,1,31
98,10.26,1,32
99,11.76,1,32
100,5.56,1,33
101,7.22,1,33
102,6.23,1,33
103,9.13,1,33
104,9.02,1,33
105,14.73,1,34
106,2.64,1,34
107,10.78,1,34
108,5.28,1,34
109,12.7,1,35
110,5.16,1,35
111,10.93,1,35
112,4.64,1,35
113,12.21,1,35
114,10.97,1,36
115,9.03,1,36
116,2.56,1,36
117,4.67,1,37
118,2.43,1,37
119,4.28,1,37
120,7.18,1,37
121,2.1,1,38
122,11.5,1,39
123,10.82,1,40
124,13.69,1,40
125,13.03,1,40
126,12.47,1,40
127,4.92,1,40
128,14.14,1,41
129,4.45,1,41
130,11.86,1,42
131,14.75,1,42
132,9.22,1,42
133,14.92,1,42
134,11.62,1,43
135,4.74,1,43
136,10.17,1,44
137,10.86,1,44
138,14.89,1,44
139,10.63,1,44
140,8.03,1,44
141,12.93,1,45
142,7.82,1,45
143,12.93,1,45
144,5.87,1,46
145,7.94,1,46
146,5.7,1,46
147,5.77,1,46
148,14.48,1,47
149,12.88,1,47
