index,weight,type,clientId
0,14.26,1,0
1,13.41,1,1
2,21.33,1,1
3,22.26,1,1
4,22.19,1,1
5,13.32,1,2
6,5.14,1,2
7,15.52,1,2
8,16.49,1,2
9,9.97,1,3
10,15.33,1,4
11,16.1,1,4
12,17.67,1,4
13,8.41,1,4
14,18.71,1,5
15,9.98,1,6
16,24.04,1,6
17,17.71,1,6
18,8.03,1,7
19,16.98,1,7
20,13.63,1,7
21,9.9,1,7
22,9.4,1,7
23,22.57,1,8
24,18.61,1,8
25,16.69,1,9
26,20.23,1,10
27,10.7,1,11
28,18.7,1,11
29,12.02,1,11
30,24.66,1,11
31,17.62,1,12
32,23.71,1,12
33,18.44,1,13
34,23.88,1,13
35,17.06,1,13
36,14.3,1,13
37,16.29,1,13
38,6.33,1,14
39,10.26,1,14
40,20.33,1,15
41,9.15,1,15
42,12.12,1,15
43,17.41,1,15
44,8.98,1,15
45,15.28,1,16
46,10.16,1,16
47,9.7,1,16
48,22.79,1,16
49,17.15,1,17
50,19.11,1,18
51,10.01,1,18
52,12.06,1,18
53,20.78,1,18
54,6.5,1,19
55,23.43,1,19
56,13.99,1,19
57,14.42,1,20
58,10.83,1,20
59,19.53,1,20
60,22.69,1,21
61,24.26,1,22
62,24.05,1,22
63,14.87,1,22
64,12.54,1,23
65,9.93,1,23
66,14.42,1,23
67,23.06,1,23
68,6.85,1,23
69,18.01,1,24
70,12.42,1,24
71,12.38,1,24
72,17.51,1,24
73,10.63,1,24
74,6.28,1,25
75,14.96,1,26
76,18.25,1,26
77,15.39,1,26
78,12.1,1,26
79,8.69,1,26
80,11.11,1,27
81,18.61,1,27
82,20.21,1,27
83,13.76,1,27
84,8.8,1,27
85,20.22,1,28
86,12.98,1,28
87,16.24,1,29
88,22.13,1,29
89,18.51,1,29
90,24.03,1,29
91,21.48,1,30
92,20.44,1,30
93,8.7,1,30
94,5.42,1,31
95,6.53,1,31
96,12.47,1,32
97,24.7,1,32
98,23.8,1,32
99,21.0,1,33
100,12.59,1,33
101,23.92,1,33
102,22.81,1,33
103,6.46,1,33
104,9.32,1,34
105,24.75,1,34
106,14.32,1,34
107,14.15,1,35
108,9.12,1,35
109,21.73,1,36
110,12.89,1,37
111,9.25,1,37
112,16.0,1,37
113,15.67,1,37
114,20.03,1,38
115,21.36,1,39
116,15.78,1,39
117,13.79,1,39
118,21.49,1,39
119,11.76,1,40
120,10.87,1,40
121,9.73,1,40
122,24.75,1,40
123,19.01,1,40
124,12.42,1,41
125,9.95,1,41
126,17.14,1,42
127,9.55,1,43
128,15.95,1,43
129,10.68,1,44
