index,x,y
0,97.67,28.051
1,50.305,40.713
2,87.342,12.455
3,97.116,26.122
4,86.542,13.046
5,93.193,100.0
6,84.36,15.843
7,95.872,24.892
8,1.482,3.363
9,49.647,41.783
10,94.735,20.839
11,92.214,98.947
12,99.521,25.346
13,87.489,13.964
14,50.283,38.734
15,97.48,24.143
16,13.144,3.952
17,3.082,4.001
18,94.238,98.185
19,95.395,26.839
20,95.114,27.888
21,51.539,39.181
22,93.969,24.013
23,13.596,3.186
24,91.698,11.934
25,51.928,37.739
26,87.686,9.879
27,3.493,8.154
28,3.919,4.78
29,85.94,12.198
30,1.828,7.72
31,48.71,38.98
32,16.317,5.313
33,15.76,2.424
34,2.188,3.766
35,97.374,27.525
36,10.791,2.483
37,48.145,35.973
38,96.565,21.615
39,3.431,5.458
40,95.028,94.808
41,0.34,4.616
42,3.943,7.725
43,95.424,99.479
44,15.31,4.746
45,89.38,12.401
46,50.462,39.186
47,5.397,6.887
48,50.459,36.377
49,94.276,25.091
50,88.097,10.407
51,0.667,4.565
52,92.135,15.128
53,13.534,2.279
54,98.837,24.593
55,3.151,3.295
56,4.364,5.131
57,95.373,97.367
58,97.278,24.46
59,95.974,95.751
60,3.218,7.579
61,49.555,43.125
62,86.719,9.909
63,88.203,13.356
64,95.12,24.976
65,93.474,99.137
66,14.674,1.228
67,97.776,24.137
68,14.481,3.622
69,96.565,22.707
70,48.996,41.757
71,99.098,23.706
72,51.094,42.936
73,0.751,9.146
74,16.991,2.253
75,14.056,3.417
76,97.206,25.268
77,97.081,25.923
78,97.342,28.665
79,50.874,37.58
80,93.874,96.59
81,3.647,8.272
82,15.416,4.332
83,2.037,6.929
84,86.328,16.2
85,96.531,28.09
86,97.326,25.144
87,92.591,23.76
88,95.489,96.666
89,87.655,14.948
90,2.889,3.226
91,93.571,99.343
92,48.552,38.995
93,85.245,12.054
94,5.481,7.729
95,49.272,42.16
96,50.928,36.128
97,86.336,11.92
98,87.363,11.91
99,89.554,15.445
100,94.09,24.926
101,88.97,12.683
102,97.84,23.63
103,94.597,96.554
104,95.008,95.51
105,49.622,40.681
106,1.076,3.859
107,86.776,9.573
108,86.338,10.877
109,50.49,42.274
110,50.948,41.404
111,99.441,24.409
112,95.031,99.241
113,96.806,23.347
114,91.796,96.649
115,97.857,26.306
116,89.356,9.263
117,93.117,99.038
118,49.216,40.814
119,2.93,8.896
120,94.368,96.758
121,93.246,93.537
122,13.083,2.61
123,17.083,4.987
124,15.858,4.489
125,95.481,98.871
126,14.523,2.748
127,98.505,96.399
128,95.426,25.402
129,95.186,95.455
130,16.288,6.925
131,13.026,3.681
132,95.13,99.901
133,95.671,24.198
134,96.08,98.461
135,97.14,25.378
136,84.196,9.849
137,91.526,94.125
138,89.753,13.073
139,96.734,27.392
140,14.354,0.233
141,92.59,98.3
142,96.215,97.324
143,92.996,96.419
144,89.961,11.242
145,48.662,37.678
146,95.968,93.547
147,97.088,27.18
148,88.145,12.686
149,52.415,38.35
150,3.114,9.213
151,93.31,97.155
152,4.6,5.98
153,51.823,38.85
154,5.29,5.612
155,87.791,11.408
156,13.694,0.0
157,18.287,1.598
158,87.764,12.226
159,49.972,39.527
160,88.066,13.358
161,91.509,23.056
162,45.831,36.228
163,85.787,10.375
164,12.943,7.116
165,3.287,2.854
166,95.483,93.362
167,90.079,11.915
168,94.058,95.305
169,2.64,7.234
170,94.746,99.517
171,3.338,2.947
172,3.678,7.38
173,91.299,95.622
174,96.081,97.065
175,96.136,24.985
176,86.867,13.912
177,49.33,38.294
178,87.533,10.858
179,49.246,38.522
180,12.925,2.06
