index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
1,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
2,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
3,1,25.0,1,22.5,1.1,20.0,10.0
4,1,25.0,1,22.5,1.1,20.0,10.0
5,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
6,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
7,1,25.0,1,22.5,1.1,20.0,10.0
8,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
9,1,25.0,0,23.75,1.1,20.0,20.0
10,1,25.0,2,23.75,1.1,20.0,10.0
11,1,25.0,1,22.5,1.1,20.0,10.0
12,1,25.0,3,21.25,1.1,20.0,10.0
13,1,25.0,0,23.75,1.1,20.0,20.0
14,1,25.0,0,23.75,1.1,20.0,20.0
15,1,25.0,0,23.75,1.1,20.0,20.0
16,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
17,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
18,1,25.0,0,23.75,1.1,20.0,20.0
19,1,25.0,4,22.5,1.1,20.0,10.0
20,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
21,1,25.0,2,23.75,1.1,20.0,10.0
22,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
23,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
24,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
25,1,25.0,4,22.5,1.1,20.0,10.0
26,1,25.0,0,23.75,1.1,20.0,20.0
27,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
28,1,25.0,1,22.5,1.1,20.0,10.0
29,1,25.0,0,23.75,1.1,20.0,20.0
30,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
31,1,25.0,1,22.5,1.1,20.0,10.0
32,1,25.0,0,23.75,1.1,20.0,20.0
33,1,25.0,1,22.5,1.1,20.0,10.0
34,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
35,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
36,1,25.0,1,22.5,1.1,20.0,10.0
37,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
38,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
39,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
40,1,25.0,2,23.75,1.1,20.0,10.0
41,1,25.0,4,22.5,1.1,20.0,10.0
42,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
43,1,25.0,4,22.5,1.1,20.0,10.0
44,1,25.0,0,23.75,1.1,20.0,20.0
45,1,25.0,1,22.5,1.1,20.0,10.0
46,1,25.0,4,22.5,1.1,20.0,10.0
47,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
48,1,25.0,0,23.75,1.1,20.0,20.0
49,1,25.0,4,22.5,1.1,20.0,10.0
50,1,25.0,0,23.75,1.1,20.0,20.0
51,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
52,1,25.0,0,23.75,1.1,20.0,20.0
53,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
54,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
55,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
56,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
57,1,25.0,0,23.75,1.1,20.0,20.0
58,1,25.0,1,22.5,1.1,20.0,10.0
59,1,25.0,2,23.75,1.1,20.0,10.0
60,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
61,1,25.0,0,23.75,1.1,20.0,20.0
62,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
63,1,25.0,1,22.5,1.1,20.0,10.0
64,1,25.0,2,23.75,1.1,20.0,10.0
65,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
66,1,25.0,2,23.75,1.1,20.0,10.0
67,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
68,1,25.0,1,22.5,1.1,20.0,10.0
69,1,25.0,0,23.75,1.1,20.0,20.0
70,1,25.0,0,23.75,1.1,20.0,20.0
71,1,25.0,0,23.75,1.1,20.0,20.0
72,1,25.0,1,22.5,1.1,20.0,10.0
73,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
74,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
75,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
76,1,25.0,0,23.75,1.1,20.0,20.0
77,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
78,1,25.0,0,23.75,1.1,20.0,20.0
79,1,25.0,2,23.75,1.1,20.0,10.0
80,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
81,1,25.0,0,23.75,1.1,20.0,20.0
82,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
83,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
84,1,25.0,1,22.5,1.1,20.0,10.0
85,1,25.0,4,22.5,1.1,20.0,10.0
86,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
87,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
88,1,25.0,0,23.75,1.1,20.0,20.0
89,2,25.0,3,21.25,1.2100000000000002,20.0,10.0
90,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
91,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
92,1,25.0,0,23.75,1.1,20.0,20.0
93,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
94,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
95,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
96,1,25.0,3,21.25,1.1,20.0,10.0
97,1,25.0,4,22.5,1.1,20.0,10.0
98,1,25.0,3,21.25,1.1,20.0,10.0
99,1,25.0,4,22.5,1.1,20.0,10.0
100,1,25.0,1,22.5,1.1,20.0,10.0
101,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
102,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
103,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
104,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
105,1,25.0,2,23.75,1.1,20.0,10.0
106,1,25.0,4,22.5,1.1,20.0,10.0
107,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
108,1,25.0,1,22.5,1.1,20.0,10.0
109,1,25.0,1,22.5,1.1,20.0,10.0
110,1,25.0,2,23.75,1.1,20.0,10.0
111,1,25.0,0,23.75,1.1,20.0,20.0
112,1,25.0,1,22.5,1.1,20.0,10.0
113,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
114,1,25.0,4,22.5,1.1,20.0,10.0
115,1,25.0,0,23.75,1.1,20.0,20.0
116,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
117,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
118,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
119,1,25.0,1,22.5,1.1,20.0,10.0
120,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
121,1,25.0,4,22.5,1.1,20.0,10.0
122,1,25.0,4,22.5,1.1,20.0,10.0
123,1,25.0,0,23.75,1.1,20.0,20.0
124,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
125,2,25.0,3,21.25,1.2100000000000002,20.0,10.0
126,1,25.0,0,23.75,1.1,20.0,20.0
127,1,25.0,4,22.5,1.1,20.0,10.0
128,1,25.0,4,22.5,1.1,20.0,10.0
129,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
130,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
131,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
132,1,25.0,0,23.75,1.1,20.0,20.0
133,1,25.0,1,22.5,1.1,20.0,10.0
134,2,25.0,3,21.25,1.2100000000000002,20.0,10.0
135,1,25.0,0,23.75,1.1,20.0,20.0
136,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
137,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
138,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
139,1,25.0,1,22.5,1.1,20.0,10.0
140,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
141,1,25.0,4,22.5,1.1,20.0,10.0
142,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
143,1,25.0,4,22.5,1.1,20.0,10.0
144,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
145,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
146,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
147,1,25.0,4,22.5,1.1,20.0,10.0
148,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
149,1,25.0,2,23.75,1.1,20.0,10.0
150,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
151,1,25.0,2,23.75,1.1,20.0,10.0
152,1,25.0,0,23.75,1.1,20.0,20.0
153,1,25.0,0,23.75,1.1,20.0,20.0
154,1,25.0,1,22.5,1.1,20.0,10.0
155,1,25.0,0,23.75,1.1,20.0,20.0
156,1,25.0,0,23.75,1.1,20.0,20.0
157,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
158,2,25.0,4,22.5,1.2100000000000002,20.0,10.0
159,1,25.0,1,22.5,1.1,20.0,10.0
160,1,25.0,1,22.5,1.1,20.0,10.0
161,1,25.0,1,22.5,1.1,20.0,10.0
162,1,25.0,2,23.75,1.1,20.0,10.0
163,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
164,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
165,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
166,1,25.0,0,23.75,1.1,20.0,20.0
167,1,25.0,4,22.5,1.1,20.0,10.0
168,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
169,1,25.0,1,22.5,1.1,20.0,10.0
170,1,25.0,0,23.75,1.1,20.0,20.0
171,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
172,2,25.0,1,22.5,1.2100000000000002,20.0,10.0
173,1,25.0,1,22.5,1.1,20.0,10.0
174,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
175,1,25.0,0,23.75,1.1,20.0,20.0
176,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
177,1,25.0,1,22.5,1.1,20.0,10.0
178,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
179,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
180,2,25.0,2,23.75,1.2100000000000002,20.0,10.0
181,1,25.0,1,22.5,1.1,20.0,10.0
182,1,25.0,2,23.75,1.1,20.0,10.0
183,1,25.0,3,21.25,1.1,20.0,10.0
184,1,25.0,3,21.25,1.1,20.0,10.0
185,2,25.0,0,23.75,1.2100000000000002,20.0,20.0
186,1,25.0,2,23.75,1.1,20.0,10.0
