index,x,y
0,15.932,93.498
1,61.63,76.328
2,5.114,2.216
3,18.051,96.896
4,55.277,1.269
5,74.753,14.144
6,60.306,77.767
7,11.895,93.612
8,72.513,19.077
9,77.318,16.075
10,71.461,17.518
11,96.863,47.361
12,74.283,15.201
13,4.066,2.713
14,99.913,49.281
15,16.147,97.349
16,55.93,3.802
17,6.635,1.99
18,3.04,4.944
19,5.674,5.006
20,95.622,51.871
21,75.687,13.681
22,7.747,1.955
23,59.622,78.027
24,58.226,78.758
25,55.492,3.31
26,54.367,2.393
27,19.052,95.674
28,63.546,76.191
29,75.678,15.107
30,15.703,97.793
31,3.572,3.065
32,94.861,48.012
33,3.834,1.788
34,5.897,2.406
35,8.088,3.751
36,9.751,4.862
37,53.892,1.394
38,17.362,96.787
39,14.607,96.895
40,15.532,97.167
41,7.894,4.534
42,4.76,3.625
43,95.837,49.362
44,6.121,5.398
45,96.906,44.71
46,72.916,17.304
47,58.159,79.606
48,98.139,44.623
49,12.574,95.436
50,72.78,17.227
51,5.591,4.363
52,15.323,96.535
53,52.988,4.048
54,52.18,3.914
55,15.023,93.499
56,7.666,2.594
57,64.458,78.056
58,94.725,48.863
59,15.668,96.819
60,59.276,76.794
61,15.332,96.086
62,5.048,4.255
63,6.606,1.431
64,99.24,51.552
65,6.054,1.183
66,52.046,3.565
67,60.752,75.91
68,97.705,49.524
69,52.789,5.55
70,76.498,16.498
71,15.388,93.905
72,99.315,48.22
73,74.912,14.845
74,4.218,3.509
75,5.221,5.371
76,6.827,3.964
77,51.04,2.91
78,2.808,5.43
79,61.81,76.829
80,53.014,4.294
81,72.939,18.492
82,96.124,49.155
83,16.263,95.468
84,19.039,97.799
85,73.484,15.463
86,97.777,49.548
87,74.763,17.873
88,6.425,5.394
89,97.268,47.314
90,4.104,2.001
91,74.829,16.56
92,99.927,46.341
93,97.791,48.057
94,63.314,77.915
95,15.827,97.102
96,15.186,96.84
97,52.211,1.687
98,54.556,5.806
99,57.746,77.257
100,18.151,96.309
101,13.449,95.55
102,61.745,79.404
103,14.162,96.123
104,99.088,47.56
105,75.328,13.001
106,57.961,79.731
107,96.301,48.838
108,98.445,48.457
109,5.608,2.244
110,51.808,3.858
111,14.005,96.091
112,75.027,16.693
113,54.804,2.599
114,7.177,3.717
115,60.075,77.855
116,97.181,47.202
117,74.645,16.691
118,75.685,16.383
119,16.121,97.466
120,53.241,3.551
121,13.788,95.991
122,57.05,77.426
123,3.851,4.643
124,74.887,18.288
125,60.885,74.227
126,95.145,50.933
127,2.453,1.926
128,70.75,17.024
129,59.8,78.106
130,93.728,47.571
131,59.183,77.534
132,61.048,79.711
133,48.542,4.644
134,3.35,4.098
135,73.76,15.23
136,8.804,1.68
137,73.98,15.172
138,97.699,48.305
139,74.668,17.507
140,50.986,4.784
141,71.654,15.56
142,97.171,47.522
143,6.797,4.486
144,51.977,3.483
145,13.855,91.773
146,61.699,77.771
147,74.13,19.294
148,4.486,5.205
149,54.684,2.956
150,9.099,2.451
151,62.126,79.669
152,17.749,97.622
153,72.814,15.87
154,52.937,5.285
155,7.607,4.885
156,72.438,15.541
157,1.807,1.75
158,98.261,45.47
159,59.899,78.18
160,11.68,96.417
161,57.54,78.815
162,13.483,96.247
163,72.827,15.689
164,52.032,5.301
165,16.403,93.933
166,95.987,46.671
167,5.743,6.559
168,96.723,49.668
169,57.936,77.103
170,3.671,3.478
171,7.561,1.995
172,52.695,4.85
173,4.604,3.748
174,55.581,4.609
175,56.02,3.46
176,70.722,13.853
177,55.184,4.161
178,58.586,79.273
179,60.603,79.309
180,16.294,97.26
181,62.462,76.868
182,73.972,16.188
183,14.782,96.673
184,55.544,4.248
185,73.453,17.808
186,70.282,18.451
187,15.688,94.668
188,75.797,17.69
189,5.941,2.981
190,13.716,96.789
191,72.312,18.452
192,2.952,6.326
193,95.183,49.222
194,53.261,3.431
195,5.344,6.518
196,59.875,76.382
197,71.707,14.806
198,51.992,1.668
199,15.141,94.942
200,72.157,15.645
201,99.696,47.351
202,94.329,48.733
203,97.473,50.241
204,99.365,49.991
205,95.702,48.503
206,16.889,94.63
207,97.029,49.704
208,61.81,73.137
209,74.238,16.745
210,15.814,93.994
211,14.716,94.73
212,4.994,3.497
213,98.338,49.86
214,12.855,96.229
215,97.972,49.699
216,5.515,3.476
217,14.214,93.469
218,53.662,5.379
219,15.441,98.133
220,3.28,4.535
221,15.469,97.25
222,14.593,95.429
223,60.857,75.853
224,53.666,4.223
225,76.242,15.874
226,53.012,3.628
227,71.675,16.722
228,14.666,94.515
229,15.766,97.254
230,15.374,98.152
231,94.993,49.073
232,13.532,94.12
233,52.191,2.776
234,53.821,2.716
235,53.492,4.686
236,76.673,17.181
237,59.387,78.174
238,54.34,4.954
239,15.015,96.496
240,8.242,6.353
241,97.144,49.554
242,96.519,48.935
243,95.524,46.794
244,7.171,4.478
245,73.378,14.912
246,55.659,3.27
247,4.347,4.503
248,58.797,77.416
249,4.797,0.248
250,55.205,1.678
251,51.567,2.398
252,13.571,94.684
253,4.324,4.044
254,4.52,4.437
255,95.882,46.556
256,71.182,17.119
257,57.784,77.838
258,60.522,76.369
259,58.295,77.288
260,13.892,99.719
261,75.289,17.154
262,55.913,1.39
263,54.642,4.577
264,14.47,94.249
265,61.461,79.781
266,0.0,1.933
267,5.293,5.25
268,54.719,4.038
269,6.93,5.473
270,71.628,16.846
271,95.12,48.066
272,95.741,48.577
273,58.965,79.168
274,96.869,48.432
275,52.048,3.037
276,60.497,76.221
277,17.419,95.321
278,62.024,75.906
279,8.765,5.536
280,97.763,47.593
281,99.818,47.447
282,70.791,17.097
283,50.868,5.786
284,14.873,95.979
285,16.618,95.864
286,98.352,49.087
287,72.64,16.758
288,95.673,47.87
289,98.645,47.323
290,5.773,1.695
291,60.893,76.968
292,59.324,78.854
293,14.31,95.877
294,72.113,15.456
295,96.855,48.922
296,96.859,46.633
297,3.391,4.886
298,98.288,46.794
299,62.408,78.617
300,57.222,3.555
301,53.547,3.461
302,97.394,47.319
303,60.614,78.316
304,61.652,78.25
305,16.167,97.121
306,75.244,17.096
307,59.501,79.911
308,5.118,3.573
309,97.062,49.043
310,61.954,78.307
311,51.206,1.09
312,73.628,16.43
313,4.684,3.843
314,54.196,2.413
315,54.989,3.955
316,16.809,95.394
317,59.92,77.204
318,97.082,44.947
319,74.949,17.651
320,96.048,46.081
321,72.758,18.671
322,53.655,2.019
323,76.03,14.83
324,4.576,2.891
325,71.759,17.18
326,4.047,3.803
327,54.289,4.964
