index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,1,23.75,1.21,20.0,20.0
1,1,25.0,0,22.5,1.1,20.0,20.0
2,2,25.0,0,22.5,1.21,20.0,20.0
3,2,25.0,4,22.5,1.21,20.0,10.0
4,1,25.0,4,22.5,1.1,20.0,10.0
5,2,25.0,4,22.5,1.21,20.0,10.0
6,2,25.0,3,21.25,1.21,20.0,20.0
7,2,25.0,0,22.5,1.21,20.0,20.0
8,2,25.0,0,22.5,1.21,20.0,20.0
9,1,25.0,3,21.25,1.1,20.0,20.0
10,2,25.0,0,22.5,1.21,20.0,20.0
11,1,25.0,3,21.25,1.1,20.0,20.0
12,2,25.0,0,22.5,1.21,20.0,20.0
13,2,25.0,3,21.25,1.21,20.0,20.0
14,2,25.0,0,22.5,1.21,20.0,20.0
15,2,25.0,0,22.5,1.21,20.0,20.0
16,2,25.0,1,23.75,1.21,20.0,20.0
17,1,25.0,1,23.75,1.1,20.0,20.0
18,1,25.0,1,23.75,1.1,20.0,20.0
19,2,25.0,3,21.25,1.21,20.0,20.0
20,1,25.0,0,22.5,1.1,20.0,20.0
21,2,25.0,0,22.5,1.21,20.0,20.0
22,1,25.0,4,22.5,1.1,20.0,10.0
23,2,25.0,4,22.5,1.21,20.0,10.0
24,2,25.0,3,21.25,1.21,20.0,20.0
25,2,25.0,1,23.75,1.21,20.0,20.0
26,2,25.0,0,22.5,1.21,20.0,20.0
27,1,25.0,0,22.5,1.1,20.0,20.0
28,2,25.0,1,23.75,1.21,20.0,20.0
29,1,25.0,1,23.75,1.1,20.0,20.0
30,2,25.0,0,22.5,1.21,20.0,20.0
31,1,25.0,3,21.25,1.1,20.0,20.0
32,2,25.0,3,21.25,1.21,20.0,20.0
33,1,25.0,0,22.5,1.1,20.0,20.0
34,2,25.0,0,22.5,1.21,20.0,20.0
35,1,25.0,0,22.5,1.1,20.0,20.0
36,1,25.0,4,22.5,1.1,20.0,10.0
37,2,25.0,3,21.25,1.21,20.0,20.0
38,2,25.0,2,21.25,1.21,20.0,10.0
39,2,25.0,2,21.25,1.21,20.0,10.0
40,2,25.0,2,21.25,1.21,20.0,10.0
41,1,25.0,2,21.25,1.1,20.0,10.0
42,2,25.0,2,21.25,1.21,20.0,10.0
43,2,25.0,3,21.25,1.21,20.0,20.0
44,2,25.0,2,21.25,1.21,20.0,10.0
45,2,25.0,3,21.25,1.21,20.0,20.0
46,2,25.0,0,22.5,1.21,20.0,20.0
47,1,25.0,2,21.25,1.1,20.0,10.0
48,2,25.0,2,21.25,1.21,20.0,10.0
49,1,25.0,0,22.5,1.1,20.0,20.0
50,2,25.0,0,22.5,1.21,20.0,20.0
51,2,25.0,3,21.25,1.21,20.0,20.0
52,1,25.0,1,23.75,1.1,20.0,20.0
53,2,25.0,1,23.75,1.21,20.0,20.0
54,2,25.0,2,21.25,1.21,20.0,10.0
55,2,25.0,2,21.25,1.21,20.0,10.0
56,2,25.0,0,22.5,1.21,20.0,20.0
57,2,25.0,1,23.75,1.21,20.0,20.0
58,1,25.0,3,21.25,1.1,20.0,20.0
59,1,25.0,3,21.25,1.1,20.0,20.0
60,1,25.0,4,22.5,1.1,20.0,10.0
61,2,25.0,0,22.5,1.21,20.0,20.0
62,1,25.0,3,21.25,1.1,20.0,20.0
63,1,25.0,0,22.5,1.1,20.0,20.0
64,2,25.0,0,22.5,1.21,20.0,20.0
65,2,25.0,2,21.25,1.21,20.0,10.0
66,2,25.0,1,23.75,1.21,20.0,20.0
