index,x,y
0,94.547,50.804
1,99.666,88.448
2,24.833,54.307
3,90.907,0.0
4,89.743,2.528
5,92.08,65.324
6,62.516,49.066
7,0.0,37.615
8,47.601,98.9
9,100.0,87.01
10,47.622,99.542
11,23.491,55.271
12,91.743,51.391
13,45.635,100.0
14,90.461,54.795
15,62.531,45.894
16,25.261,34.688
17,85.97,58.823
18,95.981,62.537
19,89.083,2.398
20,99.015,88.842
21,4.65,33.998
22,90.904,58.332
23,27.373,38.198
24,26.229,36.815
25,26.445,53.193
26,2.669,34.758
27,63.492,45.842
28,0.3,39.057
29,4.987,38.572
30,94.755,65.285
31,95.494,48.498
