index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,4,22.5,1.21,50.0,20.0
1,1,25.0,0,21.25,1.1,50.0,20.0
2,1,25.0,1,22.5,1.1,50.0,10.0
3,2,25.0,2,21.25,1.21,50.0,10.0
4,2,25.0,4,22.5,1.21,50.0,20.0
5,2,25.0,4,22.5,1.21,50.0,20.0
6,1,25.0,0,21.25,1.1,50.0,20.0
7,2,25.0,1,22.5,1.21,50.0,10.0
8,2,25.0,0,21.25,1.21,50.0,20.0
9,2,25.0,2,21.25,1.21,50.0,10.0
10,2,25.0,2,21.25,1.21,50.0,10.0
11,1,25.0,0,21.25,1.1,50.0,20.0
12,2,25.0,2,21.25,1.21,50.0,10.0
13,2,25.0,0,21.25,1.21,50.0,20.0
14,2,25.0,2,21.25,1.21,50.0,10.0
15,1,25.0,2,21.25,1.1,50.0,10.0
16,2,25.0,2,21.25,1.21,50.0,10.0
17,2,25.0,2,21.25,1.21,50.0,10.0
18,1,25.0,0,21.25,1.1,50.0,20.0
19,1,25.0,2,21.25,1.1,50.0,10.0
20,1,25.0,1,22.5,1.1,50.0,10.0
21,1,25.0,0,21.25,1.1,50.0,20.0
22,1,25.0,3,23.75,1.1,50.0,20.0
23,1,25.0,0,21.25,1.1,50.0,20.0
24,2,25.0,0,21.25,1.21,50.0,20.0
25,2,25.0,0,21.25,1.21,50.0,20.0
26,2,25.0,2,21.25,1.21,50.0,10.0
27,1,25.0,1,22.5,1.1,50.0,10.0
28,2,25.0,1,22.5,1.21,50.0,10.0
29,1,25.0,4,22.5,1.1,50.0,20.0
30,1,25.0,2,21.25,1.1,50.0,10.0
31,1,25.0,4,22.5,1.1,50.0,20.0
32,2,25.0,3,23.75,1.21,50.0,20.0
33,2,25.0,2,21.25,1.21,50.0,10.0
34,2,25.0,1,22.5,1.21,50.0,10.0
35,2,25.0,0,21.25,1.21,50.0,20.0
36,1,25.0,0,21.25,1.1,50.0,20.0
37,2,25.0,4,22.5,1.21,50.0,20.0
38,1,25.0,2,21.25,1.1,50.0,10.0
39,1,25.0,0,21.25,1.1,50.0,20.0
40,2,25.0,4,22.5,1.21,50.0,20.0
41,1,25.0,3,23.75,1.1,50.0,20.0
42,1,25.0,0,21.25,1.1,50.0,20.0
43,2,25.0,4,22.5,1.21,50.0,20.0
44,1,25.0,4,22.5,1.1,50.0,20.0
45,1,25.0,4,22.5,1.1,50.0,20.0
46,1,25.0,1,22.5,1.1,50.0,10.0
47,1,25.0,3,23.75,1.1,50.0,20.0
48,2,25.0,4,22.5,1.21,50.0,20.0
49,2,25.0,0,21.25,1.21,50.0,20.0
50,2,25.0,0,21.25,1.21,50.0,20.0
51,2,25.0,1,22.5,1.21,50.0,10.0
52,2,25.0,1,22.5,1.21,50.0,10.0
53,1,25.0,4,22.5,1.1,50.0,20.0
54,2,25.0,0,21.25,1.21,50.0,20.0
55,1,25.0,0,21.25,1.1,50.0,20.0
56,2,25.0,4,22.5,1.21,50.0,20.0
57,1,25.0,0,21.25,1.1,50.0,20.0
58,2,25.0,3,23.75,1.21,50.0,20.0
59,1,25.0,3,23.75,1.1,50.0,20.0
60,2,25.0,0,21.25,1.21,50.0,20.0
61,1,25.0,0,21.25,1.1,50.0,20.0
62,1,25.0,0,21.25,1.1,50.0,20.0
63,1,25.0,0,21.25,1.1,50.0,20.0
64,2,25.0,3,23.75,1.21,50.0,20.0
65,2,25.0,0,21.25,1.21,50.0,20.0
66,2,25.0,4,22.5,1.21,50.0,20.0
67,2,25.0,2,21.25,1.21,50.0,10.0
68,1,25.0,0,21.25,1.1,50.0,20.0
69,1,25.0,0,21.25,1.1,50.0,20.0
70,1,25.0,0,21.25,1.1,50.0,20.0
71,1,25.0,0,21.25,1.1,50.0,20.0
72,2,25.0,0,21.25,1.21,50.0,20.0
73,2,25.0,0,21.25,1.21,50.0,20.0
74,1,25.0,2,21.25,1.1,50.0,10.0
75,2,25.0,4,22.5,1.21,50.0,20.0
76,1,25.0,2,21.25,1.1,50.0,10.0
77,2,25.0,1,22.5,1.21,50.0,10.0
78,1,25.0,4,22.5,1.1,50.0,20.0
79,2,25.0,1,22.5,1.21,50.0,10.0
80,2,25.0,0,21.25,1.21,50.0,20.0
