index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,4,21.25,1.1,50.0,10.0
1,2,25.0,3,21.25,1.21,50.0,10.0
2,1,25.0,2,22.5,1.1,50.0,10.0
3,2,25.0,1,23.75,1.21,50.0,20.0
4,1,25.0,2,22.5,1.1,50.0,10.0
5,1,25.0,0,23.75,1.1,50.0,20.0
6,1,25.0,0,23.75,1.1,50.0,20.0
7,1,25.0,4,21.25,1.1,50.0,10.0
8,1,25.0,4,21.25,1.1,50.0,10.0
9,2,25.0,4,21.25,1.21,50.0,10.0
10,1,25.0,2,22.5,1.1,50.0,10.0
11,1,25.0,1,23.75,1.1,50.0,20.0
12,1,25.0,4,21.25,1.1,50.0,10.0
13,1,25.0,0,23.75,1.1,50.0,20.0
14,2,25.0,4,21.25,1.21,50.0,10.0
15,1,25.0,0,23.75,1.1,50.0,20.0
16,1,25.0,0,23.75,1.1,50.0,20.0
17,2,25.0,3,21.25,1.21,50.0,10.0
18,2,25.0,0,23.75,1.21,50.0,20.0
19,2,25.0,1,23.75,1.21,50.0,20.0
20,2,25.0,0,23.75,1.21,50.0,20.0
21,1,25.0,4,21.25,1.1,50.0,10.0
22,2,25.0,0,23.75,1.21,50.0,20.0
23,2,25.0,0,23.75,1.21,50.0,20.0
24,2,25.0,2,22.5,1.21,50.0,10.0
25,2,25.0,2,22.5,1.21,50.0,10.0
26,1,25.0,0,23.75,1.1,50.0,20.0
27,2,25.0,2,22.5,1.21,50.0,10.0
28,1,25.0,0,23.75,1.1,50.0,20.0
29,1,25.0,4,21.25,1.1,50.0,10.0
30,1,25.0,0,23.75,1.1,50.0,20.0
31,2,25.0,3,21.25,1.21,50.0,10.0
32,1,25.0,4,21.25,1.1,50.0,10.0
33,2,25.0,2,22.5,1.21,50.0,10.0
34,2,25.0,0,23.75,1.21,50.0,20.0
35,1,25.0,3,21.25,1.1,50.0,10.0
36,2,25.0,1,23.75,1.21,50.0,20.0
37,1,25.0,0,23.75,1.1,50.0,20.0
38,1,25.0,0,23.75,1.1,50.0,20.0
39,1,25.0,1,23.75,1.1,50.0,20.0
40,2,25.0,2,22.5,1.21,50.0,10.0
41,1,25.0,4,21.25,1.1,50.0,10.0
42,1,25.0,3,21.25,1.1,50.0,10.0
43,1,25.0,2,22.5,1.1,50.0,10.0
44,1,25.0,2,22.5,1.1,50.0,10.0
45,2,25.0,2,22.5,1.21,50.0,10.0
46,2,25.0,0,23.75,1.21,50.0,20.0
47,1,25.0,0,23.75,1.1,50.0,20.0
48,2,25.0,0,23.75,1.21,50.0,20.0
49,1,25.0,4,21.25,1.1,50.0,10.0
50,1,25.0,0,23.75,1.1,50.0,20.0
51,2,25.0,1,23.75,1.21,50.0,20.0
52,1,25.0,3,21.25,1.1,50.0,10.0
53,1,25.0,3,21.25,1.1,50.0,10.0
54,1,25.0,3,21.25,1.1,50.0,10.0
55,1,25.0,0,23.75,1.1,50.0,20.0
56,1,25.0,3,21.25,1.1,50.0,10.0
57,1,25.0,0,23.75,1.1,50.0,20.0
58,1,25.0,1,23.75,1.1,50.0,20.0
59,1,25.0,1,23.75,1.1,50.0,20.0
60,2,25.0,0,23.75,1.21,50.0,20.0
61,2,25.0,4,21.25,1.21,50.0,10.0
62,1,25.0,2,22.5,1.1,50.0,10.0
63,1,25.0,3,21.25,1.1,50.0,10.0
64,2,25.0,3,21.25,1.21,50.0,10.0
65,2,25.0,4,21.25,1.21,50.0,10.0
66,1,25.0,2,22.5,1.1,50.0,10.0
67,2,25.0,4,21.25,1.21,50.0,10.0
68,1,25.0,2,22.5,1.1,50.0,10.0
69,1,25.0,4,21.25,1.1,50.0,10.0
70,1,25.0,4,21.25,1.1,50.0,10.0
71,1,25.0,4,21.25,1.1,50.0,10.0
72,1,25.0,4,21.25,1.1,50.0,10.0
73,2,25.0,0,23.75,1.21,50.0,20.0
74,1,25.0,1,23.75,1.1,50.0,20.0
75,2,25.0,1,23.75,1.21,50.0,20.0
