index,x,y
0,36.084,73.871
1,79.885,9.908
2,78.568,78.103
3,19.819,44.558
4,75.48,79.47
5,98.731,31.258
6,17.293,1.007
7,0.876,20.262
8,64.921,52.406
9,54.594,12.678
10,24.282,73.702
11,33.362,71.895
12,43.164,13.109
13,44.972,40.033
14,76.371,60.592
15,3.758,98.294
16,28.399,88.024
17,31.671,12.934
18,11.027,64.895
19,25.885,36.506
20,24.204,49.561
21,82.377,85.106
22,95.082,9.993
23,3.468,12.263
24,21.447,76.153
25,38.928,58.39
26,16.381,25.486
27,5.289,39.28
28,97.284,89.7
29,64.563,80.712
30,16.869,19.672
31,90.106,22.49
32,70.106,53.124
