index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,0,23.75,1.1,20.0,20.0
1,1,25.0,3,23.75,1.1,20.0,10.0
2,2,25.0,4,22.5,1.21,20.0,10.0
3,2,25.0,4,22.5,1.21,20.0,10.0
4,1,25.0,4,22.5,1.1,20.0,10.0
5,2,25.0,3,23.75,1.21,20.0,10.0
6,1,25.0,0,23.75,1.1,20.0,20.0
7,1,25.0,0,23.75,1.1,20.0,20.0
8,1,25.0,2,21.25,1.1,20.0,10.0
9,2,25.0,3,23.75,1.21,20.0,10.0
10,2,25.0,2,21.25,1.21,20.0,10.0
11,2,25.0,2,21.25,1.21,20.0,10.0
12,1,25.0,0,23.75,1.1,20.0,20.0
13,2,25.0,2,21.25,1.21,20.0,10.0
14,2,25.0,0,23.75,1.21,20.0,20.0
15,2,25.0,0,23.75,1.21,20.0,20.0
16,2,25.0,3,23.75,1.21,20.0,10.0
17,1,25.0,3,23.75,1.1,20.0,10.0
18,1,25.0,0,23.75,1.1,20.0,20.0
19,2,25.0,3,23.75,1.21,20.0,10.0
20,1,25.0,3,23.75,1.1,20.0,10.0
21,2,25.0,2,21.25,1.21,20.0,10.0
22,2,25.0,3,23.75,1.21,20.0,10.0
23,2,25.0,3,23.75,1.21,20.0,10.0
24,2,25.0,3,23.75,1.21,20.0,10.0
25,1,25.0,3,23.75,1.1,20.0,10.0
26,2,25.0,0,23.75,1.21,20.0,20.0
27,2,25.0,2,21.25,1.21,20.0,10.0
28,1,25.0,3,23.75,1.1,20.0,10.0
29,1,25.0,2,21.25,1.1,20.0,10.0
30,2,25.0,3,23.75,1.21,20.0,10.0
31,1,25.0,2,21.25,1.1,20.0,10.0
32,2,25.0,4,22.5,1.21,20.0,10.0
33,1,25.0,3,23.75,1.1,20.0,10.0
34,2,25.0,0,23.75,1.21,20.0,20.0
35,2,25.0,0,23.75,1.21,20.0,20.0
36,1,25.0,2,21.25,1.1,20.0,10.0
37,2,25.0,2,21.25,1.21,20.0,10.0
38,1,25.0,0,23.75,1.1,20.0,20.0
39,2,25.0,0,23.75,1.21,20.0,20.0
40,2,25.0,0,23.75,1.21,20.0,20.0
41,1,25.0,2,21.25,1.1,20.0,10.0
42,2,25.0,0,23.75,1.21,20.0,20.0
43,2,25.0,0,23.75,1.21,20.0,20.0
44,1,25.0,3,23.75,1.1,20.0,10.0
45,2,25.0,2,21.25,1.21,20.0,10.0
46,1,25.0,0,23.75,1.1,20.0,20.0
47,1,25.0,2,21.25,1.1,20.0,10.0
48,1,25.0,3,23.75,1.1,20.0,10.0
49,1,25.0,2,21.25,1.1,20.0,10.0
50,2,25.0,0,23.75,1.21,20.0,20.0
51,1,25.0,1,22.5,1.1,20.0,10.0
52,2,25.0,0,23.75,1.21,20.0,20.0
53,1,25.0,4,22.5,1.1,20.0,10.0
54,1,25.0,2,21.25,1.1,20.0,10.0
55,1,25.0,2,21.25,1.1,20.0,10.0
56,1,25.0,2,21.25,1.1,20.0,10.0
57,1,25.0,3,23.75,1.1,20.0,10.0
58,1,25.0,2,21.25,1.1,20.0,10.0
59,1,25.0,0,23.75,1.1,20.0,20.0
60,1,25.0,3,23.75,1.1,20.0,10.0
61,2,25.0,2,21.25,1.21,20.0,10.0
62,2,25.0,0,23.75,1.21,20.0,20.0
63,1,25.0,0,23.75,1.1,20.0,20.0
64,2,25.0,3,23.75,1.21,20.0,10.0
65,1,25.0,3,23.75,1.1,20.0,10.0
66,2,25.0,0,23.75,1.21,20.0,20.0
67,2,25.0,2,21.25,1.21,20.0,10.0
68,1,25.0,4,22.5,1.1,20.0,10.0
69,1,25.0,4,22.5,1.1,20.0,10.0
70,1,25.0,4,22.5,1.1,20.0,10.0
71,2,25.0,2,21.25,1.21,20.0,10.0
72,2,25.0,2,21.25,1.21,20.0,10.0
73,2,25.0,0,23.75,1.21,20.0,20.0
74,2,25.0,3,23.75,1.21,20.0,10.0
75,1,25.0,0,23.75,1.1,20.0,20.0
76,1,25.0,2,21.25,1.1,20.0,10.0
77,1,25.0,3,23.75,1.1,20.0,10.0
78,2,25.0,4,22.5,1.21,20.0,10.0
79,1,25.0,3,23.75,1.1,20.0,10.0
80,1,25.0,3,23.75,1.1,20.0,10.0
81,1,25.0,0,23.75,1.1,20.0,20.0
82,1,25.0,0,23.75,1.1,20.0,20.0
83,2,25.0,0,23.75,1.21,20.0,20.0
84,2,25.0,0,23.75,1.21,20.0,20.0
85,2,25.0,0,23.75,1.21,20.0,20.0
86,1,25.0,0,23.75,1.1,20.0,20.0
87,2,25.0,2,21.25,1.21,20.0,10.0
88,2,25.0,0,23.75,1.21,20.0,20.0
89,1,25.0,4,22.5,1.1,20.0,10.0
90,1,25.0,1,22.5,1.1,20.0,10.0
91,1,25.0,0,23.75,1.1,20.0,20.0
92,1,25.0,0,23.75,1.1,20.0,20.0
93,1,25.0,3,23.75,1.1,20.0,10.0
94,1,25.0,0,23.75,1.1,20.0,20.0
95,1,25.0,0,23.75,1.1,20.0,20.0
96,1,25.0,3,23.75,1.1,20.0,10.0
97,2,25.0,0,23.75,1.21,20.0,20.0
98,2,25.0,4,22.5,1.21,20.0,10.0
99,1,25.0,4,22.5,1.1,20.0,10.0
100,2,25.0,4,22.5,1.21,20.0,10.0
101,1,25.0,3,23.75,1.1,20.0,10.0
102,1,25.0,0,23.75,1.1,20.0,20.0
103,2,25.0,3,23.75,1.21,20.0,10.0
104,1,25.0,2,21.25,1.1,20.0,10.0
105,1,25.0,2,21.25,1.1,20.0,10.0
106,2,25.0,3,23.75,1.21,20.0,10.0
107,1,25.0,0,23.75,1.1,20.0,20.0
108,2,25.0,0,23.75,1.21,20.0,20.0
109,2,25.0,2,21.25,1.21,20.0,10.0
110,2,25.0,2,21.25,1.21,20.0,10.0
111,1,25.0,0,23.75,1.1,20.0,20.0
112,1,25.0,2,21.25,1.1,20.0,10.0
113,1,25.0,0,23.75,1.1,20.0,20.0
114,1,25.0,2,21.25,1.1,20.0,10.0
115,1,25.0,0,23.75,1.1,20.0,20.0
116,2,25.0,2,21.25,1.21,20.0,10.0
117,1,25.0,0,23.75,1.1,20.0,20.0
118,2,25.0,3,23.75,1.21,20.0,10.0
119,2,25.0,2,21.25,1.21,20.0,10.0
120,1,25.0,3,23.75,1.1,20.0,10.0
121,2,25.0,0,23.75,1.21,20.0,20.0
122,2,25.0,3,23.75,1.21,20.0,10.0
123,1,25.0,1,22.5,1.1,20.0,10.0
124,1,25.0,3,23.75,1.1,20.0,10.0
125,1,25.0,3,23.75,1.1,20.0,10.0
126,2,25.0,0,23.75,1.21,20.0,20.0
127,2,25.0,0,23.75,1.21,20.0,20.0
128,1,25.0,2,21.25,1.1,20.0,10.0
129,1,25.0,3,23.75,1.1,20.0,10.0
130,1,25.0,0,23.75,1.1,20.0,20.0
131,1,25.0,0,23.75,1.1,20.0,20.0
132,2,25.0,2,21.25,1.21,20.0,10.0
133,2,25.0,2,21.25,1.21,20.0,10.0
134,1,25.0,0,23.75,1.1,20.0,20.0
135,1,25.0,0,23.75,1.1,20.0,20.0
136,2,25.0,4,22.5,1.21,20.0,10.0
137,2,25.0,0,23.75,1.21,20.0,20.0
138,1,25.0,3,23.75,1.1,20.0,10.0
139,2,25.0,0,23.75,1.21,20.0,20.0
140,2,25.0,2,21.25,1.21,20.0,10.0
141,1,25.0,0,23.75,1.1,20.0,20.0
142,1,25.0,3,23.75,1.1,20.0,10.0
143,2,25.0,4,22.5,1.21,20.0,10.0
144,2,25.0,4,22.5,1.21,20.0,10.0
145,2,25.0,2,21.25,1.21,20.0,10.0
146,1,25.0,3,23.75,1.1,20.0,10.0
147,2,25.0,3,23.75,1.21,20.0,10.0
