index,x,y
0,32.921,77.41
1,15.354,18.583
2,76.065,19.31
3,10.492,38.986
4,7.675,59.878
5,75.728,80.518
6,84.384,85.596
7,40.809,19.859
8,89.328,38.592
9,43.866,45.0
10,78.446,46.887
11,7.279,6.301
12,10.777,51.67
13,21.012,9.322
14,51.933,69.24
15,84.64,63.627
16,36.349,44.179
17,74.95,78.973
18,96.067,67.628
19,57.081,53.955
20,77.868,79.951
21,30.844,100.0
22,91.469,1.86
23,25.166,78.052
24,53.316,9.86
25,4.862,61.669
26,14.709,98.21
27,0.939,84.142
28,85.209,35.596
29,76.293,75.104
30,76.51,20.096
31,13.222,69.908
32,61.065,66.046
33,27.742,61.174
34,24.926,4.66
35,100.0,5.006
36,42.809,42.719
37,43.741,53.752
38,85.763,46.436
39,28.226,76.435
40,27.33,78.549
41,37.317,50.994
42,18.638,49.202
43,49.933,68.364
44,82.916,7.85
45,0.84,96.408
46,1.836,0.0
47,41.209,25.574
48,33.867,16.38
49,21.601,41.525
50,6.958,39.827
51,6.054,35.097
52,62.61,88.627
53,62.762,88.512
54,78.239,20.966
55,88.498,67.628
56,81.551,47.356
57,25.67,2.889
58,59.201,62.052
59,7.046,47.449
60,33.543,30.471
61,89.033,57.138
62,60.599,11.44
63,0.0,69.474
64,44.217,44.017
65,94.735,27.675
66,1.272,22.981
67,93.998,58.933
