index,weight,type,clientId
0,7.89,1,0
1,14.63,1,0
2,5.44,1,0
3,13.56,1,0
4,6.1,1,0
5,3.79,1,1
6,13.97,1,2
7,2.75,1,2
8,13.9,1,2
9,3.54,1,3
10,7.88,1,3
11,11.76,1,3
12,10.97,1,3
13,13.85,1,4
14,7.85,1,5
15,6.17,1,5
16,13.28,1,5
17,7.38,1,5
18,11.63,1,6
19,4.01,1,6
20,3.03,1,6
21,8.75,1,7
22,4.62,1,7
23,6.34,1,7
24,6.87,1,8
25,4.43,1,8
26,2.64,1,8
27,8.64,1,8
28,8.16,1,9
29,8.26,1,9
30,9.0,1,9
31,11.49,1,10
32,7.17,1,11
33,3.65,1,11
34,10.18,1,12
35,6.74,1,12
36,8.21,1,13
37,10.08,1,13
38,13.83,1,14
39,4.52,1,14
40,7.26,1,14
41,7.41,1,15
42,9.98,1,15
43,3.45,1,15
44,8.62,1,15
45,4.73,1,15
46,2.67,1,16
47,8.38,1,16
48,10.61,1,17
49,11.25,1,18
50,9.85,1,19
51,8.33,1,19
52,6.61,1,19
53,14.3,1,19
54,2.58,1,19
55,2.29,1,20
56,8.06,1,20
57,13.36,1,20
58,6.17,1,20
59,6.02,1,20
60,3.57,1,21
61,14.35,1,21
62,10.86,1,21
63,11.58,1,22
64,12.18,1,23
65,12.76,1,24
66,8.0,1,24
67,4.57,1,24
68,2.49,1,24
69,11.11,1,25
70,7.82,1,25
71,12.67,1,25
72,10.98,1,25
73,5.44,1,25
74,10.04,1,26
75,13.17,1,27
76,12.54,1,28
77,9.33,1,29
78,9.57,1,30
79,2.55,1,30
80,2.43,1,30
81,3.08,1,30
82,9.24,1,31
83,6.22,1,32
84,4.23,1,32
85,6.89,1,32
86,4.62,1,32
87,13.23,1,33
88,14.41,1,33
89,12.44,1,33
90,6.82,1,34
91,3.66,1,34
92,4.1,1,34
93,7.36,1,34
94,10.5,1,34
95,8.61,1,35
96,9.27,1,35
97,8.55,1,35
98,8.15,1,35
99,8.8,1,36
100,10.59,1,36
101,8.84,1,37
102,4.44,1,38
103,7.7,1,38
104,2.91,1,38
105,14.53,1,38
106,14.5,1,39
107,3.01,1,39
108,14.11,1,40
109,8.49,1,40
110,8.72,1,40
111,10.67,1,40
112,2.6,1,41
113,10.81,1,41
114,6.28,1,41
115,8.41,1,41
116,14.63,1,42
117,14.99,1,42
118,8.88,1,43
119,5.65,1,43
120,8.23,1,43
121,10.98,1,44
122,2.52,1,44
123,13.88,1,45
124,11.11,1,45
125,11.48,1,45
126,9.23,1,45
127,11.7,1,45
128,6.19,1,46
129,13.44,1,46
130,4.05,1,46
131,8.75,1,46
132,6.87,1,46
133,7.51,1,47
134,4.34,1,47
135,8.58,1,47
136,9.16,1,47
137,4.36,1,47
138,6.04,1,48
139,3.05,1,48
140,11.96,1,48
141,2.8,1,49
142,5.55,1,49
143,13.14,1,49
144,6.88,1,49
145,10.46,1,50
146,10.42,1,50
147,11.43,1,51
148,5.34,1,51
149,10.08,1,51
