carrier_id,client_id
0,3
0,5
0,8
0,11
0,12
0,23
0,28
0,31
0,34
0,35
0,40
0,41
0,42
0,46
0,50
0,54
0,56
0,57
0,59
0,60
0,0
0,1
0,7
0,18
0,24
0,32
0,36
0,49
0,51
0,58
0,62
0,63
0,2
0,6
0,13
0,14
0,21
0,22
0,25
0,29
0,37
0,38
0,45
0,48
0,53
0,4
0,9
0,10
0,15
0,16
0,17
0,19
0,20
0,26
0,27
0,30
0,33
0,39
0,43
0,44
0,47
0,52
0,55
0,61
1,3
1,5
1,8
1,11
1,12
1,23
1,28
1,31
1,34
1,35
1,40
1,41
1,42
1,46
1,50
1,54
1,56
1,57
1,59
1,60
1,0
1,1
1,7
1,18
1,24
1,32
1,36
1,49
1,51
1,58
1,62
1,63
2,0
2,1
2,7
2,18
2,24
2,32
2,36
2,49
2,51
2,58
2,62
2,63
2,2
2,6
2,13
2,14
2,21
2,22
2,25
2,29
2,37
2,38
2,45
2,48
2,53
3,2
3,6
3,13
3,14
3,21
3,22
3,25
3,29
3,37
3,38
3,45
3,48
3,53
3,4
3,9
3,10
3,15
3,16
3,17
3,19
3,20
3,26
3,27
3,30
3,33
3,39
3,43
3,44
3,47
3,52
3,55
3,61
4,3
4,5
4,8
4,11
4,12
4,23
4,28
4,31
4,34
4,35
4,40
4,41
4,42
4,46
4,50
4,54
4,56
4,57
4,59
4,60
4,4
4,9
4,10
4,15
4,16
4,17
4,19
4,20
4,26
4,27
4,30
4,33
4,39
4,43
4,44
4,47
4,52
4,55
4,61
