index,x,y
0,66.837,10.092
1,3.057,6.992
2,8.481,100.0
3,66.984,36.63
4,67.687,11.089
5,96.552,52.958
6,23.688,35.745
7,67.617,9.033
8,8.477,99.804
9,6.858,3.446
10,5.926,98.167
11,70.336,8.818
12,3.55,3.211
13,95.815,53.725
14,0.0,3.61
15,67.138,10.302
16,26.368,36.046
17,66.856,37.563
18,96.355,54.225
19,3.172,1.377
20,66.049,38.323
21,70.401,10.045
22,66.495,34.833
23,5.45,2.015
24,5.568,96.499
25,6.795,96.963
26,4.862,2.106
27,68.364,9.493
28,66.903,36.93
29,71.135,35.16
30,22.551,37.418
31,95.59,52.873
32,24.664,38.531
33,67.523,36.824
34,68.419,36.124
35,96.175,53.897
36,22.532,39.447
37,67.733,9.393
38,68.927,36.153
39,66.039,37.369
40,69.556,36.905
41,7.937,96.396
42,0.294,5.01
43,2.383,3.061
44,67.96,35.258
45,6.807,96.689
46,8.291,98.109
47,4.354,96.547
48,66.584,14.053
49,69.184,9.415
50,69.908,8.046
51,67.832,37.663
52,26.146,37.129
53,23.544,37.015
54,3.827,2.115
55,68.17,36.72
56,2.155,2.171
57,96.705,53.417
58,25.249,38.307
59,1.17,1.264
60,96.123,54.84
61,0.819,2.108
62,66.866,9.09
63,8.494,98.055
64,9.126,96.995
65,69.421,10.167
66,3.39,4.399
67,70.21,11.052
68,6.876,96.814
69,25.457,35.322
70,96.802,54.953
71,7.426,96.331
72,4.315,3.321
73,94.689,55.549
74,97.802,51.999
75,8.834,97.037
76,96.666,53.821
77,67.853,38.079
78,96.029,55.173
79,68.169,34.511
80,96.389,52.661
81,67.135,37.135
82,68.221,38.278
83,68.442,36.633
84,95.456,55.171
85,72.079,12.354
86,68.421,12.386
87,4.378,3.009
88,23.575,38.237
89,68.021,38.625
90,68.602,37.686
91,66.865,11.43
92,67.306,10.831
93,2.291,5.037
94,96.057,56.527
95,24.78,36.465
96,20.013,38.524
97,4.313,1.603
98,67.631,9.787
99,7.624,99.72
100,68.689,8.341
101,68.588,36.751
102,99.9,52.44
103,9.919,93.309
104,67.724,34.769
105,96.705,53.536
106,2.638,2.93
107,66.767,7.509
108,68.768,10.608
109,70.354,9.389
110,2.202,3.817
111,95.938,54.322
112,66.354,37.442
113,67.418,10.47
114,67.231,11.943
115,68.721,38.604
116,2.977,3.988
117,7.659,96.77
118,94.667,55.603
119,23.136,37.055
120,26.198,35.923
121,1.097,1.789
122,69.533,8.55
123,67.208,37.675
124,3.685,1.854
125,25.057,38.096
126,0.323,1.289
127,96.535,54.107
128,68.167,37.03
129,68.523,36.065
130,6.372,94.478
131,4.873,96.012
132,6.903,95.961
133,25.088,35.236
134,6.192,96.689
135,66.878,35.089
136,9.236,96.288
137,22.015,35.557
138,68.299,11.279
139,7.855,94.135
140,7.312,97.894
141,23.276,36.578
142,7.042,96.013
143,0.56,0.747
144,24.475,36.023
145,68.41,7.736
146,24.95,33.956
147,5.373,0.155
148,68.317,8.87
149,96.796,53.552
150,96.531,53.89
151,97.67,55.145
152,95.704,54.934
153,7.615,98.603
154,94.921,54.122
155,95.76,51.875
156,67.994,37.67
157,24.331,39.749
158,96.327,54.861
159,1.175,3.775
160,6.943,96.036
161,95.208,53.335
162,0.356,3.311
163,7.271,96.231
164,5.271,96.351
165,68.003,8.593
166,68.849,7.393
167,24.101,35.138
168,0.179,2.562
169,6.676,97.988
170,96.116,53.693
171,95.568,53.974
172,67.477,10.266
173,1.298,2.623
174,7.683,94.736
175,67.594,8.445
176,67.346,36.443
177,22.877,36.049
178,68.151,36.813
179,2.701,2.51
180,25.44,37.286
181,67.909,11.473
182,68.825,12.494
183,2.824,2.834
184,67.32,8.604
185,3.421,2.528
186,67.423,36.198
187,3.991,4.397
188,69.526,10.094
189,23.15,35.963
190,4.925,1.978
191,7.256,99.173
192,0.698,0.777
193,96.145,53.71
194,4.206,3.591
195,97.72,53.9
196,22.311,39.566
197,94.398,55.488
198,23.756,36.6
199,23.786,39.127
200,6.646,96.054
201,94.59,52.25
202,67.045,37.233
203,25.489,37.474
204,68.156,12.159
205,7.23,96.971
206,94.454,54.782
207,3.218,4.653
208,4.556,96.805
209,68.481,35.327
210,69.594,7.53
211,23.322,39.191
212,1.874,4.379
213,68.708,9.554
214,68.582,11.067
215,7.729,98.181
216,25.674,36.597
217,68.958,9.011
218,24.214,36.112
219,68.08,36.849
220,66.158,35.77
221,22.242,36.755
222,69.181,37.357
223,26.4,36.182
224,97.339,52.818
225,23.616,36.453
226,68.516,6.575
227,71.429,11.056
228,67.611,8.549
229,2.993,0.0
230,98.087,52.262
231,2.982,1.505
232,2.833,2.395
233,95.19,54.67
234,1.271,1.277
235,25.71,36.528
236,68.745,36.987
237,65.16,35.101
238,94.529,55.121
239,5.378,97.439
240,8.49,95.615
241,66.375,36.463
242,68.275,36.907
243,25.128,37.438
244,22.442,35.174
245,2.756,4.316
246,24.151,35.84
247,95.909,54.177
248,67.521,8.02
249,65.511,36.067
250,6.189,98.507
251,2.529,5.076
252,67.977,10.718
253,95.441,55.494
254,66.502,9.563
255,8.253,98.177
256,67.073,7.409
257,71.666,36.274
258,0.616,2.08
259,5.479,94.875
260,8.437,97.732
261,6.724,96.681
262,94.223,50.905
263,66.271,35.402
264,96.541,53.231
265,23.271,36.532
266,97.582,53.274
267,67.383,33.656
268,3.819,2.344
269,4.212,0.632
270,25.184,35.977
271,6.804,94.99
272,7.391,97.7
273,1.884,2.599
274,2.091,2.706
275,24.685,37.313
276,95.187,54.792
277,66.714,9.881
278,5.531,94.45
279,96.652,55.242
280,67.933,35.852
281,25.011,38.316
282,95.58,53.595
283,6.101,97.89
284,69.044,7.465
285,67.412,8.004
286,66.767,36.175
287,5.978,96.415
288,22.159,38.216
289,97.109,53.434
290,23.859,36.394
291,68.361,9.661
292,3.57,4.894
293,2.489,1.255
294,23.004,37.572
295,5.82,94.958
296,69.133,10.644
297,96.27,52.804
298,67.934,35.441
299,68.721,10.722
300,97.042,54.51
301,97.172,52.526
302,69.091,9.003
303,69.209,10.198
304,23.028,37.058
305,25.145,36.923
306,7.966,95.236
307,1.791,3.663
308,7.99,97.842
309,6.047,99.749
