carrier_id,client_id
0,3
0,4
0,5
0,8
0,13
0,16
0,22
0,27
0,2
0,12
0,21
0,24
0,26
0,29
0,0
0,6
0,7
0,10
0,11
0,20
0,25
0,1
0,9
0,14
0,15
0,17
0,18
0,19
0,23
0,28
1,3
1,4
1,5
1,8
1,13
1,16
1,22
1,27
1,2
1,12
1,21
1,24
1,26
1,29
2,2
2,12
2,21
2,24
2,26
2,29
2,0
2,6
2,7
2,10
2,11
2,20
2,25
3,0
3,6
3,7
3,10
3,11
3,20
3,25
3,1
3,9
3,14
3,15
3,17
3,18
3,19
3,23
3,28
4,3
4,4
4,5
4,8
4,13
4,16
4,22
4,27
4,1
4,9
4,14
4,15
4,17
4,18
4,19
4,23
4,28
