index,weight,type,clientId
0,10.280005865220188,1,0
1,16.355436935507278,1,1
2,21.719117868764016,1,1
3,16.243922724075045,1,1
4,6.102951805446749,1,2
5,18.71094298966719,1,2
6,7.349093075102287,1,2
7,7.080925265172016,1,2
8,14.054513400991613,1,2
9,23.787995360795392,1,3
10,16.408140442690016,1,4
11,5.254867356260625,1,4
12,18.95933229679424,1,4
13,24.79007745754161,1,5
14,14.987312302640756,1,5
15,18.56356502482748,1,5
16,16.75762839816547,1,6
17,2.9277438562980187,1,6
18,17.11185719930469,1,6
19,14.400568763394158,1,7
20,9.524421553292235,1,8
21,4.811532473527092,1,8
22,13.904331999599407,1,8
23,16.915822486473353,1,9
24,18.979506721607223,1,9
25,14.499492593241609,1,9
26,4.996652694233793,1,9
27,13.152747627842572,1,9
28,3.5187014428335583,1,10
29,6.613126312267103,1,10
30,2.0357160221898853,1,10
31,19.00205058721238,1,10
32,17.268911196673894,1,11
33,18.95759259812465,1,11
34,2.9058513409311937,1,12
35,2.0637270362955658,1,12
36,16.310503968026698,1,12
37,23.1877719588964,1,12
38,16.02827280246215,1,13
39,3.455478089317218,1,13
40,19.575418150715237,1,13
41,21.939948095985546,1,13
42,23.09549513045372,1,13
43,22.95829142479558,1,14
44,14.227033401718518,1,14
45,12.257035366725551,1,14
46,14.542326684960742,1,14
47,15.406871948205762,1,15
48,16.400596902801954,1,15
49,14.259561205589133,1,16
50,2.3914771064188205,1,16
51,2.0740344467087164,1,16
52,2.049614011893362,1,16
53,13.70285712198107,1,16
54,4.104941653787632,1,17
55,8.934522487183031,1,18
56,14.158975057022273,1,18
57,23.589866099526432,1,18
58,11.04908417743426,1,18
59,19.577036468821035,1,19
60,22.62239960084696,1,19
61,12.912844513537237,1,19
62,21.079922454637927,1,20
63,11.013595426077202,1,20
64,17.126840479561768,1,20
65,17.257316330408045,1,21
66,11.38298397950392,1,21
67,12.931836010966348,1,21
68,14.930379726135065,1,21
69,1.520295539733727,1,22
70,19.191273921598686,1,22
71,21.867661579417504,1,22
72,16.45509879803662,1,22
73,4.274226996549591,1,23
74,24.136225055266088,1,23
75,18.383040523997757,1,23
76,6.799766580628415,1,23
77,20.549618263746837,1,23
78,7.321832932149235,1,24
79,12.82110563076704,1,24
80,10.298297007924628,1,24
81,22.611790537157496,1,24
82,22.23123324299959,1,25
83,12.413156676356948,1,25
84,3.11431354453587,1,25
85,16.95528558089446,1,25
86,15.266635022284046,1,26
87,21.315777436448364,1,26
88,3.5720011701719,1,26
89,2.2502273835800377,1,27
90,7.073973792158604,1,27
