index,x,y
0,2.244,8.809
1,1.221,7.366
2,43.595,12.308
3,91.841,40.58
4,5.198,8.345
5,4.188,4.347
6,6.429,94.123
7,12.747,43.31
8,7.273,88.195
9,22.323,67.619
10,4.829,5.112
11,9.251,97.896
12,14.805,44.1
13,13.116,43.592
14,46.556,14.5
15,13.841,47.578
16,44.62,14.361
17,97.356,40.49
18,8.134,96.433
19,94.948,38.34
20,94.864,39.407
21,46.236,16.992
22,10.972,93.324
23,4.785,5.434
24,44.856,17.126
25,97.433,40.115
26,14.2,42.429
27,6.313,7.301
28,10.124,92.22
29,44.977,13.391
30,13.975,45.89
31,20.228,68.674
32,22.637,68.946
33,96.007,41.277
34,18.054,72.296
35,5.232,1.336
36,45.382,16.262
37,44.534,17.027
38,46.926,11.907
39,42.515,22.645
40,6.716,92.372
41,13.064,38.356
42,98.615,38.812
43,42.557,14.456
44,8.547,91.765
45,44.351,18.008
46,94.824,38.047
47,98.003,35.504
48,7.598,91.535
49,13.031,48.553
50,13.12,45.959
51,5.788,91.806
52,6.469,6.945
53,95.968,33.883
54,44.129,18.41
55,6.213,87.535
56,20.455,72.394
57,46.748,20.699
58,20.691,75.01
59,98.713,36.352
60,5.278,8.742
61,5.647,4.744
62,97.734,36.612
63,42.047,14.457
64,43.267,13.814
65,94.445,43.423
66,97.172,37.289
67,4.079,7.574
68,12.999,43.378
69,5.067,8.67
70,45.324,17.083
71,96.226,37.105
72,96.859,32.391
73,96.95,37.42
74,9.302,98.773
75,15.063,44.663
76,18.504,72.222
77,15.453,38.273
78,10.899,39.79
79,17.306,73.947
80,6.621,90.998
81,7.089,93.463
82,6.901,7.96
83,98.016,36.034
84,45.071,15.726
85,45.274,17.245
86,20.317,69.323
87,96.052,35.935
88,13.296,47.73
89,100.0,37.925
90,12.078,44.208
91,8.477,91.785
92,98.845,38.26
93,20.224,71.018
94,44.063,15.11
95,44.9,14.44
96,19.168,71.167
97,18.494,69.105
98,8.621,90.265
99,13.213,36.364
100,4.133,7.666
101,44.009,17.64
102,12.875,39.604
103,97.497,37.615
104,7.324,93.13
105,15.546,41.433
106,43.785,14.867
107,94.622,35.393
108,13.82,41.736
109,44.737,18.907
110,96.885,35.405
111,96.989,34.028
112,16.779,47.573
113,15.675,44.81
114,44.289,16.532
115,18.631,69.756
116,6.991,6.146
117,2.398,7.724
118,6.727,94.33
119,44.475,16.246
120,98.746,39.972
121,13.174,46.351
122,10.36,92.043
123,44.157,7.473
124,43.281,14.887
125,16.199,48.865
126,44.148,15.593
127,14.54,43.669
128,3.914,6.307
129,4.421,89.873
130,18.797,75.599
131,15.302,41.661
132,4.508,2.917
133,23.287,71.109
134,15.615,41.606
135,45.801,15.032
136,8.731,91.139
137,9.787,97.003
138,5.783,10.483
139,4.926,2.596
140,7.587,5.624
141,97.348,36.442
142,19.383,78.05
143,46.611,14.333
144,1.724,3.553
145,9.957,91.138
146,21.502,68.471
147,13.396,38.602
148,12.257,48.959
149,22.662,79.214
150,18.537,71.005
151,19.003,70.186
152,12.186,44.718
153,8.756,93.066
154,2.574,8.678
155,4.606,8.396
156,45.311,12.271
157,94.427,44.398
158,4.225,8.014
159,8.264,88.132
160,6.587,7.738
161,19.656,72.453
162,20.857,72.928
163,13.948,43.836
164,97.083,34.296
165,19.561,73.227
166,95.817,34.605
167,96.495,39.335
168,7.223,7.689
169,47.0,12.24
170,15.499,43.397
171,96.096,38.18
172,17.961,72.13
173,4.989,5.928
174,8.642,89.798
175,96.322,40.258
176,98.309,36.452
177,21.11,74.745
178,14.375,39.461
179,3.395,5.999
180,15.679,45.322
181,44.819,18.625
182,46.118,17.474
183,44.621,18.894
184,6.049,96.841
185,12.001,42.517
186,95.105,36.058
187,42.321,15.354
188,46.999,14.237
189,6.714,95.34
190,14.816,41.573
191,4.68,6.273
192,45.154,16.984
193,45.842,19.425
194,15.849,40.341
195,95.687,37.159
196,45.034,16.243
197,94.411,39.729
198,0.0,7.43
199,97.402,34.176
200,3.479,5.967
201,98.45,38.94
202,8.582,46.944
203,45.297,17.297
204,8.276,90.054
205,7.902,91.306
206,46.143,18.395
207,95.542,41.219
208,2.782,7.348
209,92.845,37.46
210,95.164,40.15
211,19.738,71.165
212,17.726,72.795
213,42.579,20.72
214,4.301,7.785
215,16.733,76.211
216,43.511,13.056
217,18.69,69.173
218,19.276,75.769
219,4.747,92.066
220,5.513,94.229
221,7.453,91.364
222,13.031,43.915
223,4.458,5.355
224,5.231,10.19
225,11.931,42.848
226,47.597,16.451
227,2.026,6.408
228,96.939,38.315
229,6.602,94.291
230,19.345,63.617
231,6.882,94.918
232,98.01,36.24
233,16.864,44.08
234,3.44,6.365
235,4.07,6.586
236,13.818,39.632
237,18.557,73.649
238,10.94,91.962
239,44.023,13.993
240,2.574,7.751
241,3.64,10.025
242,95.911,39.017
243,13.23,41.872
244,7.929,94.312
245,46.304,16.752
246,15.361,39.938
247,43.816,17.8
248,22.636,70.305
249,44.895,15.395
250,11.897,46.342
251,4.235,11.238
252,45.388,16.675
253,9.135,94.705
254,17.825,41.73
255,43.186,20.109
256,11.119,88.899
257,3.716,4.801
258,3.858,9.854
259,95.677,39.862
260,13.609,41.577
261,23.029,73.158
262,49.276,11.95
263,4.859,13.645
264,96.076,40.956
265,9.392,88.037
266,21.083,76.478
267,8.183,90.884
268,96.568,38.742
269,46.314,16.921
270,18.375,73.369
271,2.412,10.925
272,21.198,72.855
273,6.558,92.698
274,14.469,40.209
275,42.352,14.416
276,19.652,67.827
277,19.411,70.646
278,20.152,67.66
279,95.888,39.445
280,7.61,89.046
281,45.827,14.377
282,21.095,69.588
283,45.883,11.55
284,20.481,71.739
285,93.309,37.403
286,21.571,74.105
287,45.637,12.497
288,2.471,3.34
289,8.768,92.068
290,98.293,31.367
291,96.812,41.038
292,4.559,9.52
293,13.202,45.781
294,47.351,17.923
295,13.347,42.676
296,5.298,7.078
297,17.791,64.532
298,42.835,22.725
299,12.625,38.905
300,22.044,73.743
301,44.506,13.547
302,6.378,7.436
303,8.516,90.525
304,15.315,45.943
305,44.394,18.156
306,43.863,16.194
307,14.359,40.798
308,19.229,69.602
309,5.913,9.042
310,15.73,48.266
311,95.197,39.618
312,2.822,3.597
313,20.272,72.911
314,12.514,42.337
315,45.637,14.734
316,20.101,71.771
317,7.932,92.612
318,6.303,96.858
319,13.722,40.724
320,96.712,39.818
321,3.599,2.963
322,44.17,16.427
323,14.029,39.383
324,18.711,69.768
325,12.65,38.448
326,6.102,9.63
327,7.019,91.73
328,45.175,16.202
329,13.59,45.524
330,98.658,42.945
331,5.437,8.957
332,20.799,74.803
333,8.261,96.133
334,19.396,66.673
335,4.913,89.0
336,19.016,73.163
337,95.058,37.737
338,4.427,12.512
339,19.531,71.921
340,4.847,7.178
341,17.706,74.977
342,21.722,72.173
343,15.356,39.707
344,90.832,33.541
345,21.018,73.851
346,42.554,15.325
347,7.314,99.136
348,13.533,44.429
349,98.093,36.608
350,97.658,36.481
351,19.982,71.022
352,5.263,90.802
353,11.313,46.141
354,2.729,9.839
355,5.216,8.765
356,19.375,68.272
357,8.679,91.935
358,95.2,36.598
359,95.367,37.893
360,11.323,41.782
361,9.401,89.121
362,21.667,72.008
363,99.243,36.686
364,9.227,89.633
365,2.273,10.042
366,43.553,13.085
367,19.444,70.95
368,18.091,73.934
369,8.224,88.785
370,43.131,14.804
371,10.557,91.561
372,4.578,7.994
373,20.511,71.485
374,9.976,92.867
375,14.034,41.231
376,42.275,13.198
377,15.058,43.047
378,7.027,95.248
379,43.306,19.589
380,47.015,20.222
381,44.259,19.212
382,19.749,69.622
383,5.482,8.386
384,95.559,37.975
385,6.19,8.005
386,14.108,41.625
387,9.17,89.729
388,19.399,69.277
389,94.459,40.318
390,97.719,40.784
391,47.819,19.859
392,46.5,15.638
393,98.261,33.177
394,20.35,66.226
395,6.799,89.07
396,19.247,72.169
397,42.494,18.245
398,14.607,47.56
399,4.916,11.327
400,21.031,68.405
401,7.05,97.425
402,20.661,69.065
403,21.199,67.969
404,7.055,89.147
405,98.893,35.443
406,7.961,99.77
407,11.126,41.637
408,6.274,5.729
409,97.88,36.719
410,10.196,90.646
411,13.796,45.932
412,98.099,35.872
413,96.868,37.831
414,44.846,18.58
415,3.013,12.32
416,45.486,14.024
417,6.992,91.139
418,95.823,40.681
419,43.706,15.948
420,97.8,38.933
421,8.705,91.425
422,4.427,96.596
423,17.681,72.071
424,5.761,84.847
425,15.527,47.622
426,44.761,17.075
427,13.463,40.688
428,4.217,9.151
429,19.951,72.299
430,97.933,38.912
431,96.771,38.329
432,8.227,90.613
433,14.141,43.349
434,8.959,93.585
435,7.938,91.403
436,18.741,73.786
437,97.561,38.467
438,18.6,76.476
439,6.219,6.903
440,19.808,72.183
441,8.493,92.726
442,43.777,13.928
443,7.609,89.914
444,19.105,70.005
445,5.276,3.567
446,12.51,47.998
447,96.758,36.792
448,46.791,15.327
449,94.308,40.349
450,5.325,3.415
451,3.133,2.162
452,45.455,16.094
453,20.385,72.051
454,41.76,10.177
455,9.821,93.221
456,3.404,3.002
457,7.147,91.585
458,43.834,14.969
459,13.315,45.105
460,5.894,9.883
461,13.465,37.887
462,2.553,7.231
463,5.444,8.407
464,99.571,38.828
465,5.773,10.0
466,20.592,72.296
467,7.77,91.491
468,93.367,33.903
469,4.902,11.238
470,95.496,34.369
471,97.784,36.21
472,48.296,14.937
473,1.208,3.643
474,21.83,68.675
475,18.44,70.516
476,13.622,42.524
477,6.148,0.0
478,19.511,73.896
479,46.439,20.063
480,45.424,13.02
481,17.666,72.156
482,10.142,90.22
483,2.474,10.394
484,7.019,98.052
485,8.636,93.493
486,12.48,43.277
487,7.399,95.172
488,96.526,34.351
489,3.284,10.011
490,19.345,70.567
491,7.634,87.804
492,8.559,100.0
493,14.501,49.102
494,98.982,41.174
495,11.715,44.063
496,45.566,17.468
497,16.587,42.602
498,18.836,68.689
499,20.399,76.516
500,3.26,10.381
501,98.288,38.514
502,42.286,19.092
503,98.542,38.356
504,3.321,7.463
505,97.93,36.787
506,7.155,91.415
507,18.407,68.409
508,13.548,48.5
509,15.28,43.871
510,5.565,6.011
511,95.847,39.544
512,5.356,93.666
513,5.369,8.341
514,45.615,14.441
515,95.104,37.138
516,8.909,90.739
517,96.963,39.701
518,98.822,36.204
519,47.465,12.802
520,95.88,30.588
521,13.292,39.964
522,9.324,95.646
523,40.21,19.292
524,12.484,43.857
525,22.029,70.413
526,16.387,45.941
527,43.329,11.911
528,13.332,39.282
529,3.3,4.795
530,9.358,92.301
531,17.831,71.409
532,18.556,74.788
533,97.008,33.101
534,3.114,4.206
535,16.281,75.441
536,5.553,9.468
537,97.242,38.832
538,8.884,92.442
539,18.933,71.472
540,21.462,66.862
541,2.798,8.516
542,45.523,14.0
543,3.853,6.351
544,96.196,36.705
545,20.523,70.007
546,3.982,3.349
547,15.379,48.159
548,44.043,15.307
549,44.512,16.677
550,97.631,39.889
551,7.326,92.76
552,18.23,75.082
553,7.26,4.858
554,8.472,90.729
555,16.992,68.752
556,6.083,8.41
557,20.434,71.134
558,8.276,96.277
559,1.6,10.165
560,11.368,43.666
561,14.558,40.445
562,95.406,36.68
563,5.682,90.729
564,13.306,39.379
565,12.569,39.104
566,16.166,39.66
567,42.516,15.621
568,14.309,42.544
569,94.374,39.181
570,5.896,4.485
571,15.443,42.826
572,1.54,8.262
573,45.069,15.663
574,92.015,33.691
575,45.307,19.59
576,14.996,46.083
577,20.644,71.841
578,98.044,35.066
579,7.375,92.068
580,10.829,92.799
581,11.137,41.078
582,97.606,36.66
583,13.21,41.424
584,6.694,94.077
585,15.21,44.353
586,8.465,90.793
587,10.409,39.47
588,20.079,69.498
589,6.102,90.836
590,12.46,40.903
591,4.458,9.636
592,46.451,17.865
593,19.899,71.186
594,94.049,35.586
595,46.979,18.44
596,43.133,19.553
597,44.58,15.608
598,15.013,45.254
599,3.497,4.059
600,22.671,73.654
601,99.159,37.893
602,15.417,47.437
603,14.867,45.171
604,18.546,75.211
605,43.0,18.691
606,47.143,17.72
607,18.391,69.586
608,45.444,21.017
609,3.162,9.952
610,6.416,4.268
611,8.799,89.445
612,20.098,71.74
613,20.381,73.717
614,4.007,5.293
615,4.286,4.175
616,13.1,43.05
617,95.641,38.731
618,13.774,42.886
619,8.451,93.529
620,47.2,19.107
621,94.947,37.215
622,46.446,14.873
623,14.532,41.778
624,8.005,92.909
625,9.072,91.142
626,20.496,73.816
627,19.732,71.627
628,95.457,37.381
629,6.606,91.214
630,4.35,94.067
631,19.758,70.322
632,6.254,8.952
633,5.488,3.999
634,7.519,94.516
635,98.554,36.968
636,4.073,4.694
637,16.556,44.783
638,14.801,40.282
639,7.575,90.624
640,9.566,96.319
641,3.605,2.844
642,4.905,8.147
643,43.483,17.411
644,13.987,40.282
645,96.687,38.152
646,18.807,67.086
647,8.08,90.999
648,99.115,40.065
649,45.025,17.249
650,44.769,18.075
651,21.273,71.934
652,45.604,13.356
