index,x,y
0,27.179,4.425
1,30.689,1.867
2,31.258,1.798
3,32.339,3.782
4,85.358,94.752
5,79.719,96.287
6,81.614,94.44
7,82.268,93.289
8,78.373,96.77
9,69.042,79.772
10,32.043,4.977
11,82.446,98.248
12,33.648,3.35
13,27.768,4.415
14,100.0,71.353
15,85.463,94.306
16,81.983,100.0
17,84.518,97.65
18,32.415,3.951
19,79.72,96.135
20,28.901,0.0
21,28.965,1.791
22,32.38,3.321
23,85.949,96.929
24,28.217,1.673
25,27.892,1.741
26,31.972,4.021
27,80.145,99.204
28,29.474,2.365
29,31.297,2.032
30,81.431,97.947
31,83.961,96.242
32,27.703,2.435
33,85.867,97.246
34,32.328,3.658
35,81.723,98.595
36,32.013,1.381
37,28.33,1.569
38,82.513,97.454
39,25.991,3.608
40,29.617,3.306
41,29.416,5.595
42,18.148,73.936
43,83.351,97.393
44,80.597,96.254
45,78.846,95.342
46,83.728,95.418
47,27.891,2.703
48,28.952,2.488
49,81.664,98.418
50,84.484,96.558
51,86.499,95.307
52,91.537,74.817
53,32.432,2.321
54,81.08,99.123
55,25.047,1.251
56,29.649,4.038
57,0.0,23.926
58,80.112,98.028
59,78.891,95.716
60,30.0,1.945
61,82.09,98.369
62,26.205,47.925
63,32.433,2.297
64,29.266,1.751
65,76.146,59.293
66,29.956,2.054
67,31.104,3.908
68,81.87,0.018
