index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,2,22.5,1.1,20.0,20.0
1,1,25.0,0,21.25,1.1,20.0,10.0
2,2,25.0,1,21.25,1.21,20.0,10.0
3,2,25.0,4,21.25,1.21,20.0,20.0
4,1,25.0,4,21.25,1.1,20.0,20.0
5,1,25.0,1,21.25,1.1,20.0,10.0
6,2,25.0,1,21.25,1.21,20.0,10.0
7,1,25.0,4,21.25,1.1,20.0,20.0
8,2,25.0,1,21.25,1.21,20.0,10.0
9,2,25.0,0,21.25,1.21,20.0,10.0
10,1,25.0,2,22.5,1.1,20.0,20.0
11,2,25.0,2,22.5,1.21,20.0,20.0
12,2,25.0,0,21.25,1.21,20.0,10.0
13,1,25.0,4,21.25,1.1,20.0,20.0
14,1,25.0,3,23.75,1.1,20.0,20.0
15,1,25.0,0,21.25,1.1,20.0,10.0
16,2,25.0,3,23.75,1.21,20.0,20.0
17,2,25.0,4,21.25,1.21,20.0,20.0
18,2,25.0,3,23.75,1.21,20.0,20.0
19,2,25.0,1,21.25,1.21,20.0,10.0
20,1,25.0,2,22.5,1.1,20.0,20.0
21,1,25.0,4,21.25,1.1,20.0,20.0
22,2,25.0,3,23.75,1.21,20.0,20.0
23,2,25.0,0,21.25,1.21,20.0,10.0
24,1,25.0,1,21.25,1.1,20.0,10.0
25,2,25.0,3,23.75,1.21,20.0,20.0
26,1,25.0,3,23.75,1.1,20.0,20.0
27,1,25.0,4,21.25,1.1,20.0,20.0
28,2,25.0,0,21.25,1.21,20.0,10.0
29,1,25.0,2,22.5,1.1,20.0,20.0
30,2,25.0,0,21.25,1.21,20.0,10.0
31,1,25.0,0,21.25,1.1,20.0,10.0
32,1,25.0,0,21.25,1.1,20.0,10.0
33,1,25.0,2,22.5,1.1,20.0,20.0
34,1,25.0,0,21.25,1.1,20.0,10.0
35,2,25.0,0,21.25,1.21,20.0,10.0
36,1,25.0,0,21.25,1.1,20.0,10.0
37,2,25.0,0,21.25,1.21,20.0,10.0
38,2,25.0,4,21.25,1.21,20.0,20.0
39,2,25.0,0,21.25,1.21,20.0,10.0
40,2,25.0,2,22.5,1.21,20.0,20.0
41,2,25.0,1,21.25,1.21,20.0,10.0
42,1,25.0,1,21.25,1.1,20.0,10.0
43,2,25.0,0,21.25,1.21,20.0,10.0
44,2,25.0,2,22.5,1.21,20.0,20.0
45,1,25.0,2,22.5,1.1,20.0,20.0
46,1,25.0,0,21.25,1.1,20.0,10.0
47,2,25.0,1,21.25,1.21,20.0,10.0
48,1,25.0,4,21.25,1.1,20.0,20.0
49,2,25.0,0,21.25,1.21,20.0,10.0
50,1,25.0,4,21.25,1.1,20.0,20.0
51,1,25.0,1,21.25,1.1,20.0,10.0
52,2,25.0,4,21.25,1.21,20.0,20.0
53,2,25.0,4,21.25,1.21,20.0,20.0
54,2,25.0,3,23.75,1.21,20.0,20.0
55,1,25.0,0,21.25,1.1,20.0,10.0
56,2,25.0,4,21.25,1.21,20.0,20.0
57,1,25.0,3,23.75,1.1,20.0,20.0
58,1,25.0,3,23.75,1.1,20.0,20.0
59,2,25.0,1,21.25,1.21,20.0,10.0
60,1,25.0,0,21.25,1.1,20.0,10.0
61,1,25.0,4,21.25,1.1,20.0,20.0
62,2,25.0,1,21.25,1.21,20.0,10.0
63,1,25.0,0,21.25,1.1,20.0,10.0
64,1,25.0,0,21.25,1.1,20.0,10.0
65,1,25.0,0,21.25,1.1,20.0,10.0
66,1,25.0,0,21.25,1.1,20.0,10.0
67,2,25.0,2,22.5,1.21,20.0,20.0
68,1,25.0,2,22.5,1.1,20.0,20.0
69,1,25.0,3,23.75,1.1,20.0,20.0
70,2,25.0,0,21.25,1.21,20.0,10.0
71,2,25.0,2,22.5,1.21,20.0,20.0
72,1,25.0,2,22.5,1.1,20.0,20.0
73,2,25.0,0,21.25,1.21,20.0,10.0
74,2,25.0,3,23.75,1.21,20.0,20.0
75,1,25.0,0,21.25,1.1,20.0,10.0
76,1,25.0,3,23.75,1.1,20.0,20.0
77,1,25.0,3,23.75,1.1,20.0,20.0
78,2,25.0,0,21.25,1.21,20.0,10.0
79,2,25.0,4,21.25,1.21,20.0,20.0
80,1,25.0,3,23.75,1.1,20.0,20.0
81,1,25.0,0,21.25,1.1,20.0,10.0
82,1,25.0,0,21.25,1.1,20.0,10.0
83,2,25.0,0,21.25,1.21,20.0,10.0
84,2,25.0,0,21.25,1.21,20.0,10.0
85,2,25.0,3,23.75,1.21,20.0,20.0
86,2,25.0,2,22.5,1.21,20.0,20.0
87,1,25.0,0,21.25,1.1,20.0,10.0
88,1,25.0,4,21.25,1.1,20.0,20.0
89,1,25.0,0,21.25,1.1,20.0,10.0
90,2,25.0,0,21.25,1.21,20.0,10.0
91,1,25.0,0,21.25,1.1,20.0,10.0
92,2,25.0,4,21.25,1.21,20.0,20.0
93,2,25.0,4,21.25,1.21,20.0,20.0
94,2,25.0,0,21.25,1.21,20.0,10.0
95,1,25.0,3,23.75,1.1,20.0,20.0
96,1,25.0,4,21.25,1.1,20.0,20.0
97,2,25.0,2,22.5,1.21,20.0,20.0
98,2,25.0,0,21.25,1.21,20.0,10.0
99,2,25.0,0,21.25,1.21,20.0,10.0
100,1,25.0,2,22.5,1.1,20.0,20.0
101,1,25.0,0,21.25,1.1,20.0,10.0
102,1,25.0,4,21.25,1.1,20.0,20.0
103,1,25.0,4,21.25,1.1,20.0,20.0
104,2,25.0,0,21.25,1.21,20.0,10.0
105,1,25.0,4,21.25,1.1,20.0,20.0
106,2,25.0,0,21.25,1.21,20.0,10.0
107,1,25.0,4,21.25,1.1,20.0,20.0
108,2,25.0,1,21.25,1.21,20.0,10.0
109,1,25.0,2,22.5,1.1,20.0,20.0
