index,x,y
0,23.388,24.16
1,42.113,73.136
2,77.81,46.54
3,75.689,10.075
4,31.353,1.084
5,86.484,17.327
6,87.819,19.742
7,83.191,20.002
8,78.87,48.052
9,85.803,22.09
10,97.585,75.739
11,28.409,3.088
12,87.068,20.019
13,95.853,76.198
14,75.906,45.31
15,37.115,71.461
16,86.028,21.152
17,0.0,18.401
18,85.152,19.439
19,21.51,22.655
20,84.775,21.574
21,81.01,44.698
22,30.405,0.334
23,1.562,17.45
24,2.496,17.734
25,14.947,24.577
26,77.08,45.188
27,75.079,9.686
28,20.604,21.399
29,76.964,10.283
30,83.231,20.439
31,21.553,25.646
32,39.763,96.528
33,16.759,18.556
34,75.733,10.497
35,40.576,100.0
36,97.93,73.817
37,38.664,98.775
38,73.157,11.604
39,83.432,22.988
40,2.853,15.066
41,87.899,23.061
42,42.295,71.034
43,17.498,19.139
44,29.147,1.388
45,75.468,46.579
46,40.869,95.784
47,20.059,26.381
48,16.214,21.018
49,2.116,17.293
50,76.117,11.629
51,41.547,96.558
52,29.653,0.543
53,37.304,97.842
54,85.285,19.914
55,21.859,27.285
56,29.08,0.0
57,23.453,26.596
58,38.42,73.298
59,100.0,76.625
60,95.59,76.239
61,42.035,74.156
62,84.599,21.317
63,17.322,21.043
64,1.375,16.493
65,38.497,69.013
66,99.122,73.888
