index,x,y
0,1.668,93.441
1,77.191,64.754
2,81.548,7.307
3,73.658,63.43
4,2.905,98.659
5,23.909,66.138
6,91.331,4.306
7,4.404,93.056
8,80.757,13.469
9,17.118,75.111
10,31.8,71.369
11,19.385,69.244
12,78.556,62.68
13,79.173,58.591
14,20.406,58.257
15,6.935,90.631
16,82.06,66.006
17,80.211,10.642
18,78.365,62.696
19,73.576,66.808
20,87.646,18.925
21,81.586,66.636
22,5.99,91.996
23,77.25,66.429
24,82.614,62.485
25,11.005,93.389
26,21.21,55.453
27,23.712,63.845
28,11.522,86.502
29,77.662,55.863
30,87.453,10.552
31,84.305,7.867
32,23.101,63.166
33,67.218,14.846
34,7.078,102.593
