index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,2,21.25,1.1,50.0,10.0
1,1,25.0,0,22.5,1.1,50.0,20.0
2,1,25.0,4,22.5,1.1,50.0,10.0
3,2,25.0,2,21.25,1.21,50.0,10.0
4,1,25.0,0,22.5,1.1,50.0,20.0
5,1,25.0,0,22.5,1.1,50.0,20.0
6,1,25.0,1,21.25,1.1,50.0,10.0
7,1,25.0,4,22.5,1.1,50.0,10.0
8,1,25.0,0,22.5,1.1,50.0,20.0
9,2,25.0,0,22.5,1.21,50.0,20.0
10,1,25.0,0,22.5,1.1,50.0,20.0
11,2,25.0,3,23.75,1.21,50.0,20.0
12,2,25.0,1,21.25,1.21,50.0,10.0
13,2,25.0,0,22.5,1.21,50.0,20.0
14,1,25.0,4,22.5,1.1,50.0,10.0
15,2,25.0,0,22.5,1.21,50.0,20.0
16,1,25.0,3,23.75,1.1,50.0,20.0
17,1,25.0,4,22.5,1.1,50.0,10.0
18,2,25.0,3,23.75,1.21,50.0,20.0
19,1,25.0,2,21.25,1.1,50.0,10.0
20,1,25.0,3,23.75,1.1,50.0,20.0
21,1,25.0,3,23.75,1.1,50.0,20.0
22,1,25.0,3,23.75,1.1,50.0,20.0
23,1,25.0,3,23.75,1.1,50.0,20.0
24,2,25.0,3,23.75,1.21,50.0,20.0
25,2,25.0,0,22.5,1.21,50.0,20.0
26,2,25.0,0,22.5,1.21,50.0,20.0
27,1,25.0,1,21.25,1.1,50.0,10.0
28,1,25.0,1,21.25,1.1,50.0,10.0
29,1,25.0,0,22.5,1.1,50.0,20.0
30,2,25.0,1,21.25,1.21,50.0,10.0
31,1,25.0,0,22.5,1.1,50.0,20.0
32,1,25.0,0,22.5,1.1,50.0,20.0
33,2,25.0,2,21.25,1.21,50.0,10.0
34,1,25.0,3,23.75,1.1,50.0,20.0
35,1,25.0,2,21.25,1.1,50.0,10.0
36,2,25.0,2,21.25,1.21,50.0,10.0
37,1,25.0,2,21.25,1.1,50.0,10.0
38,2,25.0,0,22.5,1.21,50.0,20.0
39,2,25.0,0,22.5,1.21,50.0,20.0
40,2,25.0,3,23.75,1.21,50.0,20.0
41,2,25.0,2,21.25,1.21,50.0,10.0
42,2,25.0,4,22.5,1.21,50.0,10.0
43,2,25.0,0,22.5,1.21,50.0,20.0
44,2,25.0,0,22.5,1.21,50.0,20.0
45,1,25.0,0,22.5,1.1,50.0,20.0
46,2,25.0,0,22.5,1.21,50.0,20.0
47,2,25.0,4,22.5,1.21,50.0,10.0
48,1,25.0,2,21.25,1.1,50.0,10.0
49,1,25.0,0,22.5,1.1,50.0,20.0
50,2,25.0,4,22.5,1.21,50.0,10.0
51,2,25.0,1,21.25,1.21,50.0,10.0
52,2,25.0,0,22.5,1.21,50.0,20.0
53,1,25.0,4,22.5,1.1,50.0,10.0
54,1,25.0,1,21.25,1.1,50.0,10.0
55,2,25.0,3,23.75,1.21,50.0,20.0
56,1,25.0,3,23.75,1.1,50.0,20.0
57,2,25.0,2,21.25,1.21,50.0,10.0
58,2,25.0,4,22.5,1.21,50.0,10.0
59,2,25.0,4,22.5,1.21,50.0,10.0
60,1,25.0,1,21.25,1.1,50.0,10.0
61,2,25.0,2,21.25,1.21,50.0,10.0
62,2,25.0,2,21.25,1.21,50.0,10.0
63,2,25.0,1,21.25,1.21,50.0,10.0
64,2,25.0,0,22.5,1.21,50.0,20.0
65,2,25.0,3,23.75,1.21,50.0,20.0
66,1,25.0,1,21.25,1.1,50.0,10.0
