index,x,y
0,90.403,75.065
1,95.455,78.979
2,93.962,77.623
3,95.863,77.492
4,89.579,78.324
5,91.132,78.511
6,91.852,75.292
7,92.314,76.547
8,93.261,77.693
9,93.146,79.556
10,93.669,76.738
11,12.443,33.842
12,87.647,75.166
13,93.007,79.425
14,90.987,76.193
15,91.017,75.333
16,9.023,73.566
17,63.048,0.0
18,98.121,1.481
19,92.741,80.204
20,11.794,40.516
21,91.554,77.602
22,40.98,100.0
23,94.453,74.859
24,93.022,75.057
25,0.0,34.919
26,92.404,76.059
27,91.758,76.15
28,92.198,78.103
29,91.434,18.897
30,88.849,78.784
31,92.395,79.09
32,100.0,4.305
33,89.791,74.819
34,86.928,75.332
