index,x,y
0,69.966,9.081
1,18.244,72.619
2,14.97,48.675
3,3.224,51.218
4,48.375,25.793
5,56.76,29.83
6,69.165,57.772
7,78.236,87.86
8,83.888,67.713
9,12.047,43.664
10,34.711,89.534
11,25.258,54.035
12,71.88,54.579
13,29.806,10.252
14,8.999,62.124
15,21.737,70.409
16,79.338,87.526
17,82.173,56.488
18,20.591,75.72
19,75.372,61.536
20,93.965,29.065
21,92.23,24.75
22,21.643,38.207
23,38.997,15.911
24,89.766,76.872
25,79.694,92.66
26,7.642,98.69
27,83.948,41.438
28,12.124,80.942
29,9.49,42.188
30,91.448,95.092
31,18.102,61.608
32,11.521,70.426
33,92.019,31.516
