index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,4,21.25,1.1,20.0,10.0
1,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
2,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
3,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
4,1,25.0,1,21.25,1.1,20.0,10.0
5,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
6,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
7,1,25.0,3,23.75,1.1,20.0,10.0
8,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
9,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
10,1,25.0,0,23.75,1.1,20.0,10.0
11,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
12,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
13,1,25.0,4,21.25,1.1,20.0,10.0
14,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
15,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
16,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
17,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
18,1,25.0,0,23.75,1.1,20.0,10.0
19,1,25.0,0,23.75,1.1,20.0,10.0
20,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
21,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
22,1,25.0,1,21.25,1.1,20.0,10.0
23,1,25.0,2,22.5,1.1,20.0,20.0
24,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
25,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
26,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
27,1,25.0,4,21.25,1.1,20.0,10.0
28,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
29,1,25.0,3,23.75,1.1,20.0,10.0
30,1,25.0,4,21.25,1.1,20.0,10.0
31,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
32,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
33,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
34,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
35,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
36,1,25.0,4,21.25,1.1,20.0,10.0
37,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
38,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
39,1,25.0,3,23.75,1.1,20.0,10.0
40,1,25.0,3,23.75,1.1,20.0,10.0
41,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
42,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
43,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
44,1,25.0,0,23.75,1.1,20.0,10.0
45,1,25.0,0,23.75,1.1,20.0,10.0
46,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
47,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
48,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
49,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
50,1,25.0,0,23.75,1.1,20.0,10.0
51,1,25.0,1,21.25,1.1,20.0,10.0
52,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
53,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
54,1,25.0,1,21.25,1.1,20.0,10.0
55,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
56,1,25.0,2,22.5,1.1,20.0,20.0
57,1,25.0,3,23.75,1.1,20.0,10.0
58,1,25.0,3,23.75,1.1,20.0,10.0
59,1,25.0,0,23.75,1.1,20.0,10.0
60,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
61,1,25.0,4,21.25,1.1,20.0,10.0
62,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
63,1,25.0,4,21.25,1.1,20.0,10.0
64,1,25.0,1,21.25,1.1,20.0,10.0
65,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
66,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
67,1,25.0,2,22.5,1.1,20.0,20.0
68,1,25.0,3,23.75,1.1,20.0,10.0
69,1,25.0,2,22.5,1.1,20.0,20.0
70,1,25.0,1,21.25,1.1,20.0,10.0
71,1,25.0,0,23.75,1.1,20.0,10.0
72,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
73,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
74,1,25.0,1,21.25,1.1,20.0,10.0
75,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
76,1,25.0,1,21.25,1.1,20.0,10.0
77,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
78,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
79,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
80,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
81,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
82,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
83,1,25.0,1,21.25,1.1,20.0,10.0
84,1,25.0,3,23.75,1.1,20.0,10.0
85,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
86,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
87,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
88,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
89,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
90,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
91,1,25.0,3,23.75,1.1,20.0,10.0
92,1,25.0,1,21.25,1.1,20.0,10.0
93,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
94,1,25.0,4,21.25,1.1,20.0,10.0
95,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
96,1,25.0,4,21.25,1.1,20.0,10.0
97,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
98,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
99,1,25.0,1,21.25,1.1,20.0,10.0
100,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
101,1,25.0,2,22.5,1.1,20.0,20.0
102,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
103,1,25.0,0,23.75,1.1,20.0,10.0
104,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
105,1,25.0,2,22.5,1.1,20.0,20.0
106,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
107,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
108,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
109,1,25.0,4,21.25,1.1,20.0,10.0
110,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
111,1,25.0,1,21.25,1.1,20.0,10.0
112,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
113,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
114,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
115,1,25.0,4,21.25,1.1,20.0,10.0
116,1,25.0,3,23.75,1.1,20.0,10.0
117,1,25.0,0,23.75,1.1,20.0,10.0
118,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
119,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
120,1,25.0,1,21.25,1.1,20.0,10.0
121,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
122,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
123,1,25.0,4,21.25,1.1,20.0,10.0
124,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
125,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
126,1,25.0,4,21.25,1.1,20.0,10.0
127,1,25.0,0,23.75,1.1,20.0,10.0
128,1,25.0,0,23.75,1.1,20.0,10.0
129,1,25.0,1,21.25,1.1,20.0,10.0
130,1,25.0,1,21.25,1.1,20.0,10.0
131,1,25.0,1,21.25,1.1,20.0,10.0
132,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
133,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
134,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
135,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
136,1,25.0,0,23.75,1.1,20.0,10.0
137,1,25.0,1,21.25,1.1,20.0,10.0
138,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
139,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
140,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
141,1,25.0,1,21.25,1.1,20.0,10.0
142,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
143,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
144,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
145,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
146,2,25.0,3,23.75,1.2100000000000002,20.0,10.0
147,1,25.0,3,23.75,1.1,20.0,10.0
148,1,25.0,4,21.25,1.1,20.0,10.0
149,1,25.0,3,23.75,1.1,20.0,10.0
150,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
151,1,25.0,1,21.25,1.1,20.0,10.0
152,1,25.0,4,21.25,1.1,20.0,10.0
153,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
154,1,25.0,1,21.25,1.1,20.0,10.0
155,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
156,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
157,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
158,1,25.0,4,21.25,1.1,20.0,10.0
159,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
160,1,25.0,1,21.25,1.1,20.0,10.0
161,1,25.0,4,21.25,1.1,20.0,10.0
162,1,25.0,1,21.25,1.1,20.0,10.0
163,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
164,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
165,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
166,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
167,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
168,1,25.0,3,23.75,1.1,20.0,10.0
169,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
170,1,25.0,4,21.25,1.1,20.0,10.0
171,2,25.0,4,21.25,1.2100000000000002,20.0,10.0
172,1,25.0,4,21.25,1.1,20.0,10.0
173,1,25.0,4,21.25,1.1,20.0,10.0
174,1,25.0,4,21.25,1.1,20.0,10.0
175,2,25.0,0,23.75,1.2100000000000002,20.0,10.0
176,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
177,2,25.0,1,21.25,1.2100000000000002,20.0,10.0
178,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
179,1,25.0,0,23.75,1.1,20.0,10.0
180,1,25.0,1,21.25,1.1,20.0,10.0
