carrier_id,client_id
0,23
0,0
0,2
0,4
0,5
0,6
0,7
0,8
0,9
0,11
0,14
0,16
0,18
0,20
0,22
0,24
0,25
0,26
0,27
0,30
0,31
0,38
0,39
0,40
0,41
0,44
0,46
0,13
0,17
0,34
0,1
0,3
0,10
0,12
0,15
0,19
0,21
0,28
0,29
0,32
0,33
0,35
0,36
0,37
0,42
0,43
0,45
1,23
1,0
1,2
1,4
1,5
1,6
1,7
1,8
1,9
1,11
1,14
1,16
1,18
1,20
1,22
1,24
1,25
1,26
1,27
1,30
1,31
1,38
1,39
1,40
1,41
1,44
1,46
2,0
2,2
2,4
2,5
2,6
2,7
2,8
2,9
2,11
2,14
2,16
2,18
2,20
2,22
2,24
2,25
2,26
2,27
2,30
2,31
2,38
2,39
2,40
2,41
2,44
2,46
2,13
2,17
2,34
3,13
3,17
3,34
3,1
3,3
3,10
3,12
3,15
3,19
3,21
3,28
3,29
3,32
3,33
3,35
3,36
3,37
3,42
3,43
3,45
4,23
4,1
4,3
4,10
4,12
4,15
4,19
4,21
4,28
4,29
4,32
4,33
4,35
4,36
4,37
4,42
4,43
4,45
