index,x,y
0,80.778,7.717
1,97.891,74.175
2,78.538,5.206
3,99.568,76.495
4,75.817,6.678
5,82.247,6.221
6,73.303,33.827
7,81.513,6.908
8,82.268,4.661
9,76.724,8.34
10,95.644,73.187
11,81.535,7.78
12,98.4,75.008
13,0.0,80.926
14,78.096,4.576
15,94.665,70.503
16,74.442,7.723
17,45.018,96.347
18,79.383,5.193
19,97.564,74.528
20,77.754,8.279
21,100.0,76.925
22,80.476,10.467
23,24.252,21.203
24,77.358,7.588
25,94.626,8.965
26,74.379,3.107
27,78.255,0.0
28,99.199,75.538
29,94.641,75.603
30,80.233,8.063
31,82.044,4.95
32,86.151,100.0
33,98.71,72.256
34,18.222,82.71
35,83.714,95.98
36,92.606,79.375
37,84.982,96.145
38,75.941,8.021
39,76.972,6.563
40,82.871,7.732
41,79.729,5.351
42,98.294,72.206
43,97.659,75.535
44,79.332,5.921
45,94.898,72.122
46,75.648,5.607
