index,x,y
0,48.494,38.999
1,0.0,46.993
2,31.312,9.819
3,71.924,87.05
4,46.247,1.197
5,29.654,15.693
6,23.961,100.0
7,39.831,88.143
8,18.693,27.906
9,46.561,9.28
10,28.283,99.579
11,100.0,89.587
12,11.499,74.713
13,41.207,55.213
14,47.43,31.247
15,54.426,44.622
16,29.787,78.272
17,91.436,91.208
18,32.778,25.979
19,62.819,88.55
20,69.178,57.32
21,45.624,96.062
22,44.487,35.381
23,35.965,8.078
24,60.214,48.415
25,51.088,19.73
26,7.303,29.398
27,34.002,69.958
28,33.372,74.738
29,6.882,96.32
30,75.228,38.843
31,23.634,99.879
32,98.757,46.727
33,80.376,12.535
34,73.834,22.636
35,42.061,0.0
36,45.688,26.353
37,33.816,22.714
38,62.294,36.007
39,35.82,1.938
40,39.378,99.354
41,46.179,61.529
42,35.739,19.545
43,87.763,35.848
44,91.974,61.767
45,47.953,15.981
46,83.42,68.177
47,57.857,63.856
48,24.997,69.309
49,79.015,15.772
50,32.563,13.549
51,54.876,49.121
52,25.235,49.786
53,67.491,41.56
54,26.963,36.798
55,26.746,19.612
56,81.673,46.629
57,49.57,75.637
58,60.436,79.643
59,93.941,76.134
60,52.19,81.275
61,60.347,99.469
62,99.903,59.473
63,9.848,40.543
