index,weight,type,clientId
0,10.41,1,0
1,6.78,1,1
2,3.23,1,1
3,10.52,1,2
4,8.03,1,2
5,7.6,1,2
6,6.29,1,3
7,7.92,1,4
8,13.64,1,4
9,11.16,1,5
10,3.2,1,5
11,9.95,1,5
12,8.12,1,5
13,9.95,1,5
14,6.11,1,6
15,4.64,1,6
16,3.56,1,6
17,4.54,1,7
18,3.38,1,8
19,7.04,1,8
20,9.81,1,9
21,12.23,1,10
22,12.2,1,10
23,9.9,1,10
24,4.09,1,10
25,3.77,1,10
26,12.72,1,11
27,3.75,1,11
28,14.74,1,12
29,9.93,1,12
30,8.08,1,13
31,13.98,1,13
32,10.85,1,13
33,8.61,1,13
34,12.83,1,13
35,2.71,1,14
36,10.98,1,14
37,15.0,1,14
38,13.37,1,15
39,14.11,1,15
40,12.12,1,15
41,9.4,1,15
42,4.98,1,16
43,5.05,1,16
44,2.55,1,17
45,6.25,1,17
46,8.22,1,17
47,13.96,1,17
48,14.15,1,18
49,6.07,1,18
50,8.89,1,18
51,6.72,1,18
52,3.17,1,18
53,8.51,1,19
54,13.14,1,19
55,11.76,1,20
56,9.12,1,20
57,14.92,1,20
58,13.72,1,21
59,8.13,1,21
60,2.51,1,21
61,8.95,1,22
62,7.94,1,22
63,8.39,1,22
64,13.24,1,22
65,5.53,1,23
66,13.52,1,23
67,6.48,1,23
68,10.31,1,23
69,9.29,1,24
70,7.14,1,24
71,5.51,1,24
72,13.68,1,24
73,3.65,1,25
74,14.18,1,26
75,4.63,1,27
76,2.53,1,27
77,6.85,1,27
78,9.73,1,28
79,5.73,1,28
80,8.28,1,28
81,13.15,1,29
82,9.67,1,30
83,10.02,1,30
84,3.54,1,30
85,3.36,1,30
86,13.84,1,30
87,9.45,1,31
88,3.87,1,32
89,9.36,1,32
90,9.78,1,33
91,7.63,1,33
92,7.48,1,34
93,6.29,1,34
94,5.1,1,34
95,14.37,1,34
96,11.81,1,34
97,12.11,1,35
98,4.74,1,36
99,4.18,1,36
100,2.74,1,36
101,12.26,1,37
102,9.43,1,37
103,7.05,1,37
104,10.01,1,38
105,5.82,1,38
106,11.09,1,39
107,6.84,1,39
108,13.36,1,39
109,8.18,1,39
110,12.11,1,39
111,9.69,1,40
112,4.71,1,40
113,7.49,1,40
114,10.54,1,41
115,11.27,1,42
116,13.49,1,42
117,14.73,1,43
118,12.61,1,44
119,7.19,1,45
120,5.22,1,45
121,2.68,1,45
122,12.83,1,46
123,9.15,1,47
124,11.01,1,48
125,13.92,1,48
126,8.82,1,49
127,4.21,1,49
128,14.77,1,49
129,5.3,1,49
130,12.71,1,50
131,8.07,1,50
132,2.25,1,50
133,11.55,1,50
134,8.04,1,51
135,12.44,1,51
136,8.75,1,51
137,10.47,1,51
138,14.43,1,51
139,2.28,1,52
140,2.61,1,52
141,3.07,1,52
142,13.8,1,52
143,5.01,1,52
144,10.72,1,53
145,13.93,1,53
146,7.17,1,53
147,4.05,1,53
148,8.59,1,53
149,5.86,1,54
150,10.86,1,54
151,3.64,1,54
152,14.93,1,54
153,8.27,1,55
154,9.03,1,56
155,8.49,1,56
156,13.49,1,56
157,8.53,1,57
158,13.3,1,57
159,7.7,1,57
160,6.73,1,58
161,7.63,1,58
162,4.02,1,58
163,14.97,1,58
164,3.42,1,59
165,4.19,1,59
166,11.44,1,59
167,6.67,1,60
168,12.19,1,60
169,3.39,1,60
170,5.35,1,61
171,7.91,1,61
172,7.92,1,61
173,2.49,1,62
174,12.87,1,62
175,10.66,1,63
176,3.72,1,64
177,2.8,1,64
178,11.26,1,64
179,10.74,1,65
180,12.48,1,65
181,13.31,1,65
182,12.54,1,66
183,9.7,1,66
184,3.61,1,67
185,13.92,1,67
186,10.72,1,68
187,11.54,1,68
188,11.06,1,68
189,14.49,1,68
190,7.75,1,68
191,12.35,1,69
192,8.96,1,69
193,10.16,1,69
194,4.41,1,69
195,10.02,1,70
196,6.12,1,70
197,6.99,1,70
198,13.69,1,70
199,10.56,1,71
