carrier_id,client_id
0,0
0,1
0,20
0,22
0,2
0,3
0,4
0,5
0,6
0,7
0,9
0,10
0,11
0,13
0,14
0,15
0,16
0,21
0,23
0,26
0,27
0,28
0,12
0,17
0,18
0,19
0,24
0,8
0,25
1,0
1,1
1,20
1,22
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,11
1,13
1,14
1,15
1,16
1,21
1,23
1,26
1,27
1,28
2,2
2,3
2,4
2,5
2,6
2,7
2,9
2,10
2,11
2,13
2,14
2,15
2,16
2,21
2,23
2,26
2,27
2,28
2,12
2,17
2,18
2,19
2,24
3,12
3,17
3,18
3,19
3,24
3,8
3,25
4,0
4,1
4,20
4,22
4,8
4,25
