index,weight,type,clientId
0,11.73,1,0
1,7.85,1,0
2,9.66,1,1
3,14.36,1,1
4,8.45,1,2
5,7.29,1,2
6,8.92,1,2
7,4.61,1,3
8,3.52,1,3
9,9.51,1,3
10,14.57,1,3
11,7.26,1,3
12,4.15,1,4
13,3.29,1,4
14,13.11,1,5
15,12.78,1,5
16,10.12,1,5
17,11.21,1,5
18,13.04,1,6
19,14.25,1,7
20,8.86,1,7
21,2.71,1,7
22,6.43,1,8
23,14.29,1,8
24,3.58,1,8
25,14.43,1,9
26,11.85,1,10
27,7.42,1,10
28,4.79,1,10
29,10.74,1,11
30,6.87,1,11
31,13.1,1,11
32,10.58,1,11
33,12.57,1,12
34,10.21,1,12
35,7.29,1,12
36,9.45,1,12
37,4.72,1,13
38,2.6,1,13
39,4.46,1,13
40,4.92,1,14
41,7.39,1,15
42,10.88,1,15
43,6.79,1,15
44,13.91,1,16
45,2.58,1,16
46,13.14,1,17
47,9.71,1,17
48,7.93,1,17
49,8.2,1,17
50,5.53,1,18
51,2.8,1,18
52,8.04,1,18
53,4.34,1,19
54,5.22,1,19
55,5.3,1,19
56,8.24,1,19
57,3.44,1,19
58,4.44,1,20
59,5.75,1,20
60,4.22,1,20
61,10.44,1,20
62,10.12,1,21
63,4.08,1,21
64,11.04,1,21
65,4.36,1,21
66,13.88,1,21
67,8.67,1,22
68,7.6,1,22
69,5.29,1,22
70,10.68,1,22
71,9.13,1,22
72,12.84,1,23
73,10.82,1,23
74,5.53,1,24
75,6.58,1,24
76,4.69,1,24
77,14.16,1,24
78,8.65,1,25
79,3.9,1,26
80,11.55,1,26
81,8.98,1,26
82,5.04,1,27
83,7.35,1,27
84,10.35,1,27
85,5.68,1,27
86,12.7,1,28
87,7.74,1,28
88,8.64,1,28
89,10.76,1,28
90,9.37,1,28
91,12.65,1,29
92,5.0,1,29
93,13.57,1,30
94,4.56,1,30
95,9.17,1,30
96,12.57,1,31
97,12.06,1,31
98,11.24,1,31
99,2.21,1,31
100,3.99,1,31
101,6.01,1,32
102,12.01,1,32
103,2.09,1,32
104,3.85,1,32
105,8.59,1,32
106,6.6,1,33
107,4.49,1,34
108,5.73,1,34
109,4.13,1,34
110,6.86,1,34
111,7.96,1,34
112,12.92,1,35
113,12.85,1,35
114,4.41,1,35
115,12.35,1,36
116,4.44,1,36
117,6.18,1,36
118,7.61,1,37
119,3.73,1,38
120,10.19,1,39
121,7.68,1,39
122,14.05,1,39
123,3.66,1,39
124,10.93,1,40
125,10.6,1,40
126,5.28,1,40
127,11.61,1,40
128,7.37,1,41
129,5.67,1,42
130,2.55,1,42
131,10.26,1,42
132,12.64,1,42
133,10.35,1,43
134,8.87,1,43
135,10.4,1,43
136,14.73,1,43
137,5.92,1,44
138,13.58,1,44
139,2.78,1,44
140,11.55,1,44
141,6.02,1,44
142,12.17,1,45
143,13.77,1,45
144,14.35,1,45
145,12.63,1,45
146,2.54,1,45
147,11.56,1,46
148,13.66,1,47
149,10.98,1,47
