index,weight,type,clientId
0,3.63,1,0
1,14.23,1,1
2,10.36,1,1
3,6.27,1,1
4,9.46,1,1
5,7.39,1,1
6,14.21,1,2
7,9.21,1,2
8,6.13,1,3
9,14.07,1,3
10,10.72,1,4
11,7.07,1,5
12,6.51,1,5
13,9.77,1,5
14,2.69,1,5
15,14.92,1,6
16,6.83,1,6
17,12.68,1,6
18,10.73,1,7
19,2.66,1,8
20,12.02,1,9
21,7.2,1,9
22,3.88,1,9
23,10.77,1,10
24,13.16,1,10
25,11.27,1,10
26,8.09,1,11
27,14.05,1,11
28,9.91,1,11
29,5.15,1,11
30,11.21,1,11
31,7.88,1,12
32,11.12,1,12
33,5.24,1,12
34,12.41,1,13
35,13.05,1,13
36,11.05,1,13
37,7.89,1,13
38,6.1,1,14
39,2.44,1,14
40,5.77,1,14
41,11.59,1,14
42,9.29,1,15
43,9.64,1,15
44,4.47,1,15
45,6.74,1,16
46,9.52,1,16
47,3.81,1,16
48,9.67,1,17
49,14.47,1,17
50,11.12,1,18
51,4.82,1,18
52,4.11,1,18
53,5.64,1,18
54,10.93,1,19
55,2.26,1,19
56,6.88,1,19
57,4.72,1,19
58,9.36,1,20
59,14.78,1,20
60,4.59,1,21
61,6.47,1,22
62,10.92,1,22
63,10.95,1,22
64,2.48,1,22
65,9.3,1,22
66,13.51,1,23
67,6.29,1,23
68,13.26,1,23
69,13.67,1,23
70,13.18,1,23
71,5.63,1,24
72,11.89,1,24
73,6.74,1,24
74,7.66,1,24
75,3.33,1,25
76,9.64,1,26
77,13.69,1,26
78,3.55,1,27
79,6.53,1,27
80,6.0,1,28
81,4.73,1,28
82,14.74,1,29
83,12.26,1,29
84,3.63,1,30
85,8.6,1,30
86,5.93,1,30
87,11.62,1,30
88,6.36,1,30
89,5.57,1,31
90,8.53,1,31
91,9.51,1,32
92,2.57,1,33
93,9.43,1,34
94,11.05,1,35
95,10.74,1,35
96,4.85,1,35
97,7.81,1,35
98,6.87,1,36
99,6.7,1,36
100,9.27,1,36
101,8.34,1,37
102,5.4,1,38
103,8.91,1,39
104,4.42,1,40
105,4.77,1,40
106,11.92,1,41
107,12.9,1,42
108,6.35,1,42
109,12.34,1,43
110,11.04,1,44
111,13.74,1,44
112,11.77,1,44
113,2.5,1,44
114,11.9,1,44
115,8.1,1,45
116,8.17,1,45
117,4.59,1,46
118,7.71,1,47
119,6.53,1,47
120,4.49,1,47
121,6.53,1,47
122,9.69,1,47
123,5.55,1,48
124,12.37,1,48
125,14.72,1,48
126,3.58,1,48
127,14.85,1,49
128,2.75,1,49
129,14.96,1,49
130,7.37,1,50
131,8.63,1,50
132,10.86,1,50
133,8.36,1,50
134,3.67,1,51
135,10.7,1,51
136,13.63,1,51
137,12.85,1,51
138,13.8,1,52
139,11.21,1,52
140,14.35,1,53
141,14.91,1,53
142,2.87,1,53
143,4.57,1,54
144,4.3,1,54
145,5.3,1,55
146,9.47,1,55
147,8.18,1,55
148,9.34,1,55
149,9.41,1,55
