index,x,y
0,19.024,2.363
1,18.337,6.246
2,18.897,4.059
3,3.729,64.865
4,20.194,6.392
5,20.424,4.113
6,91.009,52.835
7,23.272,5.375
8,2.419,63.932
9,19.582,6.261
10,4.265,68.416
11,17.424,5.75
12,41.099,69.814
13,3.738,66.519
14,18.938,3.457
15,23.429,7.419
16,92.556,52.463
17,19.727,5.93
18,19.523,7.133
19,14.518,3.732
20,21.386,2.047
21,17.394,4.914
22,0.0,63.07
23,16.407,9.443
24,2.547,62.518
25,17.699,4.775
26,18.193,5.41
27,2.465,65.345
28,2.087,65.093
29,17.957,3.801
30,16.571,5.433
31,3.6,64.401
32,21.033,3.472
33,4.283,64.218
34,21.008,2.002
35,0.995,65.684
36,17.47,4.588
37,3.707,62.432
38,15.851,5.918
39,38.46,100.0
40,19.73,5.038
41,21.042,5.925
42,96.54,52.215
43,15.672,6.649
44,1.409,64.001
45,16.515,7.241
46,16.913,4.725
47,6.948,64.368
48,17.391,8.736
49,4.544,65.609
50,56.359,30.092
51,20.532,5.479
52,3.224,65.175
53,19.758,5.531
54,19.832,4.438
55,65.589,91.1
56,18.336,4.584
57,95.559,51.513
58,3.397,64.055
59,19.699,5.737
60,41.953,85.667
61,3.449,64.734
62,92.827,51.379
63,2.922,60.934
64,18.049,4.485
65,4.095,66.77
66,18.89,6.541
67,0.99,67.343
68,17.533,6.561
69,19.477,8.363
70,17.505,4.989
71,7.113,65.388
72,75.818,16.763
73,19.0,3.592
74,2.585,63.471
75,20.275,4.039
76,20.386,3.15
77,16.934,4.368
78,19.708,5.6
79,18.767,7.52
80,18.261,3.743
81,19.637,0.0
82,21.48,4.101
83,4.845,66.758
84,3.376,64.15
85,5.441,62.641
86,5.436,67.042
87,3.034,62.592
88,18.524,6.434
89,3.081,64.074
90,19.197,3.385
91,18.82,5.445
92,18.552,5.593
93,15.579,3.242
94,19.247,5.281
95,95.179,51.717
96,21.442,8.088
97,96.544,50.279
98,23.348,7.905
99,18.363,5.173
100,56.907,31.294
101,4.393,67.581
102,35.62,94.881
103,20.877,6.116
104,3.943,64.552
105,20.758,5.492
106,21.599,4.378
107,18.054,3.193
108,2.051,66.607
109,1.992,65.45
110,20.957,5.164
111,18.562,2.83
112,2.47,66.99
113,20.044,5.22
114,18.985,5.518
115,20.529,4.457
116,16.535,0.309
117,3.974,67.369
118,19.066,5.865
119,55.954,31.195
120,4.301,64.771
121,100.0,49.826
122,18.981,0.568
123,2.834,64.53
124,18.39,5.378
