index,x,y
0,95.587,95.197
1,99.806,95.455
2,95.452,90.641
3,98.294,93.827
4,96.485,94.254
5,86.556,19.68
6,96.882,96.389
7,95.412,93.803
8,96.357,97.426
9,96.383,94.691
10,90.945,19.035
11,96.555,93.453
12,96.773,97.228
13,96.065,96.741
14,88.565,19.154
15,98.845,93.83
16,95.331,100.0
17,74.943,4.611
18,94.625,96.452
19,89.245,14.913
20,97.539,97.364
21,55.204,23.845
22,78.134,2.863
23,89.807,19.477
24,95.723,93.986
25,98.219,94.868
26,96.769,95.498
27,89.383,20.49
28,96.806,95.828
29,98.886,93.262
30,99.106,93.576
31,95.244,96.06
32,99.749,91.409
33,94.588,95.942
34,37.08,91.107
35,95.18,96.303
36,95.941,93.6
37,98.628,94.011
38,96.577,97.779
39,96.908,96.012
40,97.069,94.778
41,89.711,18.447
42,77.824,5.71
43,91.301,22.92
44,96.27,93.998
45,97.769,96.461
46,95.617,95.325
47,93.822,96.048
48,95.851,96.691
49,95.374,98.001
50,97.609,97.269
51,95.525,94.316
52,94.179,92.927
53,99.145,94.926
54,95.326,96.309
55,96.736,96.219
56,92.258,95.889
57,96.811,94.491
58,95.533,96.475
59,89.521,17.083
60,96.983,96.774
61,97.109,95.355
62,99.822,92.915
63,0.0,74.93
64,78.5,3.258
65,95.21,96.717
66,78.338,2.804
67,97.233,94.011
68,45.702,87.364
69,97.44,92.72
70,93.564,94.848
71,77.65,3.754
72,96.842,94.769
73,70.898,76.86
74,96.453,95.656
75,100.0,97.449
76,95.076,99.664
77,96.73,96.015
78,97.285,94.842
79,96.229,94.463
80,94.445,95.521
81,97.898,94.392
82,95.446,94.522
83,88.442,20.06
84,98.954,98.086
85,96.694,93.683
86,97.345,94.597
87,78.948,2.84
88,99.358,98.799
89,95.583,96.389
90,94.206,94.203
91,98.153,96.839
92,78.578,1.59
93,97.476,94.417
94,96.163,94.31
95,93.445,93.759
96,79.775,0.0
97,77.358,3.208
98,95.074,96.038
99,77.436,2.475
100,87.525,18.634
101,96.308,91.761
102,93.314,98.804
103,94.507,95.558
104,89.766,18.333
105,94.925,96.194
106,61.502,57.809
107,93.683,95.635
108,90.703,18.354
109,76.041,77.067
110,96.435,96.773
111,96.192,96.424
112,97.522,94.252
113,95.397,94.652
114,28.259,26.522
115,97.221,98.213
116,96.752,95.572
117,96.13,97.022
118,97.256,93.63
119,97.52,98.085
120,64.724,57.922
121,88.906,22.158
122,94.808,94.937
123,95.428,95.306
124,95.757,96.346
125,97.075,95.283
126,96.913,96.153
127,95.151,98.467
128,96.977,97.631
129,96.054,96.076
130,96.029,99.275
131,96.377,93.954
132,94.126,93.954
133,88.5,19.768
