index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,0,22.5,1.21,50.0,20.0
1,1,25.0,2,22.5,1.1,50.0,20.0
2,1,25.0,0,22.5,1.1,50.0,20.0
3,1,25.0,1,22.5,1.1,50.0,10.0
4,2,25.0,2,22.5,1.21,50.0,20.0
5,2,25.0,4,22.5,1.21,50.0,10.0
6,1,25.0,3,23.75,1.1,50.0,20.0
7,2,25.0,0,22.5,1.21,50.0,20.0
8,1,25.0,0,22.5,1.1,50.0,20.0
9,1,25.0,4,22.5,1.1,50.0,10.0
10,2,25.0,0,22.5,1.21,50.0,20.0
11,1,25.0,4,22.5,1.1,50.0,10.0
12,2,25.0,1,22.5,1.21,50.0,10.0
13,1,25.0,2,22.5,1.1,50.0,20.0
14,2,25.0,0,22.5,1.21,50.0,20.0
15,2,25.0,4,22.5,1.21,50.0,10.0
16,1,25.0,0,22.5,1.1,50.0,20.0
17,1,25.0,0,22.5,1.1,50.0,20.0
18,2,25.0,2,22.5,1.21,50.0,20.0
19,1,25.0,3,23.75,1.1,50.0,20.0
20,1,25.0,4,22.5,1.1,50.0,10.0
21,1,25.0,0,22.5,1.1,50.0,20.0
22,1,25.0,3,23.75,1.1,50.0,20.0
23,1,25.0,0,22.5,1.1,50.0,20.0
24,1,25.0,3,23.75,1.1,50.0,20.0
25,1,25.0,1,22.5,1.1,50.0,10.0
26,1,25.0,2,22.5,1.1,50.0,20.0
27,2,25.0,0,22.5,1.21,50.0,20.0
28,1,25.0,0,22.5,1.1,50.0,20.0
29,2,25.0,2,22.5,1.21,50.0,20.0
30,1,25.0,1,22.5,1.1,50.0,10.0
31,2,25.0,4,22.5,1.21,50.0,10.0
32,1,25.0,2,22.5,1.1,50.0,20.0
33,1,25.0,1,22.5,1.1,50.0,10.0
34,1,25.0,3,23.75,1.1,50.0,20.0
35,1,25.0,0,22.5,1.1,50.0,20.0
36,1,25.0,0,22.5,1.1,50.0,20.0
37,1,25.0,1,22.5,1.1,50.0,10.0
38,1,25.0,2,22.5,1.1,50.0,20.0
39,2,25.0,0,22.5,1.21,50.0,20.0
40,1,25.0,1,22.5,1.1,50.0,10.0
41,1,25.0,2,22.5,1.1,50.0,20.0
42,2,25.0,1,22.5,1.21,50.0,10.0
43,1,25.0,2,22.5,1.1,50.0,20.0
44,1,25.0,0,22.5,1.1,50.0,20.0
45,1,25.0,1,22.5,1.1,50.0,10.0
46,2,25.0,0,22.5,1.21,50.0,20.0
47,2,25.0,1,22.5,1.21,50.0,10.0
48,1,25.0,4,22.5,1.1,50.0,10.0
49,1,25.0,3,23.75,1.1,50.0,20.0
50,2,25.0,0,22.5,1.21,50.0,20.0
51,1,25.0,1,22.5,1.1,50.0,10.0
52,1,25.0,3,23.75,1.1,50.0,20.0
53,2,25.0,3,23.75,1.21,50.0,20.0
54,1,25.0,0,22.5,1.1,50.0,20.0
