index,x,y
0,94.691,9.889
1,100.0,8.888
2,78.654,14.251
3,95.163,11.037
4,15.1,73.341
5,11.627,4.278
6,22.098,82.577
7,86.595,27.039
8,10.725,0.0
9,1.29,8.517
10,95.349,10.944
11,91.597,26.728
12,78.599,67.558
13,22.645,81.832
14,69.715,95.897
15,68.877,98.6
16,23.082,80.612
17,94.935,9.326
18,79.852,69.689
19,82.889,65.46
20,65.769,98.253
21,19.454,72.136
22,94.692,9.919
23,98.605,8.233
24,88.166,28.703
25,95.591,9.265
26,89.959,26.846
27,11.884,8.228
28,17.263,75.727
29,98.56,10.394
30,96.839,11.175
31,22.049,82.985
32,96.333,7.268
33,3.363,9.864
34,96.276,15.118
35,93.774,10.221
36,78.821,12.853
37,88.577,27.61
38,78.659,9.541
39,1.309,15.009
40,15.885,71.745
41,98.101,8.676
42,79.553,63.371
43,12.931,3.556
44,76.032,63.404
45,79.321,7.378
46,16.879,73.214
47,75.994,9.16
48,0.0,11.066
49,24.941,83.392
50,12.586,4.948
51,70.943,99.265
52,66.964,100.0
53,97.937,11.142
54,3.413,11.535
