index,weight,type,clientId
0,8.88,1,0
1,3.72,1,0
2,12.76,1,0
3,3.23,1,1
4,9.74,1,1
5,14.79,1,1
6,6.34,1,1
7,12.15,1,1
8,2.1,1,2
9,7.4,1,2
10,8.23,1,2
11,7.71,1,3
12,11.31,1,3
13,3.96,1,3
14,11.49,1,4
15,11.21,1,4
16,8.5,1,4
17,14.24,1,4
18,10.73,1,4
19,8.02,1,5
20,2.53,1,5
21,12.67,1,6
22,2.86,1,6
23,3.88,1,6
24,4.39,1,6
25,3.91,1,6
26,12.03,1,7
27,3.73,1,7
28,5.31,1,8
29,7.97,1,9
30,7.81,1,9
31,13.31,1,9
32,12.45,1,9
33,2.58,1,9
34,4.98,1,10
35,5.13,1,10
36,10.76,1,10
37,14.29,1,10
38,7.23,1,10
39,7.98,1,11
40,5.61,1,11
41,5.58,1,12
42,2.75,1,12
43,8.6,1,12
44,2.27,1,12
45,12.67,1,12
46,7.35,1,13
47,11.66,1,14
48,13.41,1,14
49,10.89,1,15
