index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,2,21.25,1.1,50.0,20.0
1,2,25.0,2,21.25,1.21,50.0,20.0
2,1,25.0,2,21.25,1.1,50.0,20.0
3,2,25.0,2,21.25,1.21,50.0,20.0
4,2,25.0,2,21.25,1.21,50.0,20.0
5,2,25.0,2,21.25,1.21,50.0,20.0
6,2,25.0,0,22.5,1.21,50.0,20.0
7,2,25.0,4,21.25,1.21,50.0,20.0
8,1,25.0,0,22.5,1.1,50.0,20.0
9,2,25.0,4,21.25,1.21,50.0,20.0
10,1,25.0,2,21.25,1.1,50.0,20.0
11,2,25.0,1,21.25,1.21,50.0,20.0
12,1,25.0,3,23.75,1.1,50.0,10.0
13,1,25.0,3,23.75,1.1,50.0,10.0
14,2,25.0,0,22.5,1.21,50.0,20.0
15,1,25.0,0,22.5,1.1,50.0,20.0
16,2,25.0,4,21.25,1.21,50.0,20.0
17,2,25.0,4,21.25,1.21,50.0,20.0
18,2,25.0,0,22.5,1.21,50.0,20.0
19,2,25.0,0,22.5,1.21,50.0,20.0
20,1,25.0,4,21.25,1.1,50.0,20.0
21,1,25.0,4,21.25,1.1,50.0,20.0
22,2,25.0,1,21.25,1.21,50.0,20.0
23,1,25.0,1,21.25,1.1,50.0,20.0
24,1,25.0,2,21.25,1.1,50.0,20.0
25,1,25.0,1,21.25,1.1,50.0,20.0
26,2,25.0,1,21.25,1.21,50.0,20.0
27,1,25.0,0,22.5,1.1,50.0,20.0
28,2,25.0,3,23.75,1.21,50.0,10.0
29,1,25.0,4,21.25,1.1,50.0,20.0
30,2,25.0,3,23.75,1.21,50.0,10.0
31,1,25.0,4,21.25,1.1,50.0,20.0
32,1,25.0,4,21.25,1.1,50.0,20.0
33,2,25.0,0,22.5,1.21,50.0,20.0
34,1,25.0,0,22.5,1.1,50.0,20.0
35,2,25.0,1,21.25,1.21,50.0,20.0
36,2,25.0,1,21.25,1.21,50.0,20.0
37,1,25.0,0,22.5,1.1,50.0,20.0
38,1,25.0,0,22.5,1.1,50.0,20.0
39,2,25.0,0,22.5,1.21,50.0,20.0
40,1,25.0,4,21.25,1.1,50.0,20.0
41,1,25.0,0,22.5,1.1,50.0,20.0
42,2,25.0,4,21.25,1.21,50.0,20.0
43,1,25.0,2,21.25,1.1,50.0,20.0
44,1,25.0,4,21.25,1.1,50.0,20.0
45,1,25.0,1,21.25,1.1,50.0,20.0
46,2,25.0,1,21.25,1.21,50.0,20.0
47,1,25.0,2,21.25,1.1,50.0,20.0
48,1,25.0,1,21.25,1.1,50.0,20.0
49,2,25.0,3,23.75,1.21,50.0,10.0
50,1,25.0,0,22.5,1.1,50.0,20.0
51,1,25.0,1,21.25,1.1,50.0,20.0
52,1,25.0,0,22.5,1.1,50.0,20.0
53,2,25.0,2,21.25,1.21,50.0,20.0
54,2,25.0,0,22.5,1.21,50.0,20.0
55,1,25.0,3,23.75,1.1,50.0,10.0
56,1,25.0,0,22.5,1.1,50.0,20.0
57,2,25.0,2,21.25,1.21,50.0,20.0
58,2,25.0,0,22.5,1.21,50.0,20.0
