index,x,y
0,27.152,67.1
1,1.865,95.492
2,16.185,75.925
3,16.638,19.715
4,0.004,87.878
5,43.578,35.25
6,27.852,1.872
7,100.0,48.822
8,36.148,93.886
9,37.305,98.916
10,1.897,87.101
11,44.285,99.517
12,23.631,3.486
13,3.816,12.343
14,31.355,72.39
15,14.005,5.927
16,22.965,29.899
17,32.437,43.881
18,50.701,21.191
19,80.9,17.605
20,51.092,31.612
21,12.518,81.447
22,13.172,3.522
23,68.229,9.758
24,62.881,95.915
25,36.137,35.021
26,97.336,52.974
27,35.741,53.756
28,82.189,53.312
29,92.372,90.586
30,58.547,94.111
31,33.192,56.597
32,50.53,2.721
33,97.202,13.847
34,42.642,78.208
35,1.077,7.567
36,29.196,39.734
37,72.334,18.597
38,5.388,19.481
39,91.914,7.26
40,44.773,38.665
41,75.061,13.19
42,95.885,46.325
43,9.047,18.037
44,0.0,52.846
45,74.681,0.0
46,91.805,87.787
47,6.084,52.652
48,48.524,30.653
49,10.011,77.263
50,5.529,97.499
51,14.299,99.834
52,27.375,100.0
53,36.44,85.603
