index,x,y
0,37.723,42.766
1,51.423,65.833
2,29.032,78.767
3,40.347,40.953
4,70.65,15.995
5,14.137,74.907
6,28.898,22.073
7,35.685,88.868
8,44.505,77.223
9,42.053,37.416
10,100.0,91.891
11,91.461,54.997
12,43.893,60.204
13,17.693,62.806
14,63.696,82.285
15,68.298,27.542
16,8.503,45.501
17,42.604,10.878
18,55.963,17.436
19,33.111,90.137
20,66.618,68.81
21,32.383,54.017
22,98.693,10.212
23,23.911,31.238
24,79.947,98.014
25,77.853,5.434
26,51.015,32.5
27,71.991,16.343
28,98.076,17.964
29,68.525,11.317
30,68.063,6.575
31,24.554,94.749
32,82.661,23.334
33,96.754,73.322
34,28.903,89.396
35,71.152,92.505
36,58.127,0.48
37,57.958,87.419
38,57.298,44.343
39,70.434,12.219
40,63.634,47.204
41,33.328,71.821
42,48.584,89.319
43,48.074,11.552
44,85.251,53.231
45,92.444,84.375
46,0.298,35.229
47,10.25,18.155
48,87.003,7.743
49,60.684,39.555
50,68.895,76.798
51,13.551,73.174
52,62.833,25.014
53,55.774,75.908
54,88.983,24.829
55,98.632,87.373
56,14.701,32.941
57,64.618,24.326
58,17.531,90.25
59,53.215,6.947
60,56.56,31.282
61,37.003,60.702
62,77.844,0.145
63,25.788,62.554
64,65.911,75.233
65,56.694,45.745
66,58.668,23.501
67,59.11,81.534
68,71.666,27.017
69,93.664,46.129
70,26.139,11.609
71,96.251,6.386
72,22.997,19.342
73,36.597,92.446
74,51.073,3.461
75,48.424,3.646
76,37.185,36.168
77,94.346,67.485
78,6.791,3.123
79,67.949,1.687
80,54.538,41.901
81,99.382,1.316
82,1.507,36.375
83,92.156,25.288
84,12.47,44.592
85,59.92,95.944
86,63.289,4.349
87,62.811,50.454
88,95.498,20.277
89,85.826,69.127
90,11.369,22.804
91,69.864,12.935
92,81.348,77.513
93,17.788,45.158
94,58.725,84.036
95,84.769,25.354
96,30.907,10.062
97,35.778,77.384
98,9.898,79.572
99,48.469,78.136
100,3.365,64.814
101,78.216,54.267
102,24.004,48.794
103,62.492,26.181
104,24.43,67.101
105,72.907,56.784
106,98.882,82.422
107,61.441,34.825
108,72.879,14.385
109,93.57,52.92
110,34.81,38.901
111,66.134,74.228
112,11.001,84.495
113,38.952,26.577
114,69.858,6.478
115,31.8,56.484
116,15.624,56.478
117,63.667,42.124
118,80.43,8.127
119,25.628,74.137
120,12.091,23.928
121,61.499,94.156
122,92.744,77.261
123,19.776,83.265
124,62.998,94.162
125,22.801,12.414
126,38.657,37.307
127,83.415,66.387
128,98.279,56.598
129,4.081,54.572
130,87.945,91.725
131,95.431,89.283
132,85.077,43.949
133,13.544,98.06
134,11.244,42.237
135,55.245,4.176
136,45.75,37.721
137,6.518,2.772
138,30.996,77.013
139,65.921,59.923
140,96.554,66.616
141,34.713,50.053
142,45.914,53.11
143,0.62,70.309
144,36.154,6.514
145,38.904,52.757
146,3.283,98.564
147,69.213,71.803
148,69.365,60.141
149,51.966,4.675
150,18.413,32.374
151,78.82,15.665
152,34.723,76.014
153,21.022,98.057
154,67.006,16.366
155,6.082,90.222
156,42.083,92.396
157,85.896,92.503
158,30.503,60.128
159,97.9,70.941
160,39.158,5.439
161,28.406,29.864
162,7.884,28.732
163,6.76,12.033
164,2.352,90.19
