index,x,y
0,72.378,35.958
1,46.004,71.1
2,72.973,32.856
3,36.377,50.733
4,40.675,98.657
5,63.344,55.087
6,42.561,97.923
7,43.063,4.694
8,51.429,11.754
9,78.118,76.885
10,42.102,51.035
11,49.325,48.22
12,60.016,54.308
13,37.736,90.799
14,49.063,88.794
15,12.71,84.879
16,68.325,88.134
17,84.833,71.067
18,33.775,13.948
19,57.818,3.896
20,56.392,86.045
21,5.228,11.72
22,84.964,34.876
23,41.994,26.225
24,47.098,64.999
25,55.225,67.895
26,46.904,55.86
27,62.551,63.809
28,52.484,73.537
29,6.594,64.79
30,46.297,26.591
31,88.052,58.859
