carrier_id,client_id
0,2
0,6
0,8
0,17
0,20
0,30
0,31
0,33
0,0
0,4
0,5
0,7
0,9
0,10
0,11
0,14
0,15
0,22
0,25
0,26
0,27
0,28
0,32
0,34
0,1
0,3
0,12
0,13
0,16
0,18
0,19
0,21
0,23
0,24
0,29
1,2
1,6
1,8
1,17
1,20
1,30
1,31
1,33
2,2
2,6
2,8
2,17
2,20
2,30
2,31
2,33
2,0
2,4
2,5
2,7
2,9
2,10
2,11
2,14
2,15
2,22
2,25
2,26
2,27
2,28
2,32
2,34
3,0
3,4
3,5
3,7
3,9
3,10
3,11
3,14
3,15
3,22
3,25
3,26
3,27
3,28
3,32
3,34
3,1
3,3
3,12
3,13
3,16
3,18
3,19
3,21
3,23
3,24
3,29
4,1
4,3
4,12
4,13
4,16
4,18
4,19
4,21
4,23
4,24
4,29
