index,x,y
0,37.777,57.576
1,28.91,1.133
2,61.643,95.862
3,77.619,3.108
4,10.671,21.716
5,69.549,37.918
6,75.888,40.266
7,70.525,98.643
8,30.601,65.898
9,7.997,94.841
10,81.421,21.668
11,39.066,29.384
12,31.005,20.41
13,30.725,83.856
14,41.661,27.745
15,34.352,20.467
16,14.711,35.305
17,22.001,39.552
18,84.248,32.956
19,86.312,61.743
20,91.255,36.093
21,39.988,60.045
22,33.99,70.906
23,58.403,13.56
24,76.431,97.049
25,85.871,32.952
26,98.305,16.782
27,64.286,77.899
28,48.82,4.792
29,5.464,70.572
30,43.417,42.07
31,75.105,35.387
32,51.309,16.35
33,92.688,49.128
34,99.047,6.746
