index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,0,22.5,1.1,20.0,20.0
1,2,25.0,0,22.5,1.21,20.0,20.0
2,2,25.0,2,23.75,1.21,20.0,10.0
3,2,25.0,1,22.5,1.21,20.0,10.0
4,1,25.0,0,22.5,1.1,20.0,20.0
5,2,25.0,1,22.5,1.21,20.0,10.0
6,1,25.0,0,22.5,1.1,20.0,20.0
7,2,25.0,0,22.5,1.21,20.0,20.0
8,2,25.0,4,23.75,1.21,20.0,20.0
9,2,25.0,0,22.5,1.21,20.0,20.0
10,1,25.0,1,22.5,1.1,20.0,10.0
11,2,25.0,3,21.25,1.21,20.0,20.0
12,1,25.0,0,22.5,1.1,20.0,20.0
13,2,25.0,3,21.25,1.21,20.0,20.0
14,2,25.0,2,23.75,1.21,20.0,10.0
15,2,25.0,1,22.5,1.21,20.0,10.0
16,1,25.0,1,22.5,1.1,20.0,10.0
17,2,25.0,1,22.5,1.21,20.0,10.0
18,2,25.0,1,22.5,1.21,20.0,10.0
19,2,25.0,1,22.5,1.21,20.0,10.0
20,1,25.0,1,22.5,1.1,20.0,10.0
21,1,25.0,1,22.5,1.1,20.0,10.0
22,2,25.0,1,22.5,1.21,20.0,10.0
23,1,25.0,2,23.75,1.1,20.0,10.0
24,1,25.0,0,22.5,1.1,20.0,20.0
25,1,25.0,3,21.25,1.1,20.0,20.0
26,2,25.0,0,22.5,1.21,20.0,20.0
27,1,25.0,4,23.75,1.1,20.0,20.0
28,2,25.0,4,23.75,1.21,20.0,20.0
29,2,25.0,3,21.25,1.21,20.0,20.0
30,1,25.0,1,22.5,1.1,20.0,10.0
31,2,25.0,4,23.75,1.21,20.0,20.0
32,1,25.0,4,23.75,1.1,20.0,20.0
33,2,25.0,4,23.75,1.21,20.0,20.0
34,1,25.0,3,21.25,1.1,20.0,20.0
35,1,25.0,3,21.25,1.1,20.0,20.0
36,2,25.0,1,22.5,1.21,20.0,10.0
37,2,25.0,0,22.5,1.21,20.0,20.0
38,2,25.0,4,23.75,1.21,20.0,20.0
39,1,25.0,1,22.5,1.1,20.0,10.0
40,1,25.0,3,21.25,1.1,20.0,20.0
41,2,25.0,2,23.75,1.21,20.0,10.0
42,1,25.0,0,22.5,1.1,20.0,20.0
