index,x,y
0,24.083,63.795
1,19.873,20.071
2,26.669,68.499
3,64.369,72.886
4,37.81,100.0
5,94.978,96.203
6,92.851,23.172
7,18.515,23.536
8,62.963,72.77
9,25.397,65.087
10,75.655,7.711
11,3.739,88.095
12,44.885,45.328
13,19.556,26.117
14,67.367,71.302
15,29.337,63.465
16,0.058,87.294
17,97.907,97.371
18,41.376,96.398
19,80.85,2.692
20,94.099,21.987
21,37.628,95.042
22,0.404,88.862
23,2.698,88.654
24,94.258,96.466
25,82.368,0.866
26,97.21,94.202
27,14.676,95.979
28,91.331,23.601
29,77.436,0.0
30,1.445,88.716
31,14.358,99.273
32,15.361,96.163
33,100.0,95.45
34,0.0,89.26
35,42.634,46.676
36,94.146,22.557
37,37.785,97.448
38,14.174,96.907
39,28.457,66.557
40,47.6,48.628
41,41.902,47.948
42,64.679,74.024
43,20.103,20.947
44,45.384,49.259
45,62.88,74.877
46,35.35,97.206
47,80.66,4.292
48,19.907,24.015
49,14.815,96.936
50,93.455,24.616
