carrier_id,client_id
0,1
0,2
0,4
0,8
0,9
0,11
0,14
0,26
0,27
0,28
0,31
0,32
0,7
0,10
0,12
0,13
0,15
0,20
0,23
0,24
0,35
0,0
0,3
0,6
0,17
0,21
0,22
0,25
0,30
0,33
0,34
0,5
0,16
0,18
0,19
0,29
1,1
1,2
1,4
1,8
1,9
1,11
1,14
1,26
1,27
1,28
1,31
1,32
1,7
1,10
1,12
1,13
1,15
1,20
1,23
1,24
1,35
2,7
2,10
2,12
2,13
2,15
2,20
2,23
2,24
2,35
2,0
2,3
2,6
2,17
2,21
2,22
2,25
2,30
2,33
2,34
3,0
3,3
3,6
3,17
3,21
3,22
3,25
3,30
3,33
3,34
3,5
3,16
3,18
3,19
3,29
4,1
4,2
4,4
4,8
4,9
4,11
4,14
4,26
4,27
4,28
4,31
4,32
4,5
4,16
4,18
4,19
4,29
