index,weight,type,clientId
0,4.53,1,0
1,9.07,1,0
2,12.09,1,1
3,5.61,1,1
4,5.67,1,1
5,14.75,1,1
6,6.8,1,1
7,4.18,1,2
8,12.61,1,2
9,13.03,1,2
10,2.33,1,2
11,2.17,1,3
12,9.23,1,3
13,7.61,1,3
14,5.86,1,4
15,2.84,1,4
16,13.71,1,4
17,7.06,1,4
18,11.9,1,5
19,6.84,1,6
20,12.7,1,6
21,10.01,1,6
22,13.08,1,7
23,9.33,1,7
24,12.44,1,7
25,2.02,1,7
26,3.55,1,8
27,9.14,1,8
28,9.89,1,8
29,11.41,1,9
30,4.88,1,10
31,12.81,1,11
32,12.27,1,11
33,5.65,1,11
34,5.8,1,12
35,13.16,1,13
36,3.43,1,13
37,14.34,1,13
38,12.43,1,13
39,14.6,1,13
40,14.6,1,14
41,5.53,1,15
42,11.15,1,15
43,12.33,1,15
44,8.92,1,15
45,3.48,1,16
46,9.01,1,17
47,2.19,1,17
48,10.66,1,17
49,5.78,1,18
50,12.76,1,18
51,4.17,1,18
52,3.94,1,18
53,6.79,1,19
54,10.43,1,19
55,10.73,1,20
56,5.91,1,21
57,2.36,1,22
58,14.17,1,22
59,14.47,1,22
60,13.16,1,22
61,13.14,1,22
62,2.04,1,23
63,10.44,1,23
64,7.17,1,23
65,14.83,1,23
66,5.78,1,24
67,9.79,1,25
68,10.15,1,25
69,9.06,1,26
70,6.74,1,26
71,14.13,1,26
72,4.29,1,27
73,14.81,1,27
74,9.67,1,27
75,11.59,1,28
76,11.12,1,28
77,14.85,1,28
78,12.42,1,28
79,5.53,1,29
80,6.34,1,30
81,12.23,1,30
82,5.61,1,30
83,6.65,1,30
84,5.99,1,31
85,12.86,1,31
86,13.51,1,31
87,11.45,1,31
88,3.41,1,32
89,8.56,1,32
90,7.16,1,32
91,3.84,1,33
92,11.83,1,34
93,2.52,1,34
94,4.23,1,35
95,3.31,1,36
96,4.76,1,37
97,3.92,1,38
98,13.91,1,38
99,9.67,1,39
